Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Roopa N K,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",21 Years Experience Overall  (16 years as specialist),"Rajarajeshwarinagar, Bangalore",Bangalore,94%,(17 votes),₹ 500 fee
Dr. Latha N,Gynecologist/obstetrician,"MBBS, DGO",29 Years Experience Overall  (22 years as specialist),"Padmanabhanagar, Bangalore",Bangalore,99%,(231 votes),₹ 500 fee
Dr. Jyothsna Madan,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",36 Years Experience Overall  (29 years as specialist),"Jayanagar, Bangalore",Bangalore,93%,(301 votes),₹ 850 fee
Dr. Dhivya R,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",19 Years Experience Overall  (10 years as specialist),"Singasandra, Bangalore",Bangalore,97%,(155 votes),₹ 500 fee
Dr. Garima Jain,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",26 Years Experience Overall  (19 years as specialist),"Whitefield, Bangalore",Bangalore,95%,(143 votes),₹ 800 fee
Dr. Anita Balakrishna,Gynecologist/obstetrician,"MS - Obstetrics & Gynaecology, MBBS",23 Years Experience Overall  (20 years as specialist),"Indiranagar, Bangalore",Bangalore,94%,(161 votes),₹ 800 fee
Dr. Soumya KN,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (11 years as specialist),"Kengeri, Bangalore",Bangalore,94%,(161 votes),₹ 700 fee
Dr. Padmapriya G V,Gynecologist/obstetrician,"DNB - Obstetrics & Gynecology, MBBS, DGO",15 Years Experience Overall  (8 years as specialist),"Rajajinagar, Bangalore",Bangalore,100%,(44 votes),₹ 500 fee
Dr. Shwetha Y Baratikkae,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology, Fellowship in Reproductive Medicine",19 Years Experience Overall  (16 years as specialist),"Basaveshwaranagar, Bangalore",Bangalore,96%,(433 votes),₹ 600 fee
Dr. Anitha Rao,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",23 Years Experience Overall  (22 years as specialist),"Hebbal, Bangalore",Bangalore,98%,(1383 votes),₹ 850 fee
Dr. Namita Kapoor Sahgal,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",30 Years Experience Overall  (25 years as specialist),"Whitefield, Bangalore",Bangalore,90%,(266 votes),₹ 800 fee
Dr. Chaitra Nayak,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, FNB - Reproductive Medicine",21 Years Experience Overall  (14 years as specialist),"JP Nagar 4 Phase, Bangalore",Bangalore,96%,(82 votes),₹ 600 fee
Dr. K Monika Yadav,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",18 Years Experience Overall  (11 years as specialist),"Electronics City, Bangalore",Bangalore,98%,(92 votes),₹ 850 fee
Dr. Shalini K Mishra,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (6 years as specialist),"Marathahalli, Bangalore",Bangalore,97%,(60 votes),₹ 500 fee
Dr. Anitha A Manoj,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",16 Years Experience Overall  (11 years as specialist),"Banashankari 1st Stage, Bangalore",Bangalore,97%,(60 votes),₹ 600 fee
Dr. Julie Thomas,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",24 Years Experience Overall  (14 years as specialist),"Electronics City, Bangalore",Bangalore,88%,(112 votes),₹ 850 fee
Dr. Amulya R,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",12 Years Experience Overall  (9 years as specialist),"JP Nagar, Bangalore",Bangalore,100%,(49 votes),₹ 500 fee
Dr. Ankita Gahlot,Gynecologist/obstetrician,"MS - Obstetrics & Gynaecology, MBBS",6 Years Experience Overall  (3 years as specialist),"Sarjapur Road, Bangalore",Bangalore,100%,(49 votes),₹ 750 fee
Dr. Dhershana Raja,Gynecologist/obstetrician,"MBBS, DGO",44 Years Experience Overall  (39 years as specialist),"Bellandur, Bangalore",Bangalore,76%,(37 votes),₹ 700 fee
Dr. Nagarathna D S,Gynecologist/obstetrician,"MBBS, DGO",26 Years Experience Overall  (25 years as specialist),"Koramangala 5 Block, Bangalore",Bangalore,93%,(42 votes),₹ 700 fee
Dr. Mukta Nadig,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",42 Years Experience Overall  (35 years as specialist),"Malleswaram, Bangalore",Bangalore,94%,(371 votes),₹ 850 fee
Dr. Nandhini Ravindran,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (13 years as specialist),"Ulsoor, Bangalore",Bangalore,97%,(59 votes),₹ 600 fee
Dr. Nandhini Ravindran,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (13 years as specialist),"Ulsoor, Bangalore",Bangalore,97%,(59 votes),₹ 600 fee
Dr. Nirmala R,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",25 Years Experience Overall,"JP Nagar, Bangalore",Bangalore,80%,(25 votes),₹ 800 fee
Dr. Hira Mardi,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",20 Years Experience Overall  (10 years as specialist),"Whitefield, Bangalore",Bangalore,97%,(111 votes),₹ 800 fee
Dr. Vanita Vaishnav,Gynecologist/obstetrician,"MS - Obstetrics & Gynaecology, MBBS",14 Years Experience Overall  (10 years as specialist),"HSR Layout, Bangalore",Bangalore,98%,(193 votes),₹ 650 fee
Dr. Ranjitha G Babu,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (12 years as specialist),"Rajajinagar, Bangalore",Bangalore,100%,(52 votes),₹ 600 fee
Dr. Vishnupriya,Gynecologist/obstetrician,"MBBS, DGO",17 Years Experience Overall  (11 years as specialist),"Whitefield, Bangalore",Bangalore,93%,(120 votes),₹ 700 fee
Dr. Devi R,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",13 Years Experience Overall  (8 years as specialist),"Banashankari 3rd Stage, Bangalore",Bangalore,99%,(72 votes),₹ 600 fee
Dr. Shwetha S. Kamath,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",16 Years Experience Overall  (10 years as specialist),"RT Nagar, Bangalore",Bangalore,98%,(228 votes),₹ 600 fee
Dr. Mamatha C V,Gynecologist/obstetrician,"MBBS, DGO",17 Years Experience Overall  (11 years as specialist),"Malleswaram, Bangalore",Bangalore,98%,(228 votes),₹ 850 fee
Dr. Jayashree Murthy,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",25 Years Experience Overall,"Indiranagar, Bangalore",Bangalore,99%,(70 votes),₹ 600 fee
Dr. Jyoti Kala,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (13 years as specialist),"Sarjapur Road, Bangalore",Bangalore,98%,(63 votes),₹ 700 fee
Dr. Sunitha B.,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",21 Years Experience Overall  (19 years as specialist),"JP Nagar 1 Phase, Bangalore",Bangalore,97%,(215 votes),₹ 900 fee
Dr. Janani Manoharan,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",16 Years Experience Overall  (11 years as specialist),"Sarjapur Road, Bangalore",Bangalore,93%,(46 votes),₹ 500 fee
Dr. Rakshita,Gynecologist/obstetrician,"MBBS, DGO",17 Years Experience Overall  (14 years as specialist),"Sarjapur Road, Bangalore",Bangalore,95%,(20 votes),₹ 500 fee
Dr. Ramesh S M,Gynecologist/obstetrician,"MBBS, MS - General Surgery, DGO",24 Years Experience Overall  (20 years as specialist),"Richmond Town, Bangalore",Bangalore,100%,(12 votes),₹ 550 fee
Dr. Narmatha E,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",9 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,100%,(12 votes),₹ 400 fee
Dr. Aparna Shintre,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DGO",26 Years Experience Overall  (22 years as specialist),"Malleswaram, Bangalore",Bangalore,98%,(158 votes),₹ 850 fee
Dr. Chitralekha N. Dambekodi,Gynecologist/obstetrician,"MBBS, DGO, MRCOG(UK)",25 Years Experience Overall,"Malleswaram, Bangalore",Bangalore,95%,(228 votes),₹ 850 fee
Dr. Akshaya Doddamani,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",12 Years Experience Overall  (8 years as specialist),"KR Puram, Bangalore",Bangalore,100%,(160 votes),₹ 450 fee
Dr. N Sapna Lulla,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",24 Years Experience Overall  (16 years as specialist),"Hebbal, Bangalore",Bangalore,98%,(2299 votes),₹ 800 fee
Dr. Dershana Rajaram P,Gynecologist/obstetrician,"MBBS, DGO",39 Years Experience Overall  (38 years as specialist),"Sarjapur Road, Bangalore",Bangalore,67%,(12 votes),₹ 700 fee
Dr. Roopesh N,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",16 Years Experience Overall  (14 years as specialist),"Malleswaram, Bangalore",Bangalore,67%,(12 votes),₹ 900 fee
Dr. Shobha Venkat,Gynecologist/obstetrician,"DNB - Obstetrics & Gynecology, DGO, MBBS",31 Years Experience Overall  (28 years as specialist),"Indiranagar, Bangalore",Bangalore,94%,(1779 votes),₹ 800 fee
Dr. Prathima Reddy,Gynecologist/obstetrician,"MBBS, MRCOG(UK)",33 Years Experience Overall  (26 years as specialist),"Vasanthnagar, Bangalore",Bangalore,96%,(519 votes),₹ 1000 fee
Dr. Suma Venugopal,Gynecologist/obstetrician,"MD - Obstetrics & Gynaecology, MBBS",36 Years Experience Overall  (24 years as specialist),"Jayanagar, Bangalore",Bangalore,96%,(519 votes),₹ 600 fee
Dr. Meghana Nyapathi,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",22 Years Experience Overall  (14 years as specialist),"HSR Layout, Bangalore",Bangalore,99%,(171 votes),₹ 700 fee
Dr. Mangala Ramachandra,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DGO",39 Years Experience Overall  (35 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,84%,(85 votes),₹ 800 fee
Dr. Raajam Murali S R,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",23 Years Experience Overall  (9 years as specialist),"Kumara Park West, Bangalore",Bangalore,94%,(17 votes),₹ 900 fee
Dr. Veni Nekkilady,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (7 years as specialist),"Kalyan Nagar, Bangalore",Bangalore,100%,(83 votes),₹ 400 fee
Dr. Ramya K S,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (9 years as specialist),"Akshaya nagar, Bangalore",Bangalore,100%,(36 votes),₹ 600 fee
Dr. Chetana V,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",23 Years Experience Overall  (21 years as specialist),"Hebbal, Bangalore",Bangalore,94%,(33 votes),₹ 800 fee
Dr. Shweta Gupta,Gynecologist/obstetrician,"MBBS, DGO, MRCOG(UK)",21 Years Experience Overall  (20 years as specialist),"Yeshwanthpur, Bangalore",Bangalore,98%,(128 votes),₹ 750 fee
Dr. Chaya Patil,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",27 Years Experience Overall  (26 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,97%,(191 votes),₹ 800 fee
Dr. Haritha Rao,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",26 Years Experience Overall  (19 years as specialist),"Indiranagar, Bangalore",Bangalore,96%,(79 votes),₹ 750 fee
Dr. Manonmani,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",23 Years Experience Overall,"Malleswaram, Bangalore",Bangalore,67%,(12 votes),₹ 710 fee
Dr. Sharmila S,Gynecologist/obstetrician,"MD - Obstetrics & Gynaecology, MBBS",23 Years Experience Overall,"JP Nagar, Bangalore",Bangalore,67%,(12 votes),₹ 800 fee
Dr. Kavya D Sharma,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (7 years as specialist),"Whitefield, Bangalore",Bangalore,92%,(26 votes),₹ 800 fee
Dr. Anu Sridhar,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",32 Years Experience Overall  (29 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,86%,(51 votes),₹ 800 fee
Dr. Shilpa Apte,Gynecologist/obstetrician,"MBBS, DGO",23 Years Experience Overall  (22 years as specialist),"Jayanagar 5 Block, Bangalore",Bangalore,84%,(25 votes),₹ 700 fee
Dr. Mangala Gowri K,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",8 Years Experience Overall  (5 years as specialist),"Rajarajeshwarinagar, Bangalore",Bangalore,84%,(25 votes),₹ 500 fee
Dr. Nabila,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",8 Years Experience Overall  (3 years as specialist),"HBR Layout, Bangalore",Bangalore,100%,(67 votes),₹ 500 fee
