Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Mohit Shetti,Gastroenterologist,"MBBS, DNB - General Medicine, MRCP (UK)",23 Years Experience Overall  (15 years as specialist),"Old Airport Road, Bangalore",Bangalore,87%,(102 votes),₹ 900 fee
Dr. Mallikarjun Sakpal,Gastroenterologist,"MBBS, MD - Medicine, DM - Hepatology",19 Years Experience Overall  (8 years as specialist),"Hebbal, Bangalore",Bangalore,96%,(28 votes),₹ 1000 fee
Dr. Lokesh L V,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",19 Years Experience Overall  (9 years as specialist),"Indiranagar, Bangalore",Bangalore,85%,(82 votes),₹ 800 fee
Dr. Rupesh Kalyan,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",20 Years Experience Overall  (10 years as specialist),"Whitefield, Bangalore",Bangalore,86%,(29 votes),₹ 900 fee
Dr. Prasanna Bhat K S,Gastroenterologist,"MBBS, MD - General Medicine, DM - Hepatology",16 Years Experience Overall  (8 years as specialist),"Jayanagar 9 Block, Bangalore",Bangalore,96%,(226 votes),₹ 800 fee
Dr. Prasanna K S,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",17 Years Experience Overall  (13 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,82%,(44 votes),₹ 1000 fee
Dr. Pramod J,Gastroenterologist,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",15 Years Experience Overall  (6 years as specialist),"Whitefield, Bangalore",Bangalore,82%,(44 votes),₹ 850 fee
Dr. Parvesh Kumar Jain,Gastroenterologist,"MBBS, DM - Gastroenterology, MD - General Medicine",24 Years Experience Overall  (14 years as specialist),"Seshadripuram, Bangalore",Bangalore,67%,(18 votes),₹ 740 fee
Dr. Atif Ahmed S,Gastroenterologist,"MBBS, MD - General Medicine, DNB - Gastroenterology, DNB - General Medicine",11 Years Experience Overall  (4 years as specialist),"Kalyan Nagar, Bangalore",Bangalore,67%,(18 votes),₹ 850 fee
Dr. Roopa Bhushan,Gastroenterologist,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",22 Years Experience Overall  (18 years as specialist),"Sampangiramnagar, Bangalore",Bangalore,99%,(210 votes),₹ 800 fee
Dr. Girish S P,Gastroenterologist,"MCh - Surgical Gastroenterology/G.I. Surgery, MBBS, MS - General Surgery",26 Years Experience Overall  (23 years as specialist),"JP Nagar, Bangalore",Bangalore,85%,(47 votes),₹ 1000 fee
Dr. Kayal Vizhi N,Gastroenterologist,"MBBS, DNB - General Medicine, DNB - Gastroenterology",9 Years Experience Overall  (3 years as specialist),"Hebbal, Bangalore",Bangalore,100%,(13 votes),₹ 850 fee
Dr. Kiran S,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology, DNB - Gastroenterology",7 Years Experience Overall  (6 years as specialist),"Jayanagar, Bangalore",Bangalore,100%,(13 votes),₹ 750 fee
Dr. Girish P V,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",19 Years Experience Overall  (7 years as specialist),"Yeshwanthpur, Bangalore",Bangalore,100%,(13 votes),₹ 700 fee
Dr. Anand Dothilal,Gastroenterologist,"MBBS, MD - Medicine, DM - Gastroenterology",19 Years Experience Overall  (13 years as specialist),"Old Airport Road, Bangalore",Bangalore,82%,(17 votes),₹ 900 fee
Dr. Pramod Kumar D A,Gastroenterologist,"MBBS, MD - General Medicine, DM - Hepatology",12 Years Experience Overall  (5 years as specialist),"Kengeri, Bangalore",Bangalore,82%,(17 votes),₹ 700 fee
Dr. Prashanth P N,Gastroenterologist,"MD - Medicine, DM - Gastroenterology, MBBS",14 Years Experience Overall  (13 years as specialist),"Yeshwanthpur, Bangalore",Bangalore,82%,(17 votes),₹ 850 fee
Dr. Amit Gururaj Yelsangikar,Gastroenterologist,"MBBS, MD - General Medicine, DNB - Gastroenterology",13 Years Experience Overall  (7 years as specialist),"Koramangala 5 Block, Bangalore",Bangalore,41%,(17 votes),₹ 600 fee
Dr. Srikanth K P,Gastroenterologist,"MBBS, DM - Pediatric Gastroenterology",14 Years Experience Overall  (5 years as specialist),"Old Airport Road, Bangalore",Bangalore,83%,(12 votes),₹ 900 fee
Dr. Sandeep Satsangi,Gastroenterologist,"DM - Hepatology, MD - General Medicine, MBBS",13 Years Experience Overall  (6 years as specialist),"Seshadripuram, Bangalore",Bangalore,97%,(37 votes),₹ 740 fee
Dr. Sachin S Shetty,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",14 Years Experience Overall  (8 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,50%,(40 votes),₹ 1000 fee
Dr. Prashant Y Kanni,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",14 Years Experience Overall  (6 years as specialist),"Marathahalli, Bangalore",Bangalore,97%,(206 votes),₹ 600 fee
Dr. Anupama N Krishnamurthy,Gastroenterologist,"MBBS, DNB - General Medicine, DNB - Gastroenterology",16 Years Experience Overall  (11 years as specialist),"Richmond Town, Bangalore",Bangalore,86%,(59 votes),₹ 550 fee
Dr. Mahanthagouda Earanna,Gastroenterologist,"MBBS, MD - General Medicine, Fellowship in Gastroenterology",10 Years Experience Overall  (8 years as specialist),"HSR Layout, Bangalore",Bangalore,95%,(155 votes),₹ 600 fee
Dr. Raghu B M,Gastroenterologist,"MBBS, DNB - General Medicine, DNB - Gastroenterology",17 Years Experience Overall  (5 years as specialist),"Hebbal, Bangalore",Bangalore,95%,(155 votes),₹ 950 fee
Dr. Nikhil S,Gastroenterologist,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",15 Years Experience Overall  (7 years as specialist),"Whitefield, Bangalore",Bangalore,95%,(155 votes),₹ 900 fee
Dr. Yogananda Reddy R,Gastroenterologist,"MBBS, MRCP (UK)",22 Years Experience Overall  (19 years as specialist),"Sarjapur Road, Bangalore",Bangalore,95%,(155 votes),₹ 750 fee
Dr. Bhuvan Shetty,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",13 Years Experience Overall  (5 years as specialist),"Kengeri, Bangalore",Bangalore,95%,(155 votes),₹ 800 fee
Dr. Harish Babu Reddy N A,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",13 Years Experience Overall  (6 years as specialist),"Malleswaram, Bangalore",Bangalore,95%,(214 votes),₹ 810 fee
Dr. Harish K C,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",13 Years Experience Overall  (4 years as specialist),"Millers Road, Bangalore",Bangalore,93%,(27 votes),₹ 1000 fee
Dr. Jayanth Reddy,Gastroenterologist,"MBBS, MRCS (UK)",16 Years Experience Overall,"Bannerghatta Road, Bangalore",Bangalore,93%,(27 votes),₹ 1000 fee
Dr. Naveen Ganjoo,Gastroenterologist,"MBBS, DNB - General Medicine, Fellowship in Gastroenterology",18 Years Experience Overall  (10 years as specialist),"Rajarajeshwarinagar, Bangalore",Bangalore,93%,(27 votes),₹ 700 fee
Dr. S T Gopal,Gastroenterologist,"MBBS, MRCP (UK), CCST - Gastroenterology",28 Years Experience Overall  (20 years as specialist),"Seshadripuram, Bangalore",Bangalore,93%,(27 votes),₹ 1000 fee
Dr. Sreehari Deshmukh,Gastroenterologist,"MBBS, MD - General Medicine, DNB - Gastroenterology",12 Years Experience Overall  (5 years as specialist),"Rajarajeshwarinagar, Bangalore",Bangalore,93%,(27 votes),₹ 850 fee
Dr. Pranav Honnavara Srinivasan,Gastroenterologist,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, DNB - General Surgery",12 Years Experience Overall  (8 years as specialist),"Rajarajeshwarinagar, Bangalore",Bangalore,93%,(27 votes),₹ 850 fee
Dr. Dheeraj Karanth,Gastroenterologist,"MBBS, DNB - Gastroenterology",16 Years Experience Overall  (13 years as specialist),"Malleswaram, Bangalore",Bangalore,97%,(87 votes),₹ 810 fee
Dr. Sharath Kote G S,Gastroenterologist,"MBBS, MD - General Medicine, DNB - Gastroenterology",16 Years Experience Overall  (5 years as specialist),"Yelahanka, Bangalore",Bangalore,97%,(90 votes),₹ 600 fee
Dr. Bharath Kumar C,Gastroenterologist,"MBBS, MD - Medicine, DM - Gastroenterology",19 Years Experience Overall  (8 years as specialist),"Sarjapur Road, Bangalore",Bangalore,97%,(90 votes),₹ 900 fee
Dr. Sandeep M S,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",26 Years Experience Overall  (16 years as specialist),"Seshadripuram, Bangalore",Bangalore,46%,(13 votes),₹ 740 fee
Dr. Sunil Kumar N,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",12 Years Experience Overall  (4 years as specialist),"Vasanthnagar, Bangalore",Bangalore,46%,(13 votes),₹ 850 fee
Dr. Raghavendra Babu,Gastroenterologist,"MCh - Surgical Gastroenterology/G.I. Surgery, MS - General Surgery, MBBS",12 Years Experience Overall  (7 years as specialist),"Yelahanka, Bangalore",Bangalore,46%,(13 votes),₹ 900 fee
Dr. Anurag Lavekar,Gastroenterologist,"MBBS, MD - General Medicine, DM - Medical Gastroenterology",14 Years Experience Overall  (4 years as specialist),"Jayanagar, Bangalore",Bangalore,46%,(13 votes),₹ 800 fee
Dr. Yashavanth H S,Gastroenterologist,"MBBS, MD - General Medicine, DNB - General Medicine, DNB - Gastroenterology",6 Years Experience Overall  (3 years as specialist),"Nagarbhavi 2nd Stage, Bangalore",Bangalore,46%,(13 votes),₹ 700 fee
Dr. Poornima S,Gastroenterologist,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",8 Years Experience Overall  (2 years as specialist),"Yelahanka, Bangalore",Bangalore,46%,(13 votes),₹ 900 fee
Dr. Vikram J Rao,Gastroenterologist,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",11 Years Experience Overall  (4 years as specialist),"Sarjapur Road, Bangalore",Bangalore,46%,(13 votes),₹ 750 fee
Dr. Gajendra R,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",9 Years Experience Overall  (1 year as specialist),"JP Nagar, Bangalore",Bangalore,46%,(13 votes),₹ 900 fee
Dr. Santhosh R,Gastroenterologist,"MBBS, MD - General Medicine, DNB - Medical Gastroenterology",12 Years Experience Overall  (3 years as specialist),"Sarjapur Road, Bangalore",Bangalore,46%,(13 votes),₹ 750 fee
Dr. Kumar Parth,Gastroenterologist,"MBBS, MNAMS - General Surgery, DNB - Gastroenterology, PhD - Gastrointestinal Surgery",19 Years Experience Overall  (17 years as specialist),"Banashankari, Bangalore",Bangalore,97%,(181 votes),₹ 800 fee
Dr. Raj Vigna Venugopal,Gastroenterologist,"MBBS, DNB - General Medicine, DM - Gastroenterology",28 Years Experience Overall  (19 years as specialist),"Old Airport Road, Bangalore",Bangalore,86%,(222 votes),₹ 900 fee
Dr. Vidyasagar Ramappa,Gastroenterologist,"MBBS, MD - General Medicine, MRCP (UK), CCST - Gastroenterology",18 Years Experience Overall  (16 years as specialist),"Yeshwanthpur, Bangalore",Bangalore,94%,(17 votes),₹ 850 fee
Dr. Shabeer Ahmed,Gastroenterologist,"MBBS, MS - General Surgery, FRCS - General Surgery, Diplomate of American Board of Internal Medicine (Internal Medicine), FRCP - Gastroenterology",37 Years Experience Overall  (33 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,95%,(80 votes),₹ 850 fee
Dr. Ravindra B S,Gastroenterologist,"MBBS, DM - Gastroenterology",23 Years Experience Overall  (14 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,97%,(3790 votes),₹ 900 fee
Dr. K N K Shetty,Gastroenterologist,"MBBS, MRCP (UK), Fellowship in Gastroenterology",47 Years Experience Overall  (38 years as specialist),"Old Airport Road, Bangalore",Bangalore,79%,(53 votes),₹ 900 fee
Dr. Poornachandra KS,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",23 Years Experience Overall  (12 years as specialist),"Vasanthnagar, Bangalore",Bangalore,95%,(1122 votes),₹ 850 fee
Dr. Umesh Jalihal,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology, DNB - Gastroenterology",22 Years Experience Overall  (21 years as specialist),"Mahalakshmi Layout, Bangalore",Bangalore,74%,(42 votes),₹ 800 fee
Dr. Manish Joshi,Gastroenterologist,"MBBS, MS - General Surgery, MRCS (UK), DNB - Surgical Gastroenterology",23 Years Experience Overall  (19 years as specialist),"Kundalahalli, Bangalore",Bangalore,88%,(42 votes),₹ 1100 fee
Dr. Kilari Mounika,Gastroenterologist,"MD - General Medicine, DM - Gastroenterology, MBBS",12 Years Experience Overall  (4 years as specialist),"Whitefield, Bangalore",Bangalore,98%,(537 votes),₹ 500 fee
Dr. Apurva Pande,Gastroenterologist,"MBBS, MD - General Medicine, DM - Hepatology",8 Years Experience Overall  (4 years as specialist),"Hebbal, Bangalore",Bangalore,98%,(537 votes),₹ 1000 fee
Dr. Gurubasava,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",11 Years Experience Overall  (6 years as specialist),"Nagasandra, Bangalore",Bangalore,100%,(25 votes),₹ 750 fee
Dr. Nikhil  S,Gastroenterologist,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",14 Years Experience Overall  (8 years as specialist),"Mahadevapura, Bangalore",Bangalore,100%,(25 votes),₹ 800 fee
Dr. Ishwar Amalazari,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",6 Years Experience Overall  (2 years as specialist),"Yeshwanthpur, Bangalore",Bangalore,100%,(25 votes),₹ 850 fee
Dr. Deepak Lahoti,Gastroenterologist,"MBBS, MD - Medicine, DM - Gastroenterology",33 Years Experience Overall  (32 years as specialist),"Patparganj, Delhi",Delhi,67%,(73 votes),₹ 1300 fee
Dr. Rajneesh Gulati,Gastroenterologist,"MBBS, MD - Medicine, DM - Gastroenterology",31 Years Experience Overall  (28 years as specialist),"Vikas Puri, Delhi",Delhi,65%,(142 votes),₹ 1000 fee
Dr. Manoj Kumar,Gastroenterologist,"MBBS, DM - Gastroenterology, MD - Pediatrics",36 Years Experience Overall  (29 years as specialist),"Saket, Delhi",Delhi,48%,(50 votes),₹ 1000 fee
Dr. Pallavi  Garg,Gastroenterologist,"MBBS, MD - Medicine, DNB - Gastroenterology",17 Years Experience Overall  (9 years as specialist),"Saket, Delhi",Delhi,90%,(202 votes),₹ 1200 fee
Dr. Ajay Kumar,Gastroenterologist,"MBBS, MD - Medicine, DM - Gastroenterology",36 Years Experience Overall  (35 years as specialist),"Pusa Road, Delhi",Delhi,84%,(19 votes),₹ 1300 fee
Dr. J.C Vij,Gastroenterologist,"MBBS, MD - Medicine, DM - Gastroenterology",53 Years Experience Overall  (45 years as specialist),"Pusa Road, Delhi",Delhi,86%,(37 votes),₹ 1500 fee
Dr. Vishal Garg,Gastroenterologist,"MBBS, MD - Medicine, DM - Gastroenterology",20 Years Experience Overall  (11 years as specialist),"Sarita Vihar, Delhi",Delhi,89%,(91 votes),₹ 1500 fee
Dr. Sanjay Khanna,Gastroenterologist,"MBBS, MD - Medicine, DNB - Gastroenterology",30 Years Experience Overall  (13 years as specialist),"Shalimar Bagh, Delhi",Delhi,88%,(73 votes),₹ 1400 fee
Dr. Sohan Lal Broor,Gastroenterologist,"MBBS, MD - Medicine, DM - Gastroenterology",56 Years Experience Overall  (48 years as specialist),"Sarita Vihar, Delhi",Delhi,88%,(73 votes),₹ 2000 fee
Dr. Sawan Bopanna,Gastroenterologist,"DM - Gastroenterology, MBBS, MD - General Medicine",14 Years Experience Overall  (8 years as specialist),"Janakpuri, Delhi",Delhi,97%,(29 votes),₹ 1300 fee
Dr. Amit Javed,Gastroenterologist,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",22 Years Experience Overall  (19 years as specialist),"Punjabi Bagh, Delhi",Delhi,99%,(266 votes),₹ 1000 fee
Dr. V.K Gupta,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",39 Years Experience Overall  (27 years as specialist),"Shalimar Bagh, Delhi",Delhi,93%,(56 votes),₹ 1000 fee
Dr. Rohit Goyal,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",23 Years Experience Overall  (13 years as specialist),"Dwarka Sector 12, Delhi",Delhi,84%,(31 votes),₹ 1050 fee
Dr. Amrish Sahney,Gastroenterologist,"MBBS, MD - Medicine, DM - Hepatology",16 Years Experience Overall  (8 years as specialist),"Pusa Road, Delhi",Delhi,84%,(31 votes),₹ 1000 fee
Dr. Sanjeev Kumar Shrivastava,Gastroenterologist,"MBBS, MS - General Surgery, MASGE",34 Years Experience Overall  (33 years as specialist),"Patparganj, Delhi",Delhi,88%,(152 votes),₹ 1000 fee
Dr. P Kar,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",48 Years Experience Overall  (40 years as specialist),"Patparganj, Delhi",Delhi,62%,(13 votes),₹ 1000 fee
Dr. Mridul Chandra Das,Gastroenterologist,"MBBS, DM - Pediatric Gastroenterology",9 Years Experience Overall  (4 years as specialist),"Malviya Nagar, Delhi",Delhi,62%,(13 votes),₹ 1700 fee
Dr. S.K. Thakur,Gastroenterologist,"MBBS, MD - Medicine, DM - Gastroenterology",47 Years Experience Overall  (32 years as specialist),"Siri Fort Road, Delhi",Delhi,88%,(57 votes),₹ 2000 fee
Dr. Ishtkhar Ahmed,Gastroenterologist,"MBBS, MD - General Medicine, DNB - Gastroenterology",13 Years Experience Overall  (3 years as specialist),"Okhla, Delhi",Delhi,97%,(32 votes),₹ 700 fee
Dr. Amitabha Dutta,Gastroenterologist,"MBBS,  FRCP, CCST - Gastroenterology",43 Years Experience Overall  (11 years as specialist),"Sarita Vihar, Delhi",Delhi,97%,(32 votes),₹ 1500 fee
Dr. Ameet Mandot,Gastroenterologist,"MBBS, MD - General Medicine, DNB - Gastroenterology",21 Years Experience Overall  (15 years as specialist),"Parel, Mumbai",Mumbai,100%,(19 votes),₹ 1850 fee
Dr. Mehul Choksi,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",22 Years Experience Overall  (12 years as specialist),"Mahim, Mumbai",Mumbai,90%,(202 votes),₹ 1500 fee
Dr. Nitin A Jain,Gastroenterologist,"DNB - Surgical Gastroenterology, MS - General Surgery, DNB - General Surgery, MBBS",17 Years Experience Overall  (11 years as specialist),"Powai, Mumbai",Mumbai,85%,(53 votes),₹ 1000 fee
Dr. Nitin Aherrao,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",16 Years Experience Overall  (7 years as specialist),"Andheri West, Mumbai",Mumbai,96%,(57 votes),₹ 2000 fee
Dr. Shankar Zanwar,Gastroenterologist,"MBBS, MD - General Medicine, DNB - Gastroenterology",12 Years Experience Overall  (6 years as specialist),"Sion, Mumbai",Mumbai,96%,(57 votes),₹ 1200 fee
Dr. Keyur A Sheth,Gastroenterologist,"MBBS, DNB - General Medicine, DNB - Gastroenterology, CCST - Gastroenterology",21 Years Experience Overall  (9 years as specialist),"Chembur, Mumbai",Mumbai,88%,(66 votes),₹ 1500 fee
Dr. Aruna Pradeep Bhave,Gastroenterologist,"MBBS, DNB - Gastroenterology",44 Years Experience Overall  (34 years as specialist),"Mulund West, Mumbai",Mumbai,88%,(66 votes),₹ 2000 fee
Dr. Geeta Malkan Billa,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology, DNB - Gastroenterology",32 Years Experience Overall  (27 years as specialist),"Powai, Mumbai",Mumbai,90%,(40 votes),₹ 2100 fee
Dr. Nimish P. Shah,Gastroenterologist,"MBBS, MD - General Medicine, DNB - Gastroenterology",16 Years Experience Overall  (8 years as specialist),"Mulund West, Mumbai",Mumbai,63%,(19 votes),₹ 1500 fee
Dr. Vinay Kumar Dhir,Gastroenterologist,"MBBS, MD - General Medicine, DNB - Gastroenterology",40 Years Experience Overall  (29 years as specialist),"Mahim, Mumbai",Mumbai,63%,(19 votes),₹ 2300 fee
Dr. Alisha Chaubal,Gastroenterologist,"MBBS, MD - General Medicine, DM - Medical Gastroenterology",14 Years Experience Overall  (5 years as specialist),"Parel, Mumbai",Mumbai,63%,(19 votes),₹ 1850 fee
Dr. Vasudev,Gastroenterologist,"MBBS, MD - Medicine, DM - Gastroenterology",24 Years Experience Overall  (18 years as specialist),"Bhandup West, Mumbai",Mumbai,87%,(157 votes),₹ 2000 fee
Dr. Hardik Shah,Gastroenterologist,"MBBS, DNB - General Medicine, DNB - Gastroenterology",14 Years Experience Overall  (12 years as specialist),"Gamdevi, Mumbai",Mumbai,98%,(1143 votes),₹ 2000 fee
Dr. Bhooshan Pandit,Gastroenterologist,"MBBS, MD - Medicine, DM - Gastroenterology",21 Years Experience Overall  (20 years as specialist),"Powai, Mumbai",Mumbai,89%,(91 votes),₹ 1600 fee
Dr. Imran Shaikh,Gastroenterologist,"MBBS, DNB - General Surgery, DNB - Surgical Gastroenterology",18 Years Experience Overall  (16 years as specialist),"Mira Road, Mumbai",Mumbai,100%,(20 votes),₹ 1050 fee
Dr. Purushottam Vashistha,Gastroenterologist,"MBBS, DM - Gastroenterology",21 Years Experience Overall  (15 years as specialist),"Powai, Mumbai",Mumbai,88%,(108 votes),₹ 1600 fee
Dr. Gaurav Nitin Chaubal,Gastroenterologist,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, Fellowship in Abdominal Transplant Surgery",19 Years Experience Overall  (11 years as specialist),"Parel, Mumbai",Mumbai,88%,(108 votes),₹ 1850 fee
Dr. Nutan Devendra Desai,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",38 Years Experience Overall  (28 years as specialist),"Mulund West, Mumbai",Mumbai,73%,(26 votes),₹ 2000 fee
Dr. Pratik Tibdewal,Gastroenterologist,"MBBS, MD - General Medicine, DM - Gastroenterology",15 Years Experience Overall  (5 years as specialist),"Malad, Mumbai",Mumbai,73%,(15 votes),₹ 1200 fee
Dr. Siddhesh Vijay Rane,Gastroenterologist,"MBBS, MD - General Medicine, DM - Medical Gastroenterology",10 Years Experience Overall  (1 year as specialist),"Malad, Mumbai",Mumbai,73%,(15 votes),₹ 1500 fee
