Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Madhumanti,Dentist,BDS,11 Years Experience Overall  (10 years as specialist),"Hoodi, Bangalore",Bangalore,95%,(378 votes),₹500
Dr. Vikram Shetty K,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",27 Years Experience Overall  (26 years as specialist),"Jeevanbhimanagar, Bangalore",Bangalore,97%,(31 votes),₹500
Dr. Anwar Syed,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",14 Years Experience Overall  (13 years as specialist),"Panathur, Bangalore",Bangalore,99%,(323 votes),₹300
Dr. Kirthiga M,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",16 Years Experience Overall  (15 years as specialist),"Whitefield, Bangalore",Bangalore,99%,(72 votes),₹300
Dr. Krishna Mohan Rao,Dentist,"BDS, Fellowship in Aesthetic Medicine (FAM)",19 Years Experience Overall  (18 years as specialist),"Horamavu, Bangalore",Bangalore,96%,(178 votes),₹ 600 fee
Dr. Deepa Bullappa,Dentist,"BDS, MDS - Public Health Dentistry",14 Years Experience Overall,"Arekere, Bangalore",Bangalore,98%,(116 votes),₹200
Dr. Sanjay N,Dentist,"BDS, MDS - Orthodontics",18 Years Experience Overall  (17 years as specialist),"HBR Layout, Bangalore",Bangalore,97%,(374 votes),₹300
Dr. Gopathi Haritha,Dentist,BDS,12 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,97%,(59 votes),₹300
Dr. Sirse Namrata,Dentist,BDS,11 Years Experience Overall,"Sarjapur Road, Bangalore",Bangalore,99%,(176 votes),₹500
Dr. Praveen Rajesh,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",14 Years Experience Overall,"Whitefield, Bangalore",Bangalore,100%,(189 votes),₹500
Dr. Priyanka Mehta,Dentist,MDS - Conservative Dentistry & Endodontics,4 Years Experience Overall  (3 years as specialist),"Electronics City, Bangalore",Bangalore,100%,(59 votes),₹350
Dr. Swati Kedia,Dentist,"BDS, MDS - Pedodontics",14 Years Experience Overall  (12 years as specialist),"BTM Layout, Bangalore",Bangalore,99%,(290 votes),₹500
Dr. Aditi Garg,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",15 Years Experience Overall  (6 years as specialist),"HSR Layout, Bangalore",Bangalore,100%,(32 votes),₹500
Dr. Punyatoya Sahoo,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",12 Years Experience Overall,"Kundalahalli, Bangalore",Bangalore,88%,(65 votes),₹500
Dr. A. Divya,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",11 Years Experience Overall,"Siddapura, Bangalore",Bangalore,100%,(21 votes),₹500
Dr. Jijo Jacob,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",11 Years Experience Overall,"Sahakaranagar, Bangalore",Bangalore,100%,(79 votes),₹500
Dr. Jijo Jacob,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",11 Years Experience Overall,"Sahakaranagar, Bangalore",Bangalore,100%,(79 votes),₹500
Dr. Mudit Kedia,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS",14 Years Experience Overall  (13 years as specialist),"BTM Layout, Bangalore",Bangalore,99%,(241 votes),₹500
Dr. Lahari,Dentist,"MDS - Public Health Dentistry, BDS",16 Years Experience Overall  (9 years as specialist),"HSR Layout, Bangalore",Bangalore,99%,(81 votes),₹500
Dr. Shabbir Ulla Khan,Dentist,"BDS, MD - Acupressure",11 Years Experience Overall  (10 years as specialist),"Jayanagar, Bangalore",Bangalore,98%,(104 votes),₹ 350 fee
Dr. Sridhar,Dentist,BDS,23 Years Experience Overall,"Banashankari 3rd Stage, Bangalore",Bangalore,98%,(214 votes),₹200
Dr. Akanksha Kapoor,Dentist,BDS,9 Years Experience Overall  (7 years as specialist),"KR Puram, Bangalore",Bangalore,100%,(499 votes),₹200
Dr. Arti Misra Sharma,Dentist,BDS,13 Years Experience Overall,"JP Nagar 5 Phase, Bangalore",Bangalore,98%,(311 votes),₹300
Dr. Khushboo Mishra,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS",7 Years Experience Overall,"Vasanthnagar, Bangalore",Bangalore,100%,(47 votes),₹ 600 fee
Dr. Katta R Venkatesh,Dentist,"MDS - Periodontics, BDS",20 Years Experience Overall  (19 years as specialist),"Banashankari 3rd Stage, Bangalore",Bangalore,97%,(248 votes),₹300
Dr. Pooja Shetty,Dentist,BDS,4 Years Experience Overall  (3 years as specialist),"Whitefield, Bangalore",Bangalore,100%,(54 votes),₹300
Dr. Josin V Jose,Dentist,BDS,11 Years Experience Overall,"Bellandur, Bangalore",Bangalore,98%,(44 votes),₹400
Dr. Jonathan Eric Rao,Dentist,BDS,15 Years Experience Overall,"Horamavu, Bangalore",Bangalore,99%,(205 votes),₹400
Dr. Deepthi B,Dentist,BDS,13 Years Experience Overall,"Whitefield, Bangalore",Bangalore,95%,(20 votes),₹500
Dr. Prithvi Raj K,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS",11 Years Experience Overall  (10 years as specialist),"Sarjapur Road, Bangalore",Bangalore,95%,(124 votes),₹300
Dr. Sai Anusha Reddy,Dentist,BDS,10 Years Experience Overall,"BTM Layout 2nd Stage, Bangalore",Bangalore,99%,(70 votes),₹300
Dr. Akshara Potluri,Dentist,BDS,11 Years Experience Overall,"Sarjapur Road, Bangalore",Bangalore,96%,(190 votes),₹300
Dr. Sushant,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS",12 Years Experience Overall  (11 years as specialist),"Marathahalli, Bangalore",Bangalore,97%,(36 votes),₹500
Dr. Monica Rao,Dentist,BDS,13 Years Experience Overall,"Jayanagar, Bangalore",Bangalore,98%,(81 votes),₹300
Dr. Raghu T Narayan,Dentist,"BDS, MDS - Conservative Dentistry ",25 Years Experience Overall,"Indiranagar, Bangalore",Bangalore,94%,(197 votes),₹500
Dr. Rohith B,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",15 Years Experience Overall  (13 years as specialist),"Marathahalli, Bangalore",Bangalore,100%,(32 votes),₹ 550 fee
Dr. Kiran Raj N,Dentist,BDS,14 Years Experience Overall,"Banaswadi, Bangalore",Bangalore,100%,(177 votes),₹400
Dr. Pragati S,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",6 Years Experience Overall,"Whitefield, Bangalore",Bangalore,100%,(23 votes),₹300
Dr. Subash,Dentist,"MDS - Prosthodontics, BDS",30 Years Experience Overall  (29 years as specialist),"Sarjapur Road, Bangalore",Bangalore,92%,(37 votes),₹300
Dr. C Reddy Raghavendra,Dentist,BDS,11 Years Experience Overall,"Munnekollal, Bangalore",Bangalore,100%,(86 votes),₹200
Dr. Sudha Koumudi,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",11 Years Experience Overall  (4 years as specialist),"BTM Layout 2nd Stage, Bangalore",Bangalore,100%,(14 votes),₹300
Dr. Abhisheak R Naik,Dentist,"BDS, MDS - Oral Medicine and Radiology",12 Years Experience Overall  (11 years as specialist),"Harlur, Bangalore",Bangalore,100%,(350 votes),₹200
Dr. Chandan Mahesh,Dentist,BDS,13 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,100%,(1074 votes),₹250
Dr. Roma Haider,Dentist,BDS,25 Years Experience Overall,"Koramangala 5 Block, Bangalore",Bangalore,97%,(39 votes),₹ 600 fee
Dr. Sathyadeep V,Dentist,"BDS, MDS - Orthodontics",17 Years Experience Overall  (13 years as specialist),"BTM Layout 2nd Stage, Bangalore",Bangalore,99%,(840 votes),₹400
Dr. Reema Naik Shetty,Dentist,BDS,20 Years Experience Overall  (18 years as specialist),"Jeevanbhimanagar, Bangalore",Bangalore,88%,(16 votes),₹500
Dr. Ramya,Dentist,"BDS, MDS - Prosthodontics",23 Years Experience Overall  (22 years as specialist),"Indiranagar, Bangalore",Bangalore,94%,(2724 votes),₹400
Dr. Basavaraj B,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",13 Years Experience Overall,"JP Nagar 8 Phase, Bangalore",Bangalore,100%,(23 votes),₹250
Dr. Prity Bhagat Lohia,Dentist,"BDS, MDS - Periodontics",13 Years Experience Overall  (12 years as specialist),"BTM Layout 1st Stage, Bangalore",Bangalore,99%,(127 votes),₹400
Dr. K Bala Vikhram,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",19 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,100%,(22 votes),₹ 550 fee
Dr. Archak Gayathri,Dentist,BDS,10 Years Experience Overall  (9 years as specialist),"Kaggadasapura, Bangalore",Bangalore,97%,(246 votes),₹300
Dr. Sayona Swati Das,Dentist,BDS,11 Years Experience Overall,"Murugeshpalya, Bangalore",Bangalore,100%,(26 votes),₹500
Dr. Mata Sundeep,Dentist,BDS,13 Years Experience Overall  (12 years as specialist),"Sahakaranagar, Bangalore",Bangalore,100%,(26 votes),₹500
Dr. T. Ramakrishna,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",25 Years Experience Overall  (24 years as specialist),"JP Nagar 5 Phase, Bangalore",Bangalore,95%,(711 votes),₹500
Dr. Mridula Singh,Dentist,BDS,19 Years Experience Overall  (18 years as specialist),"HSR Layout, Bangalore",Bangalore,97%,(1491 votes),₹500
Dr. P S Lakshmi,Dentist,BDS,28 Years Experience Overall  (26 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,91%,(762 votes),₹500
Dr. Karthikeyan B.V,Dentist,"BDS, MDS - Periodontics",23 Years Experience Overall  (22 years as specialist),"Yelahanka, Bangalore",Bangalore,93%,(976 votes),₹300
Dr. Ahraj,Dentist,BDS,7 Years Experience Overall  (5 years as specialist),"Sarjapur Road, Bangalore",Bangalore,100%,(28 votes),₹ 750 fee
Dr. Neethu Raj,Dentist,BDS,11 Years Experience Overall  (9 years as specialist),"Bellandur, Bangalore",Bangalore,100%,(15 votes),₹400
Dr. Sruthi Ravindra,Dentist,"BDS, MDS - Prosthodontics",10 Years Experience Overall  (9 years as specialist),"JP Nagar 7 Phase, Bangalore",Bangalore,98%,(41 votes),₹400
Dr. Abhinav Diwan,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",24 Years Experience Overall  (23 years as specialist),"Horamavu, Bangalore",Bangalore,99%,(176 votes),₹400
Dr. Poonam Kumari,Dentist,BDS,4 Years Experience Overall,"BTM Layout, Bangalore",Bangalore,100%,(90 votes),₹ 250 fee
Dr. Priya Subash,Dentist,"BDS, MDS - Periodontics",23 Years Experience Overall  (12 years as specialist),"Sarjapur Road, Bangalore",Bangalore,100%,(90 votes),₹300
Dr. Umesh B M,Dentist,BDS,18 Years Experience Overall  (17 years as specialist),"JP Nagar 6 Phase, Bangalore",Bangalore,100%,(201 votes),₹300
Dr. Ekta,Dentist,BDS,6 Years Experience Overall,"Marathahalli, Bangalore",Bangalore,100%,(18 votes),₹ 500 fee
Dr. Saira Saba,Dentist,"BDS, MDS - Periodontics",16 Years Experience Overall  (3 years as specialist),"JP Nagar 7 Phase, Bangalore",Bangalore,100%,(18 votes),₹250
Dr. Shireen,Dentist,BDS,4 Years Experience Overall,"Belathur, Bangalore",Bangalore,100%,(32 votes),₹ 400 fee
Dr. Samar Mohapatra,Dentist,BDS,8 Years Experience Overall,"Marathahalli, Bangalore",Bangalore,100%,(12 votes),₹200
Dr. Pamela Bhattacharjee,Dentist,BDS,24 Years Experience Overall,"Mahadevapura, Bangalore",Bangalore,98%,(566 votes),₹350
Dr. Narayana Amrutha Deepthi,Dentist,"BDS, Fellowship in Medical Cosmetology (FMC)",12 Years Experience Overall  (1 year as specialist),"Sahakaranagar, Bangalore",Bangalore,98%,(566 votes),₹ 500 fee
Dr. Shaktidar,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",14 Years Experience Overall,"Jayanagar, Bangalore",Bangalore,99%,(89 votes),₹250
Dr. Devaraju Devaiah,Dentist,"BDS, MDS - Oral Medicine and Radiology",18 Years Experience Overall  (16 years as specialist),"Yelahanka, Bangalore",Bangalore,99%,(360 votes),₹ 550 fee
Dr. Priya Verma,Dentist,BDS,27 Years Experience Overall  (26 years as specialist),"Whitefield, Bangalore",Bangalore,97%,(545 votes),₹500
Dr. Supreeth Manipal,Dentist,"BDS, MDS - Orthodontics",25 Years Experience Overall  (24 years as specialist),"JP Nagar, Bangalore",Bangalore,98%,(297 votes),₹350
Dr. Shilpa Shashikiran,Dentist,BDS,25 Years Experience Overall,"Sadashivanagar, Bangalore",Bangalore,99%,(691 votes),₹500
Dr. Pranjal,Dentist,BDS,6 Years Experience Overall,"Electronics City, Bangalore",Bangalore,99%,(691 votes),₹300
Dr. Pranjal,Dentist,BDS,6 Years Experience Overall,"Electronics City, Bangalore",Bangalore,99%,(691 votes),₹300
Dr. Hajira Nazeer,Dentist,BDS,11 Years Experience Overall,"Langford Road, Bangalore",Bangalore,95%,(21 votes),₹300
Dr. KR Nagaraj,Dentist,MDS - Prosthodontics,33 Years Experience Overall  (24 years as specialist),"Jayanagar 7 Block, Bangalore",Bangalore,99%,(221 votes),₹500
Dr. Suresh S,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",29 Years Experience Overall  (27 years as specialist),"JP Nagar 7 Phase, Bangalore",Bangalore,97%,(316 votes),₹500
Dr. Bharath Shetty,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",24 Years Experience Overall  (22 years as specialist),"HSR Layout, Bangalore",Bangalore,96%,(931 votes),₹300
Dr. Utkarsha Lokesh,Dentist,"MDS - Oral & Maxillofacial Surgery, Fellowship in Aesthetic Medicine (FAM), BDS",25 Years Experience Overall  (24 years as specialist),"Malleswaram, Bangalore",Bangalore,98%,(549 votes),₹400
Dr. Sandhya Rachuri,Dentist,BDS,19 Years Experience Overall  (18 years as specialist),"JP Nagar, Bangalore",Bangalore,99%,(256 votes),₹350
Dr. Manjunath G S,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI",21 Years Experience Overall  (20 years as specialist),"Kalyan Nagar, Bangalore",Bangalore,99%,(379 votes),₹350
Dr. Lalith V Anand,Dentist,"BDS, MDS - Periodontics",23 Years Experience Overall  (22 years as specialist),"HRBR Layout, Bangalore",Bangalore,99%,(379 votes),₹300
Dr. Sujay Gopal,Dentist,"BDS, Fellowship in Oral implantlogy",16 Years Experience Overall  (15 years as specialist),"Banashankari 3rd Stage, Bangalore",Bangalore,97%,(741 votes),₹200
Dr. Archana Diwan,Dentist,BDS,23 Years Experience Overall,"Horamavu, Bangalore",Bangalore,99%,(83 votes),₹400
Dr. Balasubramanya K V,Dentist,"BDS, MDS - Periodontics",22 Years Experience Overall  (17 years as specialist),"Indiranagar, Bangalore",Bangalore,95%,(1033 votes),₹400
Dr. Vijayendra R,Dentist,"MDS - Periodontics, BDS, MDS",48 Years Experience Overall,"BTM Layout 2nd Stage, Bangalore",Bangalore,100%,(94 votes),₹350
Dr. Raghavendra,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology",13 Years Experience Overall  (7 years as specialist),"Kundalahalli, Bangalore",Bangalore,100%,(2021 votes),₹200
Dr. Anupama Kiran,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",24 Years Experience Overall  (23 years as specialist),"Whitefield, Bangalore",Bangalore,100%,(42 votes),₹500
Dr. Shivanand V,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics, MOrth",17 Years Experience Overall  (10 years as specialist),"Hebbal, Bangalore",Bangalore,99%,(734 votes),₹250
Dr. Rajesh R N G,Dentist,"BDS, MDS - Orthodontics",25 Years Experience Overall  (24 years as specialist),"West Of Chord Road, Bangalore",Bangalore,97%,(525 votes),₹350
Dr. Idris Md,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",14 Years Experience Overall  (8 years as specialist),"Jayanagar, Bangalore",Bangalore,99%,(341 votes),₹300
Dr. Shivaprasad BM,Dentist,"BDS, MDS - Periodontics, FICOI",22 Years Experience Overall  (16 years as specialist),"Gubbalala, Bangalore",Bangalore,100%,(69 votes),₹300
Dr. Kim Upadhyay,Dentist,"BDS, MDS - Oral Medicine and Radiology",16 Years Experience Overall,"Sarjapur Road, Bangalore",Bangalore,96%,(133 votes),₹400
Dr. Rajesh Naik,Dentist,"BDS, MDS - Periodontics, FICOI",25 Years Experience Overall  (20 years as specialist),"Kalyan Nagar, Bangalore",Bangalore,98%,(321 votes),₹ 500 fee
Dr. Vinod,Dentist,"BDS, MDS - Orthodontics",19 Years Experience Overall  (12 years as specialist),"Horamavu, Bangalore",Bangalore,98%,(700 votes),₹400
Dr. Pavan Tambakad,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry",26 Years Experience Overall,"Koramangala, Bangalore",Bangalore,93%,(242 votes),₹400
Dr. Raju Srinivas,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics, Diploma in Implanthology",27 Years Experience Overall  (24 years as specialist),"Jayanagar, Bangalore",Bangalore,97%,(183 votes),₹500
Dr. Kavitha K,Dentist,BDS,14 Years Experience Overall,"Electronics City, Bangalore",Bangalore,99%,(245 votes),₹350
Dr. Abhilash Ravindranath,Dentist,"MDS- Oral Pathology, BDS",20 Years Experience Overall  (19 years as specialist),"HSR Layout, Bangalore",Bangalore,97%,(2191 votes),₹500
Dr. Namratha Umesh,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge",24 Years Experience Overall  (22 years as specialist),"Sahakaranagar, Bangalore",Bangalore,98%,(338 votes),₹500
Dr. Rohit Nair,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS",9 Years Experience Overall  (8 years as specialist),"Belathur, Bangalore",Bangalore,99%,(548 votes),₹400
Dr. Sushma B T,Dentist,BDS,13 Years Experience Overall  (12 years as specialist),"JP Nagar 6 Phase, Bangalore",Bangalore,100%,(12 votes),₹350
Dr. Dimple Bhatiya,Dentist,BDS,9 Years Experience Overall  (8 years as specialist),"Varthur, Bangalore",Bangalore,100%,(148 votes),₹200
Dr. Bharath,Dentist,BDS,17 Years Experience Overall  (16 years as specialist),"Singasandra, Bangalore",Bangalore,100%,(496 votes),₹ 400 fee
Dr. Deepak,Dentist,"BDS, MDS - Oral Medicine and Radiology",15 Years Experience Overall,"Munnekollal, Bangalore",Bangalore,99%,(682 votes),₹300
Dr. Shilpashree S,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology",16 Years Experience Overall,"Rajarajeshwarinagar, Bangalore",Bangalore,99%,(682 votes),₹500
Dr. Shilpa I.G,Dentist,"MDS - Paedodontics And Preventive Dentistry, BDS",16 Years Experience Overall  (14 years as specialist),"Singasandra, Bangalore",Bangalore,99%,(258 votes),₹300
Dr. Smitha Nagaraj,Dentist,BDS,23 Years Experience Overall,"Jayanagar 7 Block, Bangalore",Bangalore,100%,(286 votes),₹500
Dr. Bijina Rajan,Dentist,"BDS, MDS - Oral Medicine and Radiology",13 Years Experience Overall  (12 years as specialist),"Kalyan Nagar, Bangalore",Bangalore,99%,(527 votes),₹300
Dr. Sandeep,Dentist,BDS,20 Years Experience Overall,"Indiranagar, Bangalore",Bangalore,94%,(883 votes),₹500
Dr. Sowmya,Dentist,BDS,19 Years Experience Overall,"New BEL Road, Bangalore",Bangalore,98%,(246 votes),₹300
Dr. Sarath Chandra,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics",15 Years Experience Overall  (14 years as specialist),"Munnekollal, Bangalore",Bangalore,95%,(106 votes),₹200
Dr. Neetu Punhani,Dentist,"MDS - Oral Medicine and Radiology, BDS",19 Years Experience Overall  (18 years as specialist),"Kasturi nagar, Bangalore",Bangalore,88%,(52 votes),₹300
Dr. Parikshith H M,Dentist,"BDS, MDS - Periodontics",7 Years Experience Overall  (1 year as specialist),"Whitefield, Bangalore",Bangalore,88%,(52 votes),₹500
Dr. Srihari  V,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery",20 Years Experience Overall  (19 years as specialist),"KR Puram, Bangalore",Bangalore,99%,(490 votes),₹500
