Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Sesha Sai Sutravey,Pulmonologist,"MBBS, MD - Pulmonary Medicine, DNB - Respiratory Medicine",10 Years Experience Overall  (5 years as specialist),"Mahadevapura, Bangalore",Bangalore,90%,(60 votes),₹ 800 fee
Dr. Suhas H S,Pulmonologist,"MBBS, MD - Respiratory Medicine, DNB - Tuberculosis & Respiratory Diseases/Pulmonary Medicine",8 Years Experience Overall  (5 years as specialist),"Sarjapur Road, Bangalore",Bangalore,90%,(60 votes),₹ 700 fee
Dr. Praveen Kumar B S,Pulmonologist,"MBBS, MD - Pulmonary Medicine",16 Years Experience Overall  (10 years as specialist),"Kammana Halli, Bangalore",Bangalore,90%,(60 votes),₹ 750 fee
Dr. Lakshmi V,Pulmonologist,"MBBS, MD - Respiratory Medicine",8 Years Experience Overall  (4 years as specialist),"Sarjapur Road, Bangalore",Bangalore,90%,(60 votes),₹ 500 fee
Dr. Kailash Nath Gupta,Pulmonologist,"MD - Physician, DNB - Respiratory Diseases",28 Years Experience Overall  (17 years as specialist),"Dwarka, Delhi",Delhi,93%,(615 votes),₹ 800 fee
Dr. Anuj Gupta,Pulmonologist,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD)",24 Years Experience Overall  (20 years as specialist),"Munirka, Delhi",Delhi,97%,(1076 votes),₹ 1250 fee
Dr. Pawan Gupta,Pulmonologist,"MBBS, MD - Tuberculosis and Chest Diseases, DM - Pulmonary Medicine",20 Years Experience Overall  (14 years as specialist),"Prashant Vihar, Delhi",Delhi,84%,(25 votes),₹ 700 fee
Dr. Santosh Jha,Pulmonologist,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD), DNB - Respiratory Diseases",12 Years Experience Overall  (9 years as specialist),"Malviya Nagar, Delhi",Delhi,99%,(221 votes),₹ 1000 fee
Dr. Raj Kumar,Pulmonologist,"MD - Tuberculosis and Chest Diseases, MBBS",22 Years Experience Overall  (19 years as specialist),"Vasant Kunj, Delhi",Delhi,94%,(54 votes),₹ 1000 fee
Dr. Rajesh K Chawla,Pulmonologist,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine",42 Years Experience Overall  (37 years as specialist),"Sarita Vihar, Delhi",Delhi,94%,(54 votes),₹ 2000 fee
Dr. Ashok  Rajput,Pulmonologist,"MD - Tuberculosis & Respiratory Diseases/Medicine, MD - General Medicine, DNB - Respiratory Diseases, Diploma in Tuberculosis and Chest Diseases (DTCD), MBBS",46 Years Experience Overall  (41 years as specialist),"Punjabi Bagh, Delhi",Delhi,95%,(577 votes),₹ 1200 fee
Dr. Deepak Rosha,Pulmonologist,"MBBS, MD - Medicine, MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine",31 Years Experience Overall  (28 years as specialist),"Sarita Vihar, Delhi",Delhi,95%,(577 votes),₹ 1500 fee
Dr. Nikhil Modi,Pulmonologist,"MBBS, MD - Pulmonary Medicine",13 Years Experience Overall  (12 years as specialist),"Sarita Vihar, Delhi",Delhi,95%,(577 votes),₹ 1500 fee
Dr. Viny Kantroo,Pulmonologist,"MBBS, DNB - Respiratory Diseases",13 Years Experience Overall  (11 years as specialist),"Sarita Vihar, Delhi",Delhi,95%,(577 votes),₹ 1500 fee
Dr. Sanjay Sobti,Pulmonologist,"MBBS, DNB - Respiratory Diseases, MD - General Medicine",27 Years Experience Overall,"Sarita Vihar, Delhi",Delhi,95%,(577 votes),₹ 1500 fee
Dr. M.S. Kanwar,Pulmonologist,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine",49 Years Experience Overall  (44 years as specialist),"Sarita Vihar, Delhi",Delhi,95%,(577 votes),₹ 2500 fee
Dr. Chetan Kumar Gupta,Pulmonologist,"MBBS, MD - Tuberculosis and Chest Diseases",24 Years Experience Overall  (20 years as specialist),"Chattarpur, Delhi",Delhi,61%,(23 votes),₹ 800 fee
Dr. Vivek Nangia,Pulmonologist,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine",29 Years Experience Overall  (27 years as specialist),"Saket, Delhi",Delhi,71%,(24 votes),₹ 1700 fee
Dr. Sandeep Nayar,Pulmonologist,"MBBS, MD - TB & Chest",32 Years Experience Overall  (25 years as specialist),"Pusa Road, Delhi",Delhi,58%,(26 votes),₹ 1500 fee
Dr. Vikas Mittal,Pulmonologist,"MBBS, MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine",22 Years Experience Overall  (16 years as specialist),"Shalimar Bagh, Delhi",Delhi,96%,(113 votes),₹ 800 fee
Dr. Prashant Saxena,Pulmonologist,"MBBS, MD - TB & Chest",23 Years Experience Overall  (19 years as specialist),"Saket, Delhi",Delhi,79%,(34 votes),₹ 1400 fee
Dr. Dixit Kumar Thakur,Pulmonologist,"MBBS, DNB - Pulmonary Medicine",10 Years Experience Overall  (6 years as specialist),"Friends Colony West, Delhi",Delhi,100%,(18 votes),₹ 1000 fee
Dr. Puneet Khanna,Pulmonologist,"MBBS, MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine",22 Years Experience Overall  (18 years as specialist),"Dwarka Sector 6, Delhi",Delhi,97%,(31 votes),₹ 1100 fee
Dr. Sunny Kalra,Pulmonologist,"MBBS, DNB - Respiratory Diseases",18 Years Experience Overall  (11 years as specialist),"Pusa Road, Delhi",Delhi,97%,(31 votes),₹ 1300 fee
Dr. Ajay Lall,Pulmonologist,"MBBS, MD - Pulmonary Medicine",37 Years Experience Overall,"Saket, Delhi",Delhi,97%,(31 votes),₹ 2000 fee
Dr. Amit Kumar,Pulmonologist,"DNB - Pulmonary Medicine, MBBS",6 Years Experience Overall,"Model Town 3, Delhi",Delhi,97%,(31 votes),₹ 800 fee
Dr. Pankaj Lohia,Pulmonologist,"MBBS, MD - Tuberculosis and Chest Diseases",25 Years Experience Overall  (19 years as specialist),"Pusa Road, Delhi",Delhi,97%,(31 votes),₹ 1100 fee
Dr. Sandeep Garg,Pulmonologist,"MBBS, MD - Pulmonary Medicine",13 Years Experience Overall  (12 years as specialist),"Shalimar Bagh, Delhi",Delhi,85%,(26 votes),₹ 900 fee
Dr. Ashish Jain,Pulmonologist,"MD - Tuberculosis and Chest Diseases, MBBS",23 Years Experience Overall  (22 years as specialist),"Saket, Delhi",Delhi,89%,(76 votes),₹ 1200 fee
Dr. R.S Chatterjee,Pulmonologist,"MBBS, MD - General Medicine, DNB - Respiratory Diseases, MD - Tuberculosis & Respiratory Diseases/Medicine",43 Years Experience Overall  (34 years as specialist),"Dwarka Sector 12, Delhi",Delhi,89%,(76 votes),₹ 1200 fee
Dr. Priyanka Aggarwal,Pulmonologist,"MBBS, MD - Pulmonary Medicine",15 Years Experience Overall  (14 years as specialist),"Patparganj, Delhi",Delhi,93%,(15 votes),₹ 1000 fee
Dr. Sumedha Narula,Pulmonologist,"MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine, MBBS",10 Years Experience Overall  (8 years as specialist),"Dwarka Sector 12, Delhi",Delhi,100%,(25 votes),₹ 1000 fee
Dr. Davinder Kundra,Pulmonologist,"MBBS, DNB - Pulmonary Medicine, Diploma in Tuberculosis and Chest Diseases (DTCD)",17 Years Experience Overall  (8 years as specialist),"Dwarka Sector 6, Delhi",Delhi,76%,(17 votes),₹ 1100 fee
Dr. Naveen Kumar Ailawadi,Pulmonologist,"MBBS, MD - Pulmonary Medicine",15 Years Experience Overall  (10 years as specialist),"Shalimar Bagh, Delhi",Delhi,95%,(21 votes),₹ 800 fee
Dr. Tarun Sharma,Pulmonologist,"MD - Physician, MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine",17 Years Experience Overall  (7 years as specialist),"Saket, Delhi",Delhi,95%,(21 votes),₹ 1200 fee
Dr. Anil Kumar Jain,Pulmonologist,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD), Diploma in Child Health (DCH)",35 Years Experience Overall  (32 years as specialist),"Vishwas Nagar, Delhi",Delhi,88%,(40 votes),₹ 1000 fee
Dr. Deepak Srivastava,Pulmonologist,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD)",36 Years Experience Overall  (32 years as specialist),"Kamla Nagar, Delhi",Delhi,88%,(40 votes),₹ 500 fee
Dr. Ritu Malani,Pulmonologist,"MBBS, DNB - Respiratory Diseases",23 Years Experience Overall  (16 years as specialist),"Green Park, Delhi",Delhi,88%,(40 votes),₹ 1100 fee
Dr. Vipin Aggarwal,Pulmonologist,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine",9 Years Experience Overall  (5 years as specialist),"Ansari Nagar, Delhi",Delhi,88%,(40 votes),₹ 800 fee
Dr. Karn Mehra,Pulmonologist,"MBBS, DNB - Respiratory Diseases",14 Years Experience Overall  (8 years as specialist),"Saket, Delhi",Delhi,97%,(32 votes),₹ 700 fee
Dr. Kunj Panwar,Pulmonologist,"MBBS, MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine",9 Years Experience Overall  (3 years as specialist),"Rohini Sector 11, Delhi",Delhi,97%,(32 votes),₹ 800 fee
Dr. Inder Mohan Chugh,Pulmonologist,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine, DNB - Respiratory Diseases",31 Years Experience Overall  (23 years as specialist),"Shalimar Bagh, Delhi",Delhi,97%,(32 votes),₹ 2000 fee
Dr. Avi Kumar,Pulmonologist,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine, DNB - Respiratory Diseases",18 Years Experience Overall  (13 years as specialist),"Okhla, Delhi",Delhi,94%,(16 votes),₹ 1300 fee
Dr. Supreet Batra,Pulmonologist,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine",15 Years Experience Overall  (10 years as specialist),"Bhogal, Delhi",Delhi,94%,(16 votes),₹ 1500 fee
Dr. Loveleen Mangla,Pulmonologist,"MBBS, DNB - Respiratory Diseases",14 Years Experience Overall  (8 years as specialist),"Preet Vihar, Delhi",Delhi,94%,(16 votes),₹ 800 fee
Dr. Susheel Kumar Bindroo,Pulmonologist,"MBBS, MD - Pulmonary Medicine",19 Years Experience Overall  (17 years as specialist),"Dwarka Sector 12, Delhi",Delhi,92%,(13 votes),₹ 1500 fee
Dr. Ashish Kumar Chauhan,Pulmonologist,"Doctor of Medicine, Diploma in Tuberculosis and Chest Diseases (DTCD)",9 Years Experience Overall  (3 years as specialist),"Malviya Nagar, Delhi",Delhi,92%,(13 votes),₹ 500 fee
Dr. Indu Bubna,Pulmonologist,"MD - Physician, Diploma in Tuberculosis Diseases (TDD)",21 Years Experience Overall  (15 years as specialist),"Malad West, Mumbai",Mumbai,97%,(633 votes),₹ 1500 fee
Dr. Avya Bansal,Pulmonologist,"MBBS, MD - Respiratory Medicine, DNB - Tuberculosis & Respiratory Diseases/Pulmonary Medicine, MNAMS - Respiratory medicine",9 Years Experience Overall  (4 years as specialist),"Khar West, Mumbai",Mumbai,99%,(120 votes),₹ 1500 fee
Dr. Ravindra U Rupawate,Pulmonologist,"MBBS, DNB - Pulmonary Medicine",40 Years Experience Overall  (35 years as specialist),"Mulund West, Mumbai",Mumbai,59%,(27 votes),₹ 2000 fee
Dr. Swapnil Mehta,Pulmonologist,"DM - Pulmonary Medicine & Critical Care Medicine, MD - General Medicine, MBBS",17 Years Experience Overall  (5 years as specialist),"Powai, Mumbai",Mumbai,79%,(19 votes),₹ 1300 fee
Dr. Abhijit Ahuja,Pulmonologist,"MD - Pulmonary Medicine, MBBS",9 Years Experience Overall  (6 years as specialist),"Chembur East, Mumbai",Mumbai,79%,(19 votes),₹ 1100 fee
Dr. Vaibhav R. Kubal,Pulmonologist,"MBBS, DNB - Respiratory Diseases",14 Years Experience Overall  (9 years as specialist),"Mahim, Mumbai",Mumbai,79%,(19 votes),₹ 1300 fee
Dr. Miti A. Shah,Pulmonologist,"MBBS, DNB - Pulmonary Medicine",18 Years Experience Overall  (11 years as specialist),"Sion West, Mumbai",Mumbai,100%,(27 votes),₹ 1200 fee
Dr. Prabodh Garg,Pulmonologist,"MBBS, MD - Respiratory Medicine",8 Years Experience Overall  (4 years as specialist),"Kandivali West, Mumbai",Mumbai,100%,(27 votes),₹ 1000 fee
Dr. Harshil Shah,Pulmonologist,"MBBS, MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine",6 Years Experience Overall  (2 years as specialist),"Kandivali West, Mumbai",Mumbai,82%,(17 votes),₹ 1500 fee
Dr. Vikas Punamiya,Pulmonologist,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine, Diploma in Tuberculosis and Chest Diseases (DTCD), MRCP (UK), FCCP - Pulmonary Medicine",19 Years Experience Overall,"Mahim, Mumbai",Mumbai,82%,(17 votes),₹ 3500 fee
Dr. Harish Chafle,Pulmonologist,"MBBS, DNB - Respiratory Diseases",14 Years Experience Overall  (12 years as specialist),"Parel, Mumbai",Mumbai,82%,(17 votes),₹ 2100 fee
Dr. Sarthak Rastogi,Pulmonologist,"MBBS, DNB - Respiratory Diseases",15 Years Experience Overall  (9 years as specialist),"Chembur East, Mumbai",Mumbai,100%,(12 votes),₹ 800 fee
Dr. Arpan Dhoka,Pulmonologist,"MBBS, MD - Pulmonary Medicine",11 Years Experience Overall  (3 years as specialist),"Chembur, Mumbai",Mumbai,100%,(12 votes),₹ 1200 fee
