Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Ruchita Falera,Ophthalmologist,"MBBS, MD - Ophthalmology",12 Years Experience Overall  (9 years as specialist),"Shivaji Nagar, Bangalore",Bangalore,98%,(40 votes),₹ 500 fee
Dr. Bindiya Hapani,Ophthalmologist,"MBBS, MS - Ophthalmology",17 Years Experience Overall  (13 years as specialist),"Koramangala, Bangalore",Bangalore,98%,(40 votes),₹ 500 fee
Dr. Shailashree V Bheemaraddi,Ophthalmologist,"MBBS, DOMS",24 Years Experience Overall  (17 years as specialist),"Banashankari, Bangalore",Bangalore,98%,(40 votes),₹ 400 fee
Dr. Anupama Janardhanan,Ophthalmologist,"MBBS, MS - Ophthalmology",5 Years Experience Overall  (3 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,98%,(40 votes),₹ 500 fee
Dr. Namrata S Panoli,Ophthalmologist,"MBBS, DNB - Ophthalmology",13 Years Experience Overall  (12 years as specialist),"Indiranagar, Bangalore",Bangalore,98%,(40 votes),₹ 600 fee
Dr. Pramod Kumar H.N,Ophthalmologist,"MBBS, MS - Ophthalmology",13 Years Experience Overall  (8 years as specialist),"Vinayaka Nagar, Bangalore",Bangalore,98%,(40 votes),₹ 500 fee
Dr. Yazhini Tamilmani,Ophthalmologist,"MBBS, MS - Ophthalmology",7 Years Experience Overall,"Vinayaka Nagar, Bangalore",Bangalore,98%,(40 votes),₹ 500 fee
Dr. Namrata Dudeja,Ophthalmologist,"MBBS, MS - Ophthalmology",22 Years Experience Overall  (18 years as specialist),"Sarjapur Road, Bangalore",Bangalore,98%,(40 votes),₹ 500 fee
Dr. Mayanka Nayak,Ophthalmologist,"MBBS, DOMS",8 Years Experience Overall  (5 years as specialist),"Whitefield, Bangalore",Bangalore,98%,(40 votes),₹ 600 fee
Dr. Nyla Salahuddin,Ophthalmologist,"MBBS, MS - Ophthalmology",17 Years Experience Overall  (9 years as specialist),"Yelahanka New Town, Bangalore",Bangalore,98%,(40 votes),₹ 500 fee
Dr. Jaya Sudha B R,Ophthalmologist,"MBBS, DO",22 Years Experience Overall  (15 years as specialist),"Shivaji Nagar, Bangalore",Bangalore,98%,(40 votes),₹ 500 fee
Dr. Amod Nayak,Ophthalmologist,"MBBS, MS - Ophthalmology",14 Years Experience Overall  (13 years as specialist),"Whitefield, Bangalore",Bangalore,64%,(11 votes),₹ 600 fee
Dr. Supriya Bhagat,Ophthalmologist,"MBBS, MS - Ophthalmology",19 Years Experience Overall  (12 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,64%,(11 votes),₹ 500 fee
Dr. Mohan Raj,Ophthalmologist,"MBBS, MD - Ophthalmology",16 Years Experience Overall  (10 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,64%,(11 votes),₹ 500 fee
Dr. Vijayalakshmi Prabhu,Ophthalmologist,"MBBS, DNB - Ophthalmology",11 Years Experience Overall  (4 years as specialist),"Banashankari, Bangalore",Bangalore,64%,(11 votes),₹ 400 fee
Dr. Kailash P Chhabria,Ophthalmologist,"MBBS, DO, DNB - Ophthalmology",12 Years Experience Overall  (7 years as specialist),"Malleswaram, Bangalore",Bangalore,64%,(11 votes),₹ 710 fee
Dr. Jammie B Blah,Ophthalmologist,"MBBS, MD - Ophthalmology",14 Years Experience Overall,"Whitefield, Bangalore",Bangalore,64%,(11 votes),₹ 600 fee
Dr. Bharath Kumar,Ophthalmologist,"MBBS, DO, DNB - Ophthalmology",24 Years Experience Overall  (21 years as specialist),"VV Puram, Bangalore",Bangalore,94%,(69 votes),₹ 300 fee
Dr. Krishna Prasad,Ophthalmologist,"MBBS, MS - Ophthalmology",40 Years Experience Overall  (28 years as specialist),"BTM Layout 1st Stage, Bangalore",Bangalore,92%,(25 votes),₹ 400 fee
Dr. Ajanta Chakravarty,Ophthalmologist,"MBBS, MS - Ophthalmology",37 Years Experience Overall  (36 years as specialist),"Whitefield, Bangalore",Bangalore,90%,(21 votes),₹ 900 fee
Dr. Latha Anil,Ophthalmologist,"MBBS, DOMS",22 Years Experience Overall  (14 years as specialist),"Arekere, Bangalore",Bangalore,95%,(88 votes),₹ 550 fee
Dr. G Sunanda,Ophthalmologist,"MBBS, DO",27 Years Experience Overall  (22 years as specialist),"Kasturi nagar, Bangalore",Bangalore,88%,(42 votes),₹ 400 fee
Dr. Mary Varghese,Ophthalmologist,"MBBS, MS - Ophthalmology",37 Years Experience Overall  (34 years as specialist),"Koramangala 5 Block, Bangalore",Bangalore,100%,(32 votes),₹ 750 fee
Dr. Jalpa Vashi,Ophthalmologist,"MBBS, DO, MS - Ophthalmology",26 Years Experience Overall  (24 years as specialist),"Whitefield, Bangalore",Bangalore,100%,(32 votes),₹ 800 fee
Dr. Vipul Bhandari,Ophthalmologist,"MBBS, DNB - Ophthalmology, DO",18 Years Experience Overall  (12 years as specialist),"Banashankari 3rd Stage, Bangalore",Bangalore,92%,(12 votes),₹ 500 fee
Dr. Karthik Sriprakash,Ophthalmologist,"MS - Ophthalmology, MBBS",7 Years Experience Overall  (5 years as specialist),"HBR Layout, Bangalore",Bangalore,92%,(12 votes),₹ 500 fee
Dr. Harish Nayak,Ophthalmologist,"MBBS, DOMS, MS - Ophthalmology, Fellow of the Royal College of Ophthalmologists of UK (FRCOphth. UK), FRCS - Ophthalmology (Edin)",32 Years Experience Overall  (26 years as specialist),"Old Airport Road, Bangalore",Bangalore,99%,(146 votes),₹ 900 fee
Dr. Deepa M,Ophthalmologist,"MBBS, MS - Ophthalmology",16 Years Experience Overall  (10 years as specialist),"Hebbal, Bangalore",Bangalore,92%,(37 votes),₹ 800 fee
Dr. Jayashree K Bhat,Ophthalmologist,"MBBS, DNB - Ophthalmology",24 Years Experience Overall  (18 years as specialist),"JP Nagar 1 Phase, Bangalore",Bangalore,98%,(135 votes),₹ 700 fee
Dr. Geetha S.,Ophthalmologist,"MBBS, DOMS",17 Years Experience Overall,"Old Airport Road, Bangalore",Bangalore,98%,(135 votes),₹ 900 fee
Dr. Dinesh P N,Ophthalmologist,"MBBS, MS - Ophthalmology, DOMS",37 Years Experience Overall  (32 years as specialist),"Cunningham Road, Bangalore",Bangalore,98%,(135 votes),₹ 700 fee
Dr. NITIN  S SHETTY,Ophthalmologist,"MBBS, MS - Ophthalmology",23 Years Experience Overall,"Old Airport Road, Bangalore",Bangalore,97%,(71 votes),₹ 900 fee
Dr. Mridula Venugopal,Ophthalmologist,"MBBS, MS - Ophthalmology",11 Years Experience Overall  (6 years as specialist),"HSR Layout, Bangalore",Bangalore,97%,(71 votes),₹ 600 fee
Dr. Sharath Shetty,Ophthalmologist,"MBBS, MS - Ophthalmology",24 Years Experience Overall  (19 years as specialist),"Malleswaram, Bangalore",Bangalore,93%,(82 votes),₹ 500 fee
Dr. Ulka G. Bhokare,Ophthalmologist,"MBBS, MS - Ophthalmology",17 Years Experience Overall,"Kundalahalli, Bangalore",Bangalore,90%,(21 votes),₹ 650 fee
Dr. Mohammed Sadiq,Ophthalmologist,"MBBS, MS - Ophthalmology",19 Years Experience Overall  (13 years as specialist),"Sarjapur Road, Bangalore",Bangalore,90%,(21 votes),₹ 700 fee
Dr. Archana S,Ophthalmologist,"MBBS, DOMS, DNB - Ophthalmology",19 Years Experience Overall  (15 years as specialist),"Pulikeshi Nagar, Bangalore",Bangalore,90%,(21 votes),₹ 500 fee
Dr. Venkatesh Babu S,Ophthalmologist,"MBBS, MS - Ophthalmology",22 Years Experience Overall  (15 years as specialist),"Banashankari, Bangalore",Bangalore,90%,(21 votes),₹ 400 fee
Dr. Sweta Patel,Ophthalmologist,"MBBS, DO, DNB - Ophthalmology",9 Years Experience Overall  (5 years as specialist),"Whitefield, Bangalore",Bangalore,90%,(21 votes),₹ 700 fee
Dr. Mahima Mahesh,Ophthalmologist,"MBBS, DO",16 Years Experience Overall  (10 years as specialist),"Pulikeshi Nagar, Bangalore",Bangalore,90%,(21 votes),₹ 500 fee
Dr. Munita Raut,Ophthalmologist,"MBBS, DO",16 Years Experience Overall  (10 years as specialist),"Whitefield, Bangalore",Bangalore,90%,(21 votes),₹ 600 fee
Dr. Sangeetalaxmi G Kulkari,Ophthalmologist,"MBBS, DNB - Ophthalmology",21 Years Experience Overall  (16 years as specialist),"Malleswaram, Bangalore",Bangalore,90%,(21 votes),₹ 1000 fee
Dr. Jyothsna R,Ophthalmologist,"MBBS, MS - Ophthalmology",20 Years Experience Overall  (19 years as specialist),"Pulikeshi Nagar, Bangalore",Bangalore,90%,(21 votes),₹ 500 fee
Dr. Sanjana Vatsa,Ophthalmologist,"MBBS, MS - Ophthalmology",9 Years Experience Overall  (7 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,90%,(21 votes),₹ 500 fee
Dr. Aishwarya Iyer,Ophthalmologist,"MBBS, MS - Ophthalmology",3 Years Experience Overall,"Pulikeshi Nagar, Bangalore",Bangalore,90%,(21 votes),₹ 500 fee
Dr. Rakesh Mahajan,Ophthalmologist,"MBBS, DO",37 Years Experience Overall,"Pitampura, Delhi",Delhi,90%,(21 votes),₹ 500 fee
Dr. Ankush Mutreja,Ophthalmologist,"MBBS, MS - Ophthalmology, DNB - Ophthalmology, FAICO (Fellow of All India Collegium of Ophthalmology)",15 Years Experience Overall  (10 years as specialist),"Dwarka, Delhi",Delhi,91%,(150 votes),₹ 699 fee
Dr. Lagan Paul Mutreja,Ophthalmologist,"MBBS, MS - Ophthalmology",13 Years Experience Overall  (10 years as specialist),"Dwarka, Delhi",Delhi,91%,(150 votes),₹ 500 fee
Dr. Shweta Jain,Ophthalmologist,"MBBS, DNB - Ophthalmology",11 Years Experience Overall  (8 years as specialist),"Paschim Vihar, Delhi",Delhi,97%,(118 votes),₹ 499 fee
Dr. Rajat Jain,Ophthalmologist,"MBBS, MS - Ophthalmology",16 Years Experience Overall  (12 years as specialist),"Delhi, Delhi",Delhi,89%,(35 votes),₹ 599 fee
Dr. Robin Aggarwal,Ophthalmologist,"MD - Physician, DO",13 Years Experience Overall  (9 years as specialist),"Panchsheel Park, Delhi",Delhi,89%,(35 votes),₹ 699 fee
Dr. Manik Mittal,Ophthalmologist,"MBBS, MD - Ophthalmology",13 Years Experience Overall  (9 years as specialist),"Paschim Vihar, Delhi",Delhi,98%,(57 votes),₹ 699 fee
Dr. Saurabh Singh,Ophthalmologist,"MBBS, MS - Ophthalmology",21 Years Experience Overall  (17 years as specialist),"Panchsheel Park, Delhi",Delhi,98%,(57 votes),₹ 699 fee
Dr. Gaurav Garg,Ophthalmologist,"MBBS, MD - Ophthalmology",8 Years Experience Overall  (5 years as specialist),"Mayur Vihar Ph-I, Delhi",Delhi,100%,(19 votes),₹ 600 fee
Dr. Pankaj Jain,Ophthalmologist,"MBBS, MS - Ophthalmology",47 Years Experience Overall  (43 years as specialist),"Karol Bagh, Delhi",Delhi,100%,(19 votes),₹ 1050 fee
Dr. Deepali Garg Mathur,Ophthalmologist,"MBBS, MS - Ophthalmology, DNB - Ophthalmology, MNAMS - Ophthalmology",27 Years Experience Overall  (24 years as specialist),"Saket, Delhi",Delhi,100%,(19 votes),₹ 1000 fee
Dr. Sunita Lulla Gur,Ophthalmologist,"MBBS, MS - Ophthalmology",33 Years Experience Overall  (28 years as specialist),"Sarita Vihar, Delhi",Delhi,99%,(1258 votes),₹ 600 fee
Dr. Digvijay Singh,Ophthalmologist,MBBS,16 Years Experience Overall  (9 years as specialist),"Malviya Nagar, Delhi",Delhi,99%,(287 votes),₹ 1200 fee
Dr. Ankita Sharma,Ophthalmologist,"MBBS, MS - Ophthalmology",15 Years Experience Overall  (7 years as specialist),"Vikas Puri, Delhi",Delhi,99%,(287 votes),₹ 500 fee
Dr. Tyag Murti Sharma,Ophthalmologist,"MBBS, MD - Ophthalmology",35 Years Experience Overall  (30 years as specialist),"Janakpuri, Delhi",Delhi,99%,(150 votes),₹ 900 fee
Dr. Prateek Kakkar,Ophthalmologist,"MBBS, MD - Ophthalmology",13 Years Experience Overall  (7 years as specialist),"Ashok Vihar Phase 1, Delhi",Delhi,100%,(12 votes),₹ 700 fee
Dr. Sharad Lakhotia,Ophthalmologist,"MBBS, MS - Ophthalmology",38 Years Experience Overall  (36 years as specialist),"Greater Kailash Part 2, Delhi",Delhi,96%,(69 votes),₹ 800 fee
Dr. Lubat Seth,Ophthalmologist,"MBBS, DOMS, MS - Ophthalmology",37 Years Experience Overall  (36 years as specialist),"Sarita Vihar, Delhi",Delhi,96%,(69 votes),₹ 2000 fee
Dr. Neeraj Wadhwa,Ophthalmologist,"MD - Ophthalmology, MBBS",23 Years Experience Overall  (19 years as specialist),"Malviya Nagar, Delhi",Delhi,87%,(1005 votes),₹ 650 fee
Dr. Vishal Grover,Ophthalmologist,"MBBS, DO, DNB - Ophthalmology",33 Years Experience Overall  (30 years as specialist),"Greater Kailash Part 2, Delhi",Delhi,98%,(2121 votes),₹ 1200 fee
Dr. Aniel Malhotra,Ophthalmologist,"MBBS, DO, MS - Ophthalmology",33 Years Experience Overall,"Sarita Vihar, Delhi",Delhi,98%,(2121 votes),₹ 2500 fee
Dr. Priya Dua,Ophthalmologist,"MBBS, MS - Ophthalmology",21 Years Experience Overall  (15 years as specialist),"Rohini, Delhi",Delhi,98%,(841 votes),₹ 600 fee
Dr. Vishal Nigam,Ophthalmologist,"MBBS, DNB - Ophthalmology",22 Years Experience Overall  (14 years as specialist),"Neb Sarai, Delhi",Delhi,98%,(161 votes),₹ 600 fee
Dr. Poonam Gupta,Ophthalmologist,"MS - Ophthalmology, DNB - Ophthalmology",28 Years Experience Overall  (27 years as specialist),"Shalimar Bagh, Delhi",Delhi,98%,(161 votes),₹ 700 fee
Dr. Ranjana Mittal,Ophthalmologist,"MBBS, MS - Ophthalmology",42 Years Experience Overall  (37 years as specialist),"Sarita Vihar, Delhi",Delhi,98%,(161 votes),₹ 2000 fee
Dr. Rohit Nanda,Ophthalmologist,"MBBS, DO",22 Years Experience Overall  (19 years as specialist),"Dwarka Sector 12, Delhi",Delhi,93%,(150 votes),₹ 800 fee
Dr. Sangeeta Mutreja,Ophthalmologist,"MBBS, DO",38 Years Experience Overall,"Dwarka, Delhi",Delhi,89%,(46 votes),₹ 500 fee
Dr. Varun Gogia,Ophthalmologist,"MBBS, MD - Ophthalmology",16 Years Experience Overall  (12 years as specialist),"Lajpat Nagar 4, Delhi",Delhi,99%,(595 votes),₹ 900 fee
Dr. Meetu Bansal,Ophthalmologist,"MBBS, DO",24 Years Experience Overall  (19 years as specialist),"Malviya Nagar, Delhi",Delhi,94%,(173 votes),₹ 650 fee
Dr. Ishita Anand,Ophthalmologist,"MBBS, DNB - Ophthalmology",14 Years Experience Overall  (9 years as specialist),"Malviya Nagar, Delhi",Delhi,94%,(65 votes),₹ 650 fee
Dr. Sanjiv Gupta,Ophthalmologist,"MBBS, MS - Ophthalmology",29 Years Experience Overall  (24 years as specialist),"Safdarjung Development Area, Delhi",Delhi,94%,(411 votes),₹ 1000 fee
Dr. Navin Sakhuja,Ophthalmologist,"MD - Ophthalmology, DNB - Ophthalmology, MBBS",37 Years Experience Overall  (31 years as specialist),"Panchsheel Park, Delhi",Delhi,99%,(109 votes),₹ 2000 fee
Dr. Neha Midha,Ophthalmologist,"MD - Ophthalmology, MBBS",9 Years Experience Overall,"Rohini Sector 3, Delhi",Delhi,100%,(13 votes),₹ 500 fee
Dr. Yogesh Solanki,Ophthalmologist,"MBBS, DO",27 Years Experience Overall  (23 years as specialist),"Rohini, Delhi",Delhi,85%,(13 votes),₹ 500 fee
Dr. Vanuli Bajpai,Ophthalmologist,"MBBS, MS - Ophthalmology",19 Years Experience Overall  (13 years as specialist),"Dwarka Sector 6, Delhi",Delhi,85%,(13 votes),₹ 900 fee
Dr. Alaka Priyadarsini Dash,Ophthalmologist,"MBBS, DNB - Ophthalmology",18 Years Experience Overall  (8 years as specialist),"Dwarka Sector 17, Delhi",Delhi,98%,(166 votes),₹ 600 fee
Dr. Pankaj Varshney,Ophthalmologist,"MBBS, MS - Ophthalmology",36 Years Experience Overall  (31 years as specialist),"Shalimar Bagh, Delhi",Delhi,98%,(166 votes),₹ 1000 fee
Dr. Sanjeev Gupta,Ophthalmologist,MD - Ophthalmology,32 Years Experience Overall,"Siri Fort Road, Delhi",Delhi,98%,(166 votes),₹ 1500 fee
Dr. Priyanka Singh,Ophthalmologist,"MBBS, MS - Ophthalmology, FAICO (Fellow of All India Collegium of Ophthalmology)",12 Years Experience Overall  (8 years as specialist),"Saket, Delhi",Delhi,98%,(166 votes),₹ 700 fee
Dr. Narrotama Sindhu,Ophthalmologist,"MBBS, MD - Ophthalmology, DO",31 Years Experience Overall  (30 years as specialist),"Patparganj, Delhi",Delhi,98%,(166 votes),₹ 800 fee
Dr. Medha Rajyan,Ophthalmologist,"MBBS, MS - Ophthalmology",13 Years Experience Overall  (10 years as specialist),"Janakpuri, Delhi",Delhi,100%,(14 votes),₹ 500 fee
Dr. Anuj Kumar Singal,Ophthalmologist,"MBBS, MS - Ophthalmology, DNB - Ophthalmology",11 Years Experience Overall  (5 years as specialist),"Vasundhra Enclave, Delhi",Delhi,100%,(14 votes),₹ 600 fee
Dr. Sonika Gupta,Ophthalmologist,"MBBS, MS - Ophthalmology",24 Years Experience Overall,"Saket, Delhi",Delhi,100%,(14 votes),₹ 1000 fee
Dr. Somya Ish,Ophthalmologist,"MBBS, MS - Ophthalmology, DNB - Ophthalmology",9 Years Experience Overall  (5 years as specialist),"Safdarjung Enclave, Delhi",Delhi,100%,(14 votes),₹ 1000 fee
Dr. Ankita Sabharwal,Ophthalmologist,"MBBS, MS - Ophthalmology",19 Years Experience Overall  (12 years as specialist),"Karol Bagh, Delhi",Delhi,100%,(14 votes),₹ 900 fee
Dr. Vijay Sabharwal,Ophthalmologist,"MBBS, MD - Ophthalmology",49 Years Experience Overall  (44 years as specialist),"Karol Bagh, Delhi",Delhi,100%,(14 votes),₹ 800 fee
Dr. Deepak Pandita,Ophthalmologist,"MBBS, MS - Ophthalmology",24 Years Experience Overall  (17 years as specialist),"Kilokri, Delhi",Delhi,100%,(14 votes),₹ 700 fee
Dr. Pravin Kumar,Ophthalmologist,"MBBS, MS - Ophthalmology",48 Years Experience Overall  (43 years as specialist),"Krishna Nagar, Delhi",Delhi,100%,(14 votes),₹ 700 fee
Dr. Sanjay Dhawan,Ophthalmologist,"MBBS, DO, MS - Ophthalmology",35 Years Experience Overall  (31 years as specialist),"Saket, Delhi",Delhi,100%,(23 votes),₹ 1200 fee
Dr. Sapna Chanana,Ophthalmologist,"MBBS, MS - Ophthalmology",30 Years Experience Overall  (19 years as specialist),"Paschim Vihar, Delhi",Delhi,95%,(21 votes),₹ 600 fee
Dr. Sanjay Bajaj,Ophthalmologist,"MBBS, DO",24 Years Experience Overall  (20 years as specialist),"Shahdara, Delhi",Delhi,93%,(227 votes),₹ 600 fee
Dr. Nikhil Pal,Ophthalmologist,"MBBS, MD - Ophthalmology",23 Years Experience Overall  (21 years as specialist),"Saket, Delhi",Delhi,90%,(41 votes),₹ 1200 fee
Dr. Rakesh Kumar,Ophthalmologist,"MBBS, MS - Ophthalmology",18 Years Experience Overall  (15 years as specialist),"Saket, Delhi",Delhi,97%,(104 votes),₹ 1000 fee
Dr. Shashi Nath Jha,Ophthalmologist,"MBBS, MD - Ophthalmology",41 Years Experience Overall  (35 years as specialist),"Rajouri Garden, Delhi",Delhi,93%,(94 votes),₹ 1000 fee
Dr. Kartikeya Sangal,Ophthalmologist,"MBBS, MS - Ophthalmology",23 Years Experience Overall  (22 years as specialist),"Greater Kailash Part 1, Delhi",Delhi,93%,(94 votes),₹ 1000 fee
Dr. Pawan Gupta,Ophthalmologist,"MBBS, MS - Ophthalmology",23 Years Experience Overall  (19 years as specialist),"Laxmi Nagar, Delhi",Delhi,76%,(21 votes),₹ 400 fee
Dr. Udbhav Dorwal,Ophthalmologist,"MBBS, DNB - Ophthalmology",20 Years Experience Overall  (14 years as specialist),"Saket, Delhi",Delhi,76%,(21 votes),₹ 1000 fee
Dr. Neha Mohan,Ophthalmologist,"MBBS, MS - Ophthalmology",16 Years Experience Overall  (11 years as specialist),"Shalimar Bagh, Delhi",Delhi,76%,(21 votes),₹ 600 fee
Dr. Aarti Surbhit Choudhry,Ophthalmologist,"MBBS, DNB - Ophthalmology",29 Years Experience Overall  (22 years as specialist),"Nehru Place, Delhi",Delhi,95%,(517 votes),₹ 1000 fee
Dr. Tarun Kapur,Ophthalmologist,"MBBS, MS - Ophthalmology",25 Years Experience Overall,"Saket, Delhi",Delhi,95%,(517 votes),₹ 1000 fee
