Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Santosh Bethur S,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",10 Years Experience Overall,"Seshadripuram, Bangalore",Bangalore,50%,(20 votes),₹ 740 fee
Dr. Prashanth G,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",18 Years Experience Overall  (7 years as specialist),"Seshadripuram, Bangalore",Bangalore,50%,(20 votes),₹ 740 fee
Dr. Nagareddy,Urologist,"MBBS, MS - General Surgery, MCh - Urology",10 Years Experience Overall  (1 year as specialist),"Richmond Town, Bangalore",Bangalore,50%,(20 votes),₹ 750 fee
Dr. Manohar Badrappa,Urologist,"MCh - Urology, DHMS (Diploma in Homeopathic Medicine and Surgery), MS - General Surgery",21 Years Experience Overall  (11 years as specialist),"Sarjapur Road, Bangalore",Bangalore,50%,(20 votes),₹ 850 fee
Dr. Kunal K Mehra,Urologist,"MBBS, MS - General Surgery, MCh - Urology",13 Years Experience Overall  (3 years as specialist),"Kundalahalli, Bangalore",Bangalore,50%,(20 votes),₹ 850 fee
Dr. G.R.Manjunath,Urologist,"MBBS, MS - General Surgery, MCh - Urology",13 Years Experience Overall  (3 years as specialist),"Nagasandra, Bangalore",Bangalore,50%,(20 votes),₹ 750 fee
Dr. Mohammed Shahid Ali,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",12 Years Experience Overall  (4 years as specialist),"Millers Road, Bangalore",Bangalore,50%,(20 votes),₹ 700 fee
Dr. Santhosh Srinivasan,Urologist,"DNB - General Surgery, MBBS, DNB - Urology/Genito - Urinary Surgery",6 Years Experience Overall  (5 years as specialist),"Malleswaram, Bangalore",Bangalore,50%,(20 votes),₹ 810 fee
Dr. Vishruth K Raj,Urologist,"MBBS, MS - General Surgery, MCh - Urology",13 Years Experience Overall  (5 years as specialist),"Banashankari 3rd Stage, Bangalore",Bangalore,50%,(20 votes),₹ 700 fee
Dr. Venkateshwara Rao K,Urologist,"MCh - Urology, MBBS, MS - General Surgery",21 Years Experience Overall  (12 years as specialist),"Kalyan Nagar, Bangalore",Bangalore,94%,(191 votes),₹ 850 fee
Dr. Maneesh Sinha,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MCh - Urology",30 Years Experience Overall  (25 years as specialist),"Padmanabhanagar, Bangalore",Bangalore,93%,(135 votes),₹ 750 fee
Dr. Mahesh Babu,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",14 Years Experience Overall  (9 years as specialist),"Banashankari, Bangalore",Bangalore,100%,(18 votes),₹ 800 fee
Dr. Srinivas B V,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",21 Years Experience Overall  (7 years as specialist),"Rajajinagar, Bangalore",Bangalore,100%,(18 votes),₹ 600 fee
Dr. Gokula Krishnan P J,Urologist,"MBBS, MS - General Surgery, MCh - Urology",19 Years Experience Overall  (10 years as specialist),"Kalyan Nagar, Bangalore",Bangalore,82%,(39 votes),₹ 850 fee
Dr. Girish Nelivigi,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",30 Years Experience Overall  (21 years as specialist),"Bellandur, Bangalore",Bangalore,88%,(85 votes),₹ 650 fee
Dr. Praveen Joshi,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",24 Years Experience Overall  (10 years as specialist),"Old Airport Road, Bangalore",Bangalore,90%,(123 votes),₹ 850 fee
Dr. Prashanth Hungund,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",27 Years Experience Overall  (15 years as specialist),"Yeshwanthpur, Bangalore",Bangalore,90%,(123 votes),₹ 600 fee
Dr. Nagabhushan,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",23 Years Experience Overall  (16 years as specialist),"Banashankari, Bangalore",Bangalore,90%,(123 votes),₹ 800 fee
Dr. Azeem,Urologist,"MBBS, MS - General Surgery, MCh - Urology",27 Years Experience Overall  (8 years as specialist),"Indiranagar, Bangalore",Bangalore,90%,(123 votes),₹ 600 fee
Dr. Prasanna Venkatesh M. K,Urologist,"MBBS, MS - General Surgery, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",20 Years Experience Overall  (16 years as specialist),"Rajajinagar, Bangalore",Bangalore,96%,(307 votes),₹ 800 fee
Dr. Devaraj Urs H,Urologist,"MBBS, MS - General Surgery, MCh - Urology",18 Years Experience Overall  (2 years as specialist),"Yeshwanthpur, Bangalore",Bangalore,96%,(307 votes),₹ 600 fee
Dr. Somanna M,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",37 Years Experience Overall  (26 years as specialist),"Old Airport Road, Bangalore",Bangalore,91%,(43 votes),₹ 1100 fee
Dr. Mahendra Jain,Urologist,"MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery, MS - General Surgery, MBBS",34 Years Experience Overall  (25 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,80%,(45 votes),₹ 650 fee
Dr. Mohan Keshavamurthy,Urologist,"MBBS, MCh - Urology, MS - General Surgery",30 Years Experience Overall  (27 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,73%,(40 votes),₹ 1500 fee
Dr. V MohanKumar,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",18 Years Experience Overall  (6 years as specialist),"Hebbal, Bangalore",Bangalore,73%,(40 votes),₹ 800 fee
Dr. Raju R,Urologist,"MBBS, MS - General Surgery, MCh - Urology",14 Years Experience Overall  (2 years as specialist),"Jayanagar 9 Block, Bangalore",Bangalore,73%,(40 votes),₹ 750 fee
Dr. Madhusudhan H.R.,Urologist,"MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery, MBBS",27 Years Experience Overall  (22 years as specialist),"Jayanagar, Bangalore",Bangalore,68%,(37 votes),₹ 700 fee
Dr. Giridhar Venkatesh,Urologist,"MBBS, MS - General Surgery, MCh - Urology",15 Years Experience Overall  (13 years as specialist),"Electronics City, Bangalore",Bangalore,100%,(32 votes),₹ 900 fee
Dr. Pramod Shivaram Bhat,Urologist,"MBBS, MS - General Surgery, MCh - Urology",17 Years Experience Overall  (9 years as specialist),"Sarjapur Road, Bangalore",Bangalore,100%,(32 votes),₹ 600 fee
Dr. Raghunath S K,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",19 Years Experience Overall  (18 years as specialist),"Sampangiramnagar, Bangalore",Bangalore,100%,(32 votes),₹ 800 fee
Dr. Sharath C T,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",11 Years Experience Overall  (2 years as specialist),"Rajajinagar, Bangalore",Bangalore,100%,(32 votes),₹ 350 fee
Dr. Vinay N Kaushik,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",13 Years Experience Overall  (5 years as specialist),"Sampangiramnagar, Bangalore",Bangalore,100%,(32 votes),₹ 800 fee
Dr. Shreyas Nagaraj,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",14 Years Experience Overall  (4 years as specialist),"HBR Layout, Bangalore",Bangalore,100%,(32 votes),₹ 700 fee
Dr. Shreeharsha Mallappa Awati,Urologist,"DNB - Urology/Genito - Urinary Surgery, MS - General Surgery, MBBS",21 Years Experience Overall  (11 years as specialist),"Hulimavu, Bangalore",Bangalore,91%,(43 votes),₹ 700 fee
Dr. Bivek Kumar,Urologist,"MBBS, MS - General Surgery, MCh - Urology",14 Years Experience Overall  (5 years as specialist),"Bellandur, Bangalore",Bangalore,90%,(50 votes),₹ 450 fee
Dr. Tarun Javali,Urologist,"MBBS, MS - General Surgery, MCh - Urology",12 Years Experience Overall  (11 years as specialist),"Malleswaram, Bangalore",Bangalore,96%,(45 votes),₹ 850 fee
Dr. Parag Gupta,Urologist,"MBBS, MS - General Surgery, MCh - Urology",25 Years Experience Overall  (14 years as specialist),"Janakpuri, Delhi",Delhi,93%,(1061 votes),₹ 1000 fee
Dr. Ashish Saini,Urologist,"MBBS, MS - General Surgery, MCh - Urology, DNB - Urology/Genito - Urinary Surgery",20 Years Experience Overall  (13 years as specialist),"Greater Kailash Part 1, Delhi",Delhi,93%,(177 votes),₹ 1100 fee
Dr. Ankur Arya,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",13 Years Experience Overall  (6 years as specialist),"Pusa Road, Delhi",Delhi,93%,(177 votes),₹ 1200 fee
Dr. Arun Antony,Urologist,"MCh - Urology/Genito-Urinary Surgery, MS - General Surgery, MBBS",14 Years Experience Overall  (5 years as specialist),"Vikas Puri, Delhi",Delhi,99%,(222 votes),₹ 1000 fee
Dr. Waheedu Zaman,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MCh - Urology",29 Years Experience Overall  (22 years as specialist),"Rohini, Delhi",Delhi,96%,(79 votes),₹ 900 fee
Dr. Piyush Varshney,Urologist,"MBBS, MS - General Surgery, MCh - Urology",20 Years Experience Overall  (12 years as specialist),"Vasundhra Enclave, Delhi",Delhi,87%,(87 votes),₹ 700 fee
Dr. Harbinder Singh,Urologist,"DNB - Urology/Genito - Urinary Surgery, MBBS, MS - General Surgery",19 Years Experience Overall  (6 years as specialist),"Rohini Sector 3, Delhi",Delhi,98%,(124 votes),₹ 800 fee
Dr. Anurag Puri,Urologist,"MBBS, MS - General Surgery, MCh - Urology",17 Years Experience Overall  (7 years as specialist),"Vasant Kunj, Delhi",Delhi,95%,(40 votes),₹ 1000 fee
Dr. Rohit Kaushal,Urologist,"MBBS, MS - General Surgery, MCh - Urology, DNB - Urology/Genito - Urinary Surgery",15 Years Experience Overall  (6 years as specialist),"Saket, Delhi",Delhi,93%,(69 votes),₹ 800 fee
Dr. Rajinder Yadav,Urologist,"MBBS, MS - General Surgery, MCh - Urology",50 Years Experience Overall  (41 years as specialist),"Shalimar Bagh, Delhi",Delhi,61%,(23 votes),₹ 1500 fee
Dr. Gautam Banga,Urologist,"MBBS, MS - General Surgery, MCh - Urology",18 Years Experience Overall  (12 years as specialist),"Greater Kailash Part 1, Delhi",Delhi,91%,(65 votes),₹ 1300 fee
Dr. H.S.Bhatyal,Urologist,"MBBS, MS - General Surgery, MCh - Urology",51 Years Experience Overall  (36 years as specialist),"Pusa Road, Delhi",Delhi,91%,(65 votes),₹ 1500 fee
Dr. Rajesh Taneja,Urologist,"MBBS, MS - General Surgery, MCh - Urology",37 Years Experience Overall  (28 years as specialist),"Sarita Vihar, Delhi",Delhi,91%,(65 votes),₹ 1500 fee
Dr. Pragnesh Desai,Urologist,"MCh - Urology, DNB - General Surgery, MBBS",19 Years Experience Overall  (14 years as specialist),"Saket, Delhi",Delhi,91%,(65 votes),₹ 1000 fee
Dr. Samit Chaturvedi,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",20 Years Experience Overall  (12 years as specialist),"Saket, Delhi",Delhi,91%,(65 votes),₹ 1200 fee
Dr. Suresh K Rawat,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",43 Years Experience Overall  (42 years as specialist),"Sarita Vihar, Delhi",Delhi,91%,(65 votes),₹ 1500 fee
Dr. Anshuman Agarwal,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",27 Years Experience Overall  (19 years as specialist),"Sarita Vihar, Delhi",Delhi,90%,(20 votes),₹ 1500 fee
Dr. Ashish Sabharwal,Urologist,"MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MBBS",19 Years Experience Overall  (8 years as specialist),"Sarita Vihar, Delhi",Delhi,62%,(13 votes),₹ 1500 fee
Dr. Rajat Arora,Urologist,"MCh - Urology, MBBS, MS - General Surgery",19 Years Experience Overall  (7 years as specialist),"Shalimar Bagh, Delhi",Delhi,83%,(18 votes),₹ 600 fee
Dr. Vishal Dutt Gour,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",21 Years Experience Overall  (17 years as specialist),"Greater Kailash Part 1, Delhi",Delhi,89%,(19 votes),₹ 1500 fee
Dr. Yajvender Pratap Singh Rana,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",19 Years Experience Overall  (18 years as specialist),"Pusa Road, Delhi",Delhi,77%,(13 votes),₹ 1200 fee
Dr. Ruchir Maheshwari,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",22 Years Experience Overall  (13 years as specialist),"Saket, Delhi",Delhi,77%,(13 votes),₹ 1200 fee
Dr. Aditya Pradhan,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",28 Years Experience Overall  (18 years as specialist),"Dwarka Sector 12, Delhi",Delhi,72%,(60 votes),₹ 1500 fee
Dr. Shailesh Chandra Sahay,Urologist,"MBBS, MS - General Surgery, MCh - Urology",21 Years Experience Overall  (12 years as specialist),"Patparganj, Delhi",Delhi,84%,(43 votes),₹ 1200 fee
Dr. Pankaj Gaur,Urologist,"MBBS, MS - General Surgery, MCh - Urology, Fellowship in Laparoscopic and Robotic Surgical Oncology",17 Years Experience Overall  (4 years as specialist),"Patparganj, Delhi",Delhi,91%,(11 votes),₹ 1000 fee
Dr. Anil Kumar Gulia,Urologist,"MBBS, MS - General Surgery, MCh - Urology",24 Years Experience Overall  (13 years as specialist),"Okhla, Delhi",Delhi,91%,(11 votes),₹ 1500 fee
Dr. Yashdeep Rustagi,Urologist,"MBBS, MS - General Surgery, MCh - Urology",15 Years Experience Overall  (10 years as specialist),"Shalimar Bagh, Delhi",Delhi,100%,(20 votes),₹ 800 fee
Dr. Ayush Khetrapal,Urologist,"MBBS, MS - General Surgery, MCh - Urology",5 Years Experience Overall,"Karol Bagh, Delhi",Delhi,100%,(20 votes),₹ 1050 fee
Dr. B L Bhan,Urologist,"MBBS, MS - General Surgery, MCh - Urology",56 Years Experience Overall  (48 years as specialist),"Kilokri, Delhi",Delhi,100%,(20 votes),₹ 700 fee
Dr. Chandrakant Kar,Urologist,"MCh - Urology, MS - General Surgery, MBBS",25 Years Experience Overall  (14 years as specialist),"Dwarka, Delhi",Delhi,82%,(76 votes),₹ 600 fee
Dr. S K Pal,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",43 Years Experience Overall  (36 years as specialist),"Greater Kailash Part 1, Delhi",Delhi,71%,(28 votes),₹ 1500 fee
Dr. Rohit Juneja,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",12 Years Experience Overall  (5 years as specialist),"Paschim Vihar, Delhi",Delhi,99%,(189 votes),₹ 700 fee
Dr. Anant Kumar,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery",43 Years Experience Overall  (36 years as specialist),"Saket, Delhi",Delhi,63%,(30 votes),₹ 2000 fee
Dr. Vimal Dassi,Urologist,"MCh - Urology, MS - General Surgery, MBBS",19 Years Experience Overall  (14 years as specialist),"Patparganj, Delhi",Delhi,97%,(682 votes),₹ 1000 fee
Dr. Vikas Jain,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",23 Years Experience Overall  (16 years as specialist),"Shalimar Bagh, Delhi",Delhi,97%,(682 votes),₹ 1500 fee
Dr. Anish Kumar Gupta,Urologist,"MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MBBS",18 Years Experience Overall  (11 years as specialist),"Ashok Vihar, Delhi",Delhi,97%,(940 votes),₹ 800 fee
Dr. Ajit Saxena,Urologist,"MBBS, MS - General Surgery, Diploma in Urology",36 Years Experience Overall  (32 years as specialist),"Sarita Vihar, Delhi",Delhi,97%,(940 votes),₹ 2000 fee
Dr. Vipin Arora,Urologist,"MBBS, MS - General Surgery, Diploma in Urology",36 Years Experience Overall  (35 years as specialist),"Sarita Vihar, Delhi",Delhi,97%,(940 votes),₹ 1500 fee
Dr. Swatantra Rao,Urologist,"MCh - Urology, MBBS, MS - General Surgery",11 Years Experience Overall  (4 years as specialist),"Vasant Vihar, Delhi",Delhi,96%,(49 votes),₹ 1000 fee
Dr. Sandeep Guleria,Urologist,"MBBS, DNB - Urology/Genito - Urinary Surgery, MS - General Surgery",38 Years Experience Overall  (34 years as specialist),"Sarita Vihar, Delhi",Delhi,96%,(49 votes),₹ 1000 fee
Dr. Pawan Kesarwani,Urologist,"MBBS, MS - General Surgery, MCh - Urology",27 Years Experience Overall  (19 years as specialist),"Patparganj, Delhi",Delhi,86%,(108 votes),₹ 1000 fee
Dr. (Prof.) Nayan Kumar,Urologist,"MBBS, MS - General Surgery, MCh - Urology",49 Years Experience Overall  (38 years as specialist),"Safdarjung Enclave, Delhi",Delhi,96%,(28 votes),₹ 1000 fee
Dr. Anjani Kumar Agrawal,Urologist,"MBBS, MS - General Surgery, MCh - Urology",28 Years Experience Overall  (25 years as specialist),"Saket, Delhi",Delhi,97%,(75 votes),₹ 1800 fee
Dr. Gaurav Garg,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",12 Years Experience Overall  (3 years as specialist),"Saket, Delhi",Delhi,98%,(54 votes),₹ 1000 fee
Dr. Sanjay Gogoi,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery, MNAMS - Urology",25 Years Experience Overall  (21 years as specialist),"Dwarka Sector 6, Delhi",Delhi,83%,(36 votes),₹ 1100 fee
Dr. Mayank Gupta,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",27 Years Experience Overall  (19 years as specialist),"Patparganj, Delhi",Delhi,67%,(39 votes),₹ 1000 fee
Dr. Harwinder Singh Chauhan,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",27 Years Experience Overall  (14 years as specialist),"Shalimar Bagh, Delhi",Delhi,67%,(39 votes),₹ 800 fee
