Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Prashanth J.V,bariatric surgeon,"MBBS, MS - General Surgery",28 Years Experience Overall  (22 years as specialist),"Mathikere - BEL, Bangalore",Bangalore,97%,(70 votes),₹ 1000 fee
Dr. G. Moinoddin,bariatric surgeon,"MS - General Surgery, MBBS",13 Years Experience Overall  (10 years as specialist),"Millers Road, Bangalore",Bangalore,100%,(12 votes),₹ 1000 fee
Dr. Kumar S S,bariatric surgeon,"MS - General Surgery, MBBS",17 Years Experience Overall  (12 years as specialist),"HBR Layout, Bangalore",Bangalore,100%,(12 votes),₹ 600 fee
Dr. Subhash R C,bariatric surgeon,"MBBS, MS - General Surgery",24 Years Experience Overall  (21 years as specialist),"Jayanagar, Bangalore",Bangalore,96%,(46 votes),₹ 700 fee
Dr. Gaurav Singh,bariatric surgeon,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",16 Years Experience Overall  (9 years as specialist),"Kumaraswamy Layout, Bangalore",Bangalore,96%,(46 votes),₹ 550 fee
Dr. Manohar S,bariatric surgeon,"MBBS, DNB - General Surgery",14 Years Experience Overall  (4 years as specialist),"Vasanthnagar, Bangalore",Bangalore,96%,(46 votes),₹ 400 fee
Dr. Shiva Kumar,bariatric surgeon,"MBBS, DNB - General Surgery",11 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,74%,(19 votes),₹ 800 fee
Dr. Abdul Razack.G.S,bariatric surgeon,"MBBS, MS - General Surgery",21 Years Experience Overall  (14 years as specialist),"Jayanagar 9 Block, Bangalore",Bangalore,82%,(17 votes),₹ 650 fee
Dr. Vamsi Krishna M,bariatric surgeon,"MBBS, MS - General Surgery",25 Years Experience Overall  (17 years as specialist),"Banashankari, Bangalore",Bangalore,82%,(17 votes),₹ 700 fee
Dr. Ramesh Makam,bariatric surgeon,"MBBS, DNB - General Surgery",34 Years Experience Overall  (32 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,91%,(44 votes),₹ 850 fee
Dr. Manish Joshi,bariatric surgeon,"MBBS, MS - General Surgery, MRCS (UK), DNB - Surgical Gastroenterology",23 Years Experience Overall  (19 years as specialist),"Kundalahalli, Bangalore",Bangalore,88%,(42 votes),₹ 1100 fee
Dr. Ramraj V N,bariatric surgeon,"MBBS, DNB - General Surgery, Fellow of American College of Surgeons(FACS)",13 Years Experience Overall,"Richmond Town, Bangalore",Bangalore,88%,(42 votes),₹ 600 fee
Dr. G. H. Raju,bariatric surgeon,"MBBS, MS - General Surgery",25 Years Experience Overall  (24 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,88%,(17 votes),₹ 850 fee
Dr. Ashish Pitale,bariatric surgeon,"MBBS, MS - General Surgery, FRCS - General Surgery",32 Years Experience Overall  (28 years as specialist),"Dwarka, Delhi",Delhi,97%,(74 votes),₹ 700 fee
Dr. Sumeet Shah,bariatric surgeon,"MBBS, MS - General Surgery, DNB - General Surgery",29 Years Experience Overall  (24 years as specialist),"Greater Kailash Part 1, Delhi",Delhi,97%,(74 votes),₹ 1400 fee
Dr. Amit Agarwal,bariatric surgeon,"MBBS, MS - General Surgery, DNB - General Medicine",20 Years Experience Overall  (15 years as specialist),"Pusa Road, Delhi",Delhi,100%,(27 votes),₹ 1800 fee
Dr. Pradeep Chowbey,bariatric surgeon,"MBBS, MS - General Surgery",48 Years Experience Overall  (46 years as specialist),"Saket, Delhi",Delhi,88%,(32 votes),₹ 1200 fee
Dr. Shailender Kumar Jain,bariatric surgeon,"MBBS, MS - General Surgery",28 Years Experience Overall  (23 years as specialist),"Dwarka, Delhi",Delhi,84%,(51 votes),₹ 500 fee
Dr. Arun Prasad,bariatric surgeon,"MBBS, MS - General Surgery, FRCS - General Surgery, Fellow of American College of Surgeons(FACS)",39 Years Experience Overall  (34 years as specialist),"Sarita Vihar, Delhi",Delhi,100%,(17 votes),₹ 1500 fee
Dr. Manish Baijal,bariatric surgeon,"MBBS, DNB - General Surgery",30 Years Experience Overall  (27 years as specialist),"Saket, Delhi",Delhi,100%,(17 votes),₹ 1000 fee
Dr. Pradeep Jain,bariatric surgeon,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, MCh - Surgical Oncology",37 Years Experience Overall  (30 years as specialist),"Shalimar Bagh, Delhi",Delhi,83%,(48 votes),₹ 1800 fee
Dr. Mohit Jain,bariatric surgeon,"MBBS, MS - General Surgery",23 Years Experience Overall  (18 years as specialist),"Pusa Road, Delhi",Delhi,97%,(39 votes),₹ 1800 fee
Dr. Amit Javed,bariatric surgeon,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",22 Years Experience Overall  (19 years as specialist),"Punjabi Bagh, Delhi",Delhi,99%,(266 votes),₹ 1000 fee
Dr. Arush Sabharwal,bariatric surgeon,"MBBS, MS - General Surgery",14 Years Experience Overall  (13 years as specialist),"Karol Bagh, Delhi",Delhi,99%,(266 votes),₹ 850 fee
Dr. Sandip Banerjee,bariatric surgeon,"MBBS, DNB - General Surgery, MNAMS - General Surgery",20 Years Experience Overall  (13 years as specialist),"Nehru Place, Delhi",Delhi,99%,(266 votes),₹ 1000 fee
Dr. Sandeep Jain,bariatric surgeon,"MBBS, DNB - General Surgery",21 Years Experience Overall  (14 years as specialist),"Patparganj, Delhi",Delhi,92%,(12 votes),₹ 800 fee
Dr. Rajesh Khullar,bariatric surgeon,"MBBS, MS - General Surgery",42 Years Experience Overall  (39 years as specialist),"Saket, Delhi",Delhi,92%,(12 votes),₹ 1000 fee
Dr. Vandana Soni,bariatric surgeon,"MBBS, MS - General Surgery",33 Years Experience Overall  (28 years as specialist),"Saket, Delhi",Delhi,92%,(12 votes),₹ 1000 fee
Dr. Pradeep K Dewan,bariatric surgeon,"MBBS, MS - General Surgery",43 Years Experience Overall  (32 years as specialist),"Patparganj, Delhi",Delhi,92%,(12 votes),₹ 800 fee
Dr. Aloy J Mukherjee,bariatric surgeon,"MBBS, MS - General Surgery",26 Years Experience Overall  (11 years as specialist),"Sarita Vihar, Delhi",Delhi,92%,(12 votes),₹ 2000 fee
Dr. S S Bhagat,bariatric surgeon,"MBBS, MS - General Surgery",40 Years Experience Overall  (34 years as specialist),"Patparganj, Delhi",Delhi,92%,(12 votes),₹ 600 fee
Dr. Bhoopendra Prasad,bariatric surgeon,"MBBS, MS - General Surgery",21 Years Experience Overall  (20 years as specialist),"Sarita Vihar, Delhi",Delhi,92%,(12 votes),₹ 1000 fee
Dr. Nikunj Bansal,bariatric surgeon,"MBBS, MS - General Surgery",22 Years Experience Overall  (15 years as specialist),"Karol Bagh, Delhi",Delhi,92%,(12 votes),₹ 850 fee
Dr. Rekha Jaiswal,bariatric surgeon,"MBBS, MS - General Surgery",30 Years Experience Overall  (22 years as specialist),"Sarita Vihar, Delhi",Delhi,92%,(12 votes),₹ 1500 fee
Dr. Ashish Sachan,bariatric surgeon,"MBBS, MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery",12 Years Experience Overall  (8 years as specialist),"Dilshad Garden, Delhi",Delhi,99%,(71 votes),₹ 800 fee
Dr. Randeep Wadhawan,bariatric surgeon,"MBBS, MS - General Surgery",34 Years Experience Overall  (27 years as specialist),"Dwarka Sector 6, Delhi",Delhi,99%,(71 votes),₹ 1100 fee
Dr. Ravindra Vats,bariatric surgeon,"MBBS, MS - General Surgery",23 Years Experience Overall  (18 years as specialist),"Pusa Road, Delhi",Delhi,99%,(71 votes),₹ 1500 fee
Dr. Sukhvinder Singh Saggu,bariatric surgeon,"MBBS, MS - General Surgery, Fellow of American College of Surgeons(FACS)",23 Years Experience Overall  (19 years as specialist),"Punjabi Bagh, Delhi",Delhi,96%,(23 votes),₹ 1000 fee
Dr. Kapil Dev,bariatric surgeon,"MS - General Surgery, MBBS",31 Years Experience Overall  (30 years as specialist),"Nehru Place, Delhi",Delhi,96%,(23 votes),₹ 2000 fee
Dr. Shailesh Gupta,bariatric surgeon,"MBBS, MS - General Surgery",12 Years Experience Overall  (8 years as specialist),"Patparganj, Delhi",Delhi,96%,(23 votes),₹ 800 fee
Dr. Vivek Bindal,bariatric surgeon,"MBBS, DNB - General Surgery, MS - General Surgery, MRCS (UK), FNB - Minimal Access Surgery, MNAMS - General Surgery",14 Years Experience Overall,"Patparganj, Delhi",Delhi,96%,(23 votes),₹ 1000 fee
Dr. Gauranga Saikia,bariatric surgeon,"MBBS, DNB - General Surgery",17 Years Experience Overall  (10 years as specialist),"Saket, Delhi",Delhi,96%,(23 votes),₹ 1000 fee
Dr. Naveen Kumar Verma,bariatric surgeon,"MBBS, MS - General Surgery",8 Years Experience Overall  (6 years as specialist),"Dwarka Sector 6, Delhi",Delhi,96%,(23 votes),₹ 1100 fee
Dr. Atul N.C. Peters,bariatric surgeon,"MBBS, DNB - General Surgery",28 Years Experience Overall  (24 years as specialist),"Saket, Delhi",Delhi,96%,(23 votes),₹ 2000 fee
Dr. Arun Bhardwaj,bariatric surgeon,"MBBS, MS - General Surgery, DNB - General Surgery, MRCS (UK)",14 Years Experience Overall  (10 years as specialist),"Dwarka Sector 6, Delhi",Delhi,100%,(13 votes),₹ 1100 fee
Dr. Suresh Kumar Abrol,bariatric surgeon,"MBBS, MS - General Surgery",43 Years Experience Overall,"Shalimar Bagh, Delhi",Delhi,100%,(13 votes),₹ 1500 fee
Dr. Sanjay Verma,bariatric surgeon,"MBBS, MS - General Surgery",28 Years Experience Overall  (22 years as specialist),"Okhla, Delhi",Delhi,100%,(13 votes),₹ 1500 fee
Dr. Deep Goel,bariatric surgeon,"MBBS, DNB - General Surgery",32 Years Experience Overall  (26 years as specialist),"Pusa Road, Delhi",Delhi,100%,(13 votes),₹ 1500 fee
Dr. Jotinder Khanna,bariatric surgeon,"MBBS, MS - General Surgery, FNB - Minimal Access Surgery",26 Years Experience Overall  (19 years as specialist),"Greater Kailash Part 1, Delhi",Delhi,100%,(33 votes),₹ 1000 fee
Dr. Amit Jain,bariatric surgeon,"MS - General Surgery, MCh - Surgical Gastroenterology/G.I. Surgery, MBBS",19 Years Experience Overall  (16 years as specialist),"Patparganj, Delhi",Delhi,88%,(203 votes),₹ 800 fee
Dr. Pankaj Sharma,bariatric surgeon,"MBBS, MS - General Surgery",31 Years Experience Overall  (25 years as specialist),"Rohini, Delhi",Delhi,97%,(214 votes),₹ 1000 fee
Dr. Harmeet Singh Kapoor,bariatric surgeon,"MBBS, MS - General Surgery",35 Years Experience Overall  (27 years as specialist),"Pusa Road, Delhi",Delhi,97%,(214 votes),₹ 1800 fee
Dr. Ashutosh Jha,bariatric surgeon,"MBBS, MS - General Surgery",31 Years Experience Overall  (26 years as specialist),"Patparganj, Delhi",Delhi,97%,(214 votes),₹ 400 fee
Dr. Vishal Diddi,bariatric surgeon,"MBBS, DNB - General Surgery, FCPS - General Surgery",17 Years Experience Overall  (11 years as specialist),"Andheri West, Mumbai",Mumbai,100%,(45 votes),₹ 700 fee
Dr. Sanjay Borude,bariatric surgeon,"MS - General Surgery, MBBS",39 Years Experience Overall  (34 years as specialist),"Chembur, Mumbai",Mumbai,98%,(102 votes),₹ 3000 fee
Dr. Manoj Gandhi,bariatric surgeon,"DNB - General Surgery, MBBS",28 Years Experience Overall  (21 years as specialist),"Dadar, Mumbai",Mumbai,91%,(23 votes),₹ 1000 fee
Dr. Muffazal Lakdawala,bariatric surgeon,"MBBS, MS - General Surgery",32 Years Experience Overall  (27 years as specialist),"Worli, Mumbai",Mumbai,97%,(169 votes),₹ 4000 fee
Dr. Jayashree Todkar,bariatric surgeon,"MBBS, MS - General Surgery",31 Years Experience Overall  (27 years as specialist),"Powai, Mumbai",Mumbai,95%,(111 votes),₹ 1500 fee
Dr. Laxman Salve,bariatric surgeon,"MBBS, MS - General Surgery",22 Years Experience Overall  (18 years as specialist),"Chembur, Mumbai",Mumbai,99%,(169 votes),₹ 2000 fee
Dr. Aparna Govil Bhasker,bariatric surgeon,"MS - General Surgery, MBBS",17 Years Experience Overall  (16 years as specialist),"Chembur, Mumbai",Mumbai,94%,(106 votes),₹ 1500 fee
Dr. Ramen Goel,bariatric surgeon,"MBBS, MS - General Surgery",37 Years Experience Overall  (35 years as specialist),"Chembur, Mumbai",Mumbai,96%,(25 votes),₹ 1500 fee
Dr. Manish Motwani,bariatric surgeon,"MBBS, MS - General Surgery",27 Years Experience Overall  (22 years as specialist),"Mulund West, Mumbai",Mumbai,89%,(18 votes),₹ 1000 fee
Dr. Hemal Bhagat,bariatric surgeon,"MBBS, DNB - General Surgery, Diploma in Laparoscopy",29 Years Experience Overall  (22 years as specialist),"Andheri West, Mumbai",Mumbai,98%,(1185 votes),₹ 2000 fee
Dr. Brijesh Dube,bariatric surgeon,"MBBS, MS - General Surgery",25 Years Experience Overall  (20 years as specialist),"Malad West, Mumbai",Mumbai,98%,(1185 votes),₹ 1000 fee
