Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Mala Sibal,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology",35 Years Experience Overall  (31 years as specialist),"Old Airport Road, Bangalore",Bangalore,87%,(23 votes),₹ 1100 fee
Dr. Sunitha T,Infertility Specialist,"MS - Obstetrics & Gynaecology, MBBS",16 Years Experience Overall  (12 years as specialist),"Vidyaranyapura, Bangalore",Bangalore,99%,(166 votes),₹ 400 fee
Dr. Anupama Ashok,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",27 Years Experience Overall  (20 years as specialist),"Sahakaranagar, Bangalore",Bangalore,98%,(601 votes),₹ 850 fee
Dr. Vani R,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",26 Years Experience Overall  (21 years as specialist),"Basavanagudi, Bangalore",Bangalore,96%,(325 votes),₹ 500 fee
Dr. Priti Venkatesh,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology, DGO",39 Years Experience Overall  (36 years as specialist),"Old Airport Road, Bangalore",Bangalore,95%,(19 votes),₹ 1100 fee
Dr. Divyashree PS,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, FNB - Reproductive Medicine",18 Years Experience Overall  (14 years as specialist),"JP Nagar, Bangalore",Bangalore,98%,(302 votes),₹ 500 fee
Dr. Rashmi Patil,Infertility Specialist,"MS - Obstetrics & Gynaecology, MBBS, DNB - Obstetrics & Gynecology, MRCOG(UK)",13 Years Experience Overall  (9 years as specialist),"Banashankari, Bangalore",Bangalore,100%,(59 votes),₹ 700 fee
Dr. Anu Joseph,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",15 Years Experience Overall  (12 years as specialist),"Electronics City, Bangalore",Bangalore,96%,(247 votes),₹ 650 fee
Dr. Payal Mahapatra,Infertility Specialist,"MBBS, DGO",17 Years Experience Overall  (12 years as specialist),"Marathahalli, Bangalore",Bangalore,90%,(154 votes),₹ 700 fee
Dr. B Ramesh,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",34 Years Experience Overall  (29 years as specialist),"HBR Layout, Bangalore",Bangalore,99%,(361 votes),₹ 800 fee
Dr. Sushma,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology",13 Years Experience Overall  (9 years as specialist),"Basaveshwaranagar, Bangalore",Bangalore,99%,(79 votes),₹ 500 fee
Dr. Yasmin Imdad,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology",21 Years Experience Overall  (17 years as specialist),"Whitefield, Bangalore",Bangalore,100%,(65 votes),₹ 600 fee
Dr. Rashmi Swaroop,Infertility Specialist,"MBBS, DGO, Fellowship in Reproductive Medicine",23 Years Experience Overall  (16 years as specialist),"VV Puram, Bangalore",Bangalore,97%,(150 votes),₹ 600 fee
Dr. Geetha Belliappa,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",32 Years Experience Overall  (29 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,95%,(39 votes),₹ 950 fee
Dr. Aparnaa Panda,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",25 Years Experience Overall  (20 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,92%,(1199 votes),₹ 950 fee
Dr. Chandrika P. Kulkarni,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine, DNB - Obstetrics & Gynecology",22 Years Experience Overall  (18 years as specialist),"Jayanagar, Bangalore",Bangalore,90%,(69 votes),₹ 850 fee
Dr. Shashikala Ksheerasagar,Infertility Specialist,"MBBS, DGO, MRCOG(UK), Fellowship in Reproductive Medicine",22 Years Experience Overall  (20 years as specialist),"Millers Road, Bangalore",Bangalore,100%,(26 votes),₹ 1000 fee
Dr. Manisha Singh,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology, MD - Obstetrics & Gynaecology, Fellow of Royal College of Obstetricians and Gynaecologists FRCOG (London)",32 Years Experience Overall  (29 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,84%,(37 votes),₹ 1100 fee
Dr. Sophia,Infertility Specialist,"MBBS, Post Doctoral Fellowship in Reproductive Medicine, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (9 years as specialist),"Electronics City, Bangalore",Bangalore,94%,(64 votes),₹ 850 fee
Dr. Raman Shobana,Infertility Specialist,"DGO, DNB - Obstetrics & Gynecology, MBBS",13 Years Experience Overall,"Electronics City, Bangalore",Bangalore,100%,(38 votes),₹ 850 fee
Dr. Swetha Vinjamuri,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology",18 Years Experience Overall  (9 years as specialist),"Kalyan Nagar, Bangalore",Bangalore,99%,(152 votes),₹ 650 fee
Dr. Mutyalatha Koppula,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",19 Years Experience Overall  (15 years as specialist),"Yelahanka New Town, Bangalore",Bangalore,100%,(91 votes),₹ 300 fee
Dr. Maheshwari,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (7 years as specialist),"Banashankari 1st Stage, Bangalore",Bangalore,92%,(13 votes),₹ 600 fee
Dr. Prajual S Hegde,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",29 Years Experience Overall  (24 years as specialist),"Koramangala 6 Block, Bangalore",Bangalore,94%,(66 votes),₹ 600 fee
Dr. Mangala Gowri,Infertility Specialist,"MS - Obstetrics & Gynaecology, MBBS",24 Years Experience Overall  (14 years as specialist),"Basavanagudi, Bangalore",Bangalore,91%,(11 votes),₹ 650 fee
Dr. Ruksana,Infertility Specialist,"MD - Obstetrics & Gynaecology, MBBS",23 Years Experience Overall  (22 years as specialist),"Kalyan Nagar, Bangalore",Bangalore,100%,(39 votes),₹ 600 fee
Dr. Roopa N K,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",21 Years Experience Overall  (16 years as specialist),"Rajarajeshwarinagar, Bangalore",Bangalore,94%,(17 votes),₹ 500 fee
Dr. Latha N,Infertility Specialist,"MBBS, DGO",29 Years Experience Overall  (22 years as specialist),"Padmanabhanagar, Bangalore",Bangalore,99%,(231 votes),₹ 500 fee
Dr. Harshita Ramamurthy,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (8 years as specialist),"JP Nagar 6 Phase, Bangalore",Bangalore,99%,(231 votes),₹ 500 fee
Dr. Poornima Kinila,Infertility Specialist,"MBBS, DGO",18 Years Experience Overall  (17 years as specialist),"JP Nagar, Bangalore",Bangalore,100%,(28 votes),₹ 800 fee
Dr. Padmapriya G V,Infertility Specialist,"DNB - Obstetrics & Gynecology, MBBS, DGO",15 Years Experience Overall  (8 years as specialist),"Rajajinagar, Bangalore",Bangalore,100%,(44 votes),₹ 500 fee
Dr. Shwetha Y Baratikkae,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology, Fellowship in Reproductive Medicine",19 Years Experience Overall  (16 years as specialist),"Basaveshwaranagar, Bangalore",Bangalore,96%,(433 votes),₹ 600 fee
Dr. Prashant Joshi,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",17 Years Experience Overall,"Jayanagar, Bangalore",Bangalore,100%,(12 votes),₹ 850 fee
Dr. Anitha Rao,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",23 Years Experience Overall  (22 years as specialist),"Hebbal, Bangalore",Bangalore,98%,(1383 votes),₹ 850 fee
Dr. K Monika Yadav,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",18 Years Experience Overall  (11 years as specialist),"Electronics City, Bangalore",Bangalore,98%,(92 votes),₹ 850 fee
Dr. Shalini K Mishra,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (6 years as specialist),"Marathahalli, Bangalore",Bangalore,97%,(60 votes),₹ 500 fee
Dr. B Mallikarjuna Kirthi,Infertility Specialist,"MBBS, DGO, MRCOG(UK), Advanced Training Skills Module in Subfertility & Reproductive Health (UK)",24 Years Experience Overall  (20 years as specialist),"Malleswaram, Bangalore",Bangalore,100%,(34 votes),₹ 850 fee
Dr. Ankita Gahlot,Infertility Specialist,"MS - Obstetrics & Gynaecology, MBBS",6 Years Experience Overall  (3 years as specialist),"Sarjapur Road, Bangalore",Bangalore,100%,(34 votes),₹ 750 fee
Dr. Dhershana Raja,Infertility Specialist,"MBBS, DGO",44 Years Experience Overall  (39 years as specialist),"Bellandur, Bangalore",Bangalore,76%,(37 votes),₹ 700 fee
Dr. Nirmala R,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",25 Years Experience Overall,"JP Nagar, Bangalore",Bangalore,80%,(25 votes),₹ 800 fee
Dr. Vyshnavi A Rao,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",9 Years Experience Overall  (6 years as specialist),"JP Nagar 1 Phase, Bangalore",Bangalore,97%,(106 votes),₹ 900 fee
Dr. Aparna Patil,Infertility Specialist,"MS - Obstetrics & Gynaecology, MBBS",12 Years Experience Overall  (8 years as specialist),"Whitefield, Bangalore",Bangalore,97%,(105 votes),₹ 600 fee
Dr. Ranjitha G Babu,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (12 years as specialist),"Rajajinagar, Bangalore",Bangalore,100%,(52 votes),₹ 600 fee
Dr. Devi R,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",13 Years Experience Overall  (8 years as specialist),"Banashankari 3rd Stage, Bangalore",Bangalore,99%,(72 votes),₹ 600 fee
Dr. Supriya Seshadri,Infertility Specialist,"MD - Obstetrics & Gynaecology, MBBS",39 Years Experience Overall  (34 years as specialist),"Old Airport Road, Bangalore",Bangalore,94%,(32 votes),₹ 1100 fee
Dr. Sunitha B.,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology",21 Years Experience Overall  (19 years as specialist),"JP Nagar 1 Phase, Bangalore",Bangalore,97%,(215 votes),₹ 900 fee
Dr. (Mrs.) Vishnu Vandana,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",14 Years Experience Overall  (13 years as specialist),"HSR Layout, Bangalore",Bangalore,96%,(56 votes),₹ 500 fee
Dr. Rakshita,Infertility Specialist,"MBBS, DGO",17 Years Experience Overall  (14 years as specialist),"Sarjapur Road, Bangalore",Bangalore,95%,(20 votes),₹ 500 fee
Dr. Ambika V,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",21 Years Experience Overall  (16 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,84%,(61 votes),₹ 950 fee
Dr. Sunil Eshwar,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",23 Years Experience Overall  (18 years as specialist),"JP Nagar, Bangalore",Bangalore,97%,(677 votes),₹ 1000 fee
Dr. Rathnamani,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",18 Years Experience Overall  (13 years as specialist),"Marathahalli, Bangalore",Bangalore,98%,(137 votes),₹ 900 fee
Dr. Narmatha E,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",9 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,98%,(137 votes),₹ 400 fee
Dr. Suguna Reddy,Infertility Specialist,"MBBS, DGO",33 Years Experience Overall  (28 years as specialist),"Koramangala 6 Block, Bangalore",Bangalore,63%,(16 votes),₹ 650 fee
Dr. Nagaveni.R,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology",16 Years Experience Overall  (13 years as specialist),"HRBR Layout, Bangalore",Bangalore,100%,(837 votes),₹ 700 fee
Dr. Sangeetha,Infertility Specialist,"Fellowship in Reproductive Medicine, MD - Obstetrics & Gynaecology, MBBS",12 Years Experience Overall  (9 years as specialist),"Marathahalli, Bangalore",Bangalore,99%,(285 votes),₹ 700 fee
Dr. Raajam Murali S R,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",23 Years Experience Overall  (9 years as specialist),"Kumara Park West, Bangalore",Bangalore,94%,(17 votes),₹ 900 fee
Dr. Vinod Kumar N,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",18 Years Experience Overall  (12 years as specialist),"JP Nagar 1 Phase, Bangalore",Bangalore,94%,(17 votes),₹ 900 fee
Dr. Kathyaini V S,Infertility Specialist,"MBBS, DGO",11 Years Experience Overall  (10 years as specialist),"Banashankari, Bangalore",Bangalore,100%,(13 votes),₹ 500 fee
Dr. Chetan Nelvigi,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",31 Years Experience Overall  (30 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,88%,(24 votes),₹ 950 fee
Dr. Kavya D Sharma,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",13 Years Experience Overall  (7 years as specialist),"Whitefield, Bangalore",Bangalore,92%,(26 votes),₹ 800 fee
Dr. Swati Shree,Infertility Specialist,"MBBS, Fellowship in Reproductive Medicine, DNB - Obstetrics & Gynecology",6 Years Experience Overall,"Bellandur, Bangalore",Bangalore,92%,(26 votes),₹ 700 fee
Dr. Priyanka Mohan,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",13 Years Experience Overall  (9 years as specialist),"Bellandur, Bangalore",Bangalore,100%,(27 votes),₹ 850 fee
Dr. Suchindra R,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",16 Years Experience Overall  (15 years as specialist),"Indiranagar, Bangalore",Bangalore,87%,(46 votes),₹ 900 fee
Dr. Vidya Gayathri S,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",17 Years Experience Overall  (11 years as specialist),"Whitefield, Bangalore",Bangalore,97%,(89 votes),₹ 850 fee
Dr. Ujwala,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",7 Years Experience Overall  (3 years as specialist),"Jayanagar 8 Block, Bangalore",Bangalore,97%,(89 votes),₹ 500 fee
Dr. Priyanka Dilip Kumar,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",14 Years Experience Overall  (9 years as specialist),"New BEL Road, Bangalore",Bangalore,97%,(89 votes),₹ 900 fee
Dr. Sangeetha Rao T P,Infertility Specialist,"MBBS, DGO",15 Years Experience Overall  (11 years as specialist),"Jayanagar, Bangalore",Bangalore,94%,(17 votes),₹ 600 fee
Dr. Shivani Chandan L,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",12 Years Experience Overall  (8 years as specialist),"JP Nagar, Bangalore",Bangalore,98%,(44 votes),₹ 800 fee
Dr. Shashikala K.T,Infertility Specialist,"MBBS, DGO, Fellowship in Reproductive Medicine",15 Years Experience Overall  (13 years as specialist),"Kammana Halli, Bangalore",Bangalore,88%,(16 votes),₹ 650 fee
Dr. Suchithra Reddy,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",12 Years Experience Overall  (7 years as specialist),"Sarjapur Road, Bangalore",Bangalore,100%,(14 votes),₹ 750 fee
Dr. Vandana Ramanathan,Infertility Specialist,"MBBS, Fellowship in Reproductive Medicine, DNB - Obstetrics & Gynecology",11 Years Experience Overall,"Whitefield, Bangalore",Bangalore,100%,(14 votes),₹ 900 fee
Dr. Ramya Shankar,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology",22 Years Experience Overall  (14 years as specialist),"Banashankari, Bangalore",Bangalore,100%,(14 votes),₹ 600 fee
Dr. Trina Karmakar,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",9 Years Experience Overall  (7 years as specialist),"Marathahalli, Bangalore",Bangalore,93%,(14 votes),₹ 700 fee
Dr. Bhavana Girish,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",11 Years Experience Overall  (8 years as specialist),"Banashankari, Bangalore",Bangalore,93%,(14 votes),₹ 700 fee
Dr. Nidhi Jhawar,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology, Fellowship in Reproductive Medicine",10 Years Experience Overall,"Richmond Town, Bangalore",Bangalore,93%,(14 votes),₹ 1200 fee
Dr. Harshitha Krishnappa,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",6 Years Experience Overall  (2 years as specialist),"Koramangala 5 Block, Bangalore",Bangalore,93%,(14 votes),₹ 700 fee
Dr. Priyanka Rani,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology, Fellowship in Reproductive Medicine",17 Years Experience Overall  (11 years as specialist),"Electronics City, Bangalore",Bangalore,82%,(11 votes),₹ 550 fee
Dr. Reetu G. Naresh,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",27 Years Experience Overall  (20 years as specialist),"VV Puram, Bangalore",Bangalore,82%,(11 votes),₹ 600 fee
Dr. Shaik Habiba,Infertility Specialist,"MBBS, DGO",10 Years Experience Overall  (4 years as specialist),"HSR Layout, Bangalore",Bangalore,82%,(11 votes),₹ 500 fee
Dr. Rubeena Zainab,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",11 Years Experience Overall  (10 years as specialist),"Indiranagar, Bangalore",Bangalore,82%,(11 votes),₹ 900 fee
Dr. Sharvari Mundhe,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",8 Years Experience Overall  (5 years as specialist),"Sarjapur Road, Bangalore",Bangalore,82%,(11 votes),₹ 900 fee
Dr. M. Gowri,Infertility Specialist,"MBBS, DGO",33 Years Experience Overall  (28 years as specialist),"HSR Layout, Bangalore",Bangalore,91%,(1675 votes),₹ 700 fee
Dr. Bhargavi V,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology, Fellowship in Reproductive Medicine",22 Years Experience Overall  (18 years as specialist),"T Dasarahalli, Bangalore",Bangalore,97%,(219 votes),₹ 400 fee
Dr. Mukta Nadig,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",42 Years Experience Overall  (35 years as specialist),"Malleswaram, Bangalore",Bangalore,94%,(371 votes),₹ 850 fee
Dr. Lakshmi Devi,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",17 Years Experience Overall  (12 years as specialist),"Kadugodi, Bangalore",Bangalore,95%,(314 votes),₹ 500 fee
Dr. Amrita Rao,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",29 Years Experience Overall  (20 years as specialist),"Old Airport Road, Bangalore",Bangalore,93%,(100 votes),₹ 1100 fee
Dr. Suhasini Inamdar,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",38 Years Experience Overall  (35 years as specialist),"Indiranagar, Bangalore",Bangalore,96%,(157 votes),₹ 800 fee
Dr. Smitha A.P.,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",20 Years Experience Overall  (12 years as specialist),"Old Airport Road, Bangalore",Bangalore,99%,(110 votes),₹ 850 fee
Dr. Asha Vijendra Gowda,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",18 Years Experience Overall  (17 years as specialist),"Nagarbhavi 2nd Stage, Bangalore",Bangalore,91%,(46 votes),₹ 500 fee
