Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Richa Singh,Neurosurgeon,"MBBS, DNB - Neurosurgery, MA - Psychology",22 Years Experience Overall  (11 years as specialist),"New Rajendra Nagar, Delhi",Delhi,85%,(48 votes),₹ 700 fee
Dr. Sanjeev Dua,Neurosurgeon,"MBBS, MS - General Surgery, MCh - Neuro Surgery",45 Years Experience Overall  (39 years as specialist),"Patparganj, Delhi",Delhi,91%,(11 votes),₹ 1000 fee
Dr. Manish Bummerkar,Neurosurgeon,"MBBS, MS - General Surgery, MCh - Neuro Surgery",30 Years Experience Overall  (17 years as specialist),"Pandav Nagar, Delhi",Delhi,91%,(11 votes),₹ 800 fee
Dr. Anil Kansal,Neurosurgeon,"MBBS, MS - General Surgery, MCh - Neuro Surgery",29 Years Experience Overall  (21 years as specialist),"Shalimar Bagh, Delhi",Delhi,76%,(29 votes),₹ 1500 fee
Dr. Deepak Varshney,Neurosurgeon,"MBBS, MS - General Surgery, DNB - Neurosurgery",18 Years Experience Overall  (5 years as specialist),"Tuglakabad, Delhi",Delhi,76%,(29 votes),₹ 700 fee
Dr. Anil Dhar,Neurosurgeon,"MBBS, MS - General Surgery, MCh - Neuro Surgery",17 Years Experience Overall  (13 years as specialist),"Patparganj, Delhi",Delhi,76%,(29 votes),₹ 700 fee
Dr. Girish Rajpal,Neurosurgeon,"MCh - Neuro Surgery, MS - General Surgery, MBBS",16 Years Experience Overall  (15 years as specialist),"Patparganj, Delhi",Delhi,76%,(29 votes),₹ 1000 fee
Dr. Vikrant Katiyar,Neurosurgeon,"MS - General Surgery, MCh - Neuro Surgery",9 Years Experience Overall  (3 years as specialist),"Patparganj, Delhi",Delhi,76%,(29 votes),₹ 800 fee
Dr. Bipin S Walia,Neurosurgeon,"MBBS, MS - General Surgery, MCh - Neuro Surgery",39 Years Experience Overall  (26 years as specialist),"Saket, Delhi",Delhi,76%,(29 votes),₹ 1500 fee
Dr. Nitin Dange,Neurosurgeon,"MCh - Neuro Surgery, MS - General Surgery, MBBS",28 Years Experience Overall  (16 years as specialist),"Parel, Mumbai",Mumbai,76%,(29 votes),₹ 5000 fee
Dr. Suresh Sankla,Neurosurgeon,"MBBS, DNB - Neurosurgery",40 Years Experience Overall  (30 years as specialist),"Parel, Mumbai",Mumbai,76%,(29 votes),₹ 1850 fee
Dr. Gurneet,Neurosurgeon,"MBBS, MS - General Surgery, MCh - Neuro Surgery",20 Years Experience Overall  (8 years as specialist),"Mulund West, Mumbai",Mumbai,76%,(29 votes),₹ 2000 fee
Dr. Mahesh Chaudhari,Neurosurgeon,"MBBS, MCh - Neuro Surgery",45 Years Experience Overall  (37 years as specialist),"Mahim, Mumbai",Mumbai,76%,(29 votes),₹ 2300 fee
Dr. Ravi Balkrishna Sangle,Neurosurgeon,"MBBS, MCh - Neuro Surgery",14 Years Experience Overall  (2 years as specialist),"Mulund West, Mumbai",Mumbai,76%,(29 votes),₹ 1500 fee
Dr. D. P. Muzumdar,Neurosurgeon,"MBBS, MS - General Surgery, MCh - Neuro Surgery",33 Years Experience Overall  (25 years as specialist),"Mahim, Mumbai",Mumbai,76%,(29 votes),₹ 1300 fee
Dr. Pandurang Reddy M,Neurosurgeon,"DNB - Neurosurgery, MS - General Surgery, MBBS, Fellowship in Interventional Neurosurgery (FINR)",21 Years Experience Overall  (11 years as specialist),"Mahim, Mumbai",Mumbai,76%,(29 votes),₹ 1500 fee
Dr. Aditya Patil,Neurosurgeon,"MBBS, MS - General Surgery, MCh - Neuro Surgery",14 Years Experience Overall  (5 years as specialist),"Wadala, Mumbai",Mumbai,76%,(29 votes),₹ 1500 fee
Dr. Kapil Khandelwal,Neurosurgeon,"MBBS, MCh - Neuro Surgery, MS - General Surgery",14 Years Experience Overall  (8 years as specialist),"Mulund West, Mumbai",Mumbai,92%,(37 votes),₹ 2000 fee
Dr. Vinod Rambal,Neurosurgeon,"MCh - Neuro Surgery, MBBS, MS - General Surgery",41 Years Experience Overall  (22 years as specialist),"Mira Road, Mumbai",Mumbai,95%,(19 votes),₹ 1000 fee
Dr. Ashwin Borkar,Neurosurgeon,"MBBS, MS - General Surgery, MCh - Neuro Surgery",18 Years Experience Overall  (7 years as specialist),"Mira Road, Mumbai",Mumbai,95%,(19 votes),₹ 1000 fee
Dr. Sachin Ashokrao Giri,Neurosurgeon,"MBBS, MS - General Surgery, MCh - Neuro Surgery, FCPS - General Surgery",13 Years Experience Overall  (8 years as specialist),"Powai, Mumbai",Mumbai,95%,(19 votes),₹ 1600 fee
Dr. Saurav Samantray,Neurosurgeon,"MBBS, MS - General Surgery, MCh - Neuro Surgery",18 Years Experience Overall  (13 years as specialist),"Santacruz West, Mumbai",Mumbai,95%,(19 votes),₹ 2000 fee
Dr. Neeraj Singh,Neurosurgeon,"MBBS, Fellow Of National Board In Neurovascular Intervention, DNB - Neurosurgery",15 Years Experience Overall  (4 years as specialist),"Mulund West, Mumbai",Mumbai,95%,(19 votes),₹ 2000 fee
Dr. Mayuresh Hinduja,Neurosurgeon,"MBBS, MCh - Neuro Surgery",8 Years Experience Overall  (3 years as specialist),"Mahim, Mumbai",Mumbai,95%,(19 votes),₹ 1500 fee
Dr. Batuk Diyora,Neurosurgeon,"MBBS, MS - General Surgery, DNB - Neurosurgery",23 Years Experience Overall  (15 years as specialist),"Mahim, Mumbai",Mumbai,95%,(19 votes),₹ 1800 fee
Dr. Abhidha Shah,Neurosurgeon,"MBBS, MS - General Surgery, MCh - Neuro Surgery",15 Years Experience Overall  (14 years as specialist),"Colaba, Mumbai",Mumbai,95%,(19 votes),₹ 2500 fee
Dr. Ajit Mishra,Neurosurgeon,"MBBS, MS - General Surgery, MCh - Neuro Surgery",13 Years Experience Overall  (4 years as specialist),"Malad West, Mumbai",Mumbai,95%,(19 votes),₹ 1200 fee
Dr. Smita Thorve,Neurosurgeon,"MBBS, DNB - General Surgery, DNB - Neurosurgery",9 Years Experience Overall  (2 years as specialist),"Chembur East, Mumbai",Mumbai,95%,(19 votes),₹ 1200 fee
Dr. Darpan J. Thakre,Neurosurgeon,"MBBS, MS - General Surgery, DNB - Neurosurgery",15 Years Experience Overall  (10 years as specialist),"Mahim, Mumbai",Mumbai,71%,(14 votes),₹ 1800 fee
Dr. Samir Parekh,Neurosurgeon,"DNB - Neurosurgery, MBBS",20 Years Experience Overall  (13 years as specialist),"Malad, Mumbai",Mumbai,71%,(14 votes),₹ 3500 fee
