Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Ranjan Shetty,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",21 Years Experience Overall  (14 years as specialist),"Old Airport Road, Bangalore",Bangalore,91%,(89 votes),₹ 1100 fee
Dr. Prabhakar C Koregol,Cardiologist,"DM - Cardiology, MD - General Medicine, MBBS",24 Years Experience Overall  (15 years as specialist),"Malleswaram, Bangalore",Bangalore,97%,(1589 votes),₹ 700 fee
Dr. R.S. Venkatesulu,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",20 Years Experience Overall  (17 years as specialist),"Hebbal, Bangalore",Bangalore,67%,(12 votes),₹ 1000 fee
Dr. Kumar Kenchappa,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",20 Years Experience Overall  (6 years as specialist),"Hebbal, Bangalore",Bangalore,98%,(63 votes),₹ 1000 fee
Dr. K B Prasad,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",20 Years Experience Overall,"Bannerghatta Road, Bangalore",Bangalore,98%,(63 votes),₹ 1000 fee
Dr. Vithal Bagi,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",19 Years Experience Overall  (8 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,98%,(63 votes),₹ 1000 fee
Dr. Lakshmikanth P,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",17 Years Experience Overall  (8 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,98%,(63 votes),₹ 1000 fee
Dr. Balaraju D,Cardiologist,"MD - General Medicine, DNB - Cardiology, MBBS",13 Years Experience Overall  (6 years as specialist),"Jayanagar 9 Block, Bangalore",Bangalore,98%,(63 votes),₹ 750 fee
Dr. Anand Shenoy,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",23 Years Experience Overall  (16 years as specialist),"Old Airport Road, Bangalore",Bangalore,64%,(39 votes),₹ 1100 fee
Dr. Keshav R,Cardiologist,"MD - General Medicine, DNB - Cardiology, MBBS",35 Years Experience Overall  (30 years as specialist),"Cunningham Road, Bangalore",Bangalore,97%,(61 votes),₹ 700 fee
Dr. Ganesh Nallur Shivu,Cardiologist,"MBBS, PhD - Cardiology, MRCP (UK)",22 Years Experience Overall  (11 years as specialist),"Electronics City, Bangalore",Bangalore,96%,(24 votes),₹ 900 fee
Dr. Rockey Katheria,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",7 Years Experience Overall  (3 years as specialist),"Whitefield, Bangalore",Bangalore,96%,(24 votes),₹ 900 fee
Dr. Ashwin M Daware,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology",23 Years Experience Overall  (13 years as specialist),"Whitefield, Bangalore",Bangalore,90%,(188 votes),₹ 700 fee
Dr. Sridhara N,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",27 Years Experience Overall  (17 years as specialist),"Rajajinagar, Bangalore",Bangalore,92%,(51 votes),₹ 630 fee
Dr. Sridhara G,Cardiologist,"MBBS, DM - Cardiology",26 Years Experience Overall  (17 years as specialist),"Old Airport Road, Bangalore",Bangalore,91%,(22 votes),₹ 1100 fee
Dr. Nagesh H E,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology",27 Years Experience Overall  (14 years as specialist),"Malleswaram, Bangalore",Bangalore,100%,(25 votes),₹ 810 fee
Dr. B.S. Chakrapani,Cardiologist,"MBBS, DM - Cardiology, DNB - General Medicine",38 Years Experience Overall  (35 years as specialist),"Old Airport Road, Bangalore",Bangalore,94%,(32 votes),₹ 1100 fee
Dr. Vithal.D.Bagi,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology, DNB - Cardiology",8 Years Experience Overall,"Bannerghatta Road, Bangalore",Bangalore,94%,(32 votes),₹ 1000 fee
Dr. Lalchand Bandagi,Cardiologist,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery",20 Years Experience Overall  (10 years as specialist),"Old Airport Road, Bangalore",Bangalore,94%,(32 votes),₹ 1100 fee
Dr. Shashidhar,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",33 Years Experience Overall  (20 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,85%,(13 votes),₹ 900 fee
Dr. Nagaraj Desai,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",48 Years Experience Overall  (40 years as specialist),"Cunningham Road, Bangalore",Bangalore,100%,(11 votes),₹ 700 fee
Dr. Chandan Saurav Mahapatro,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",8 Years Experience Overall  (7 years as specialist),"Hebbal, Bangalore",Bangalore,100%,(11 votes),₹ 1000 fee
Dr. Shyam Sunder K R,Cardiologist,"MBBS, MD - Pediatrics, DNB - Paediatrics, DM - Cardiology",36 Years Experience Overall  (28 years as specialist),"Jayanagar, Bangalore",Bangalore,94%,(48 votes),₹ 900 fee
Dr. Jai Babu,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",19 Years Experience Overall  (14 years as specialist),"Marathahalli, Bangalore",Bangalore,97%,(98 votes),₹ 600 fee
Dr. Raghunandan,Cardiologist,"MBBS, DNB - General Medicine, DNB - Cardiology",28 Years Experience Overall  (12 years as specialist),"Jayanagar, Bangalore",Bangalore,97%,(29 votes),₹ 900 fee
Dr. Nataraja Setty,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",20 Years Experience Overall  (8 years as specialist),"JP Nagar 6 Phase, Bangalore",Bangalore,99%,(208 votes),₹ 700 fee
Dr. Vikram Kolhari,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",19 Years Experience Overall  (9 years as specialist),"Seshadripuram, Bangalore",Bangalore,99%,(208 votes),₹ 740 fee
Dr. Govardhan Reddy K,Cardiologist,"MBBS, DNB - Cardiothoracic Surgery",18 Years Experience Overall  (4 years as specialist),"Sahakaranagar, Bangalore",Bangalore,100%,(28 votes),₹ 600 fee
Dr. Jagadeesh H V,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",11 Years Experience Overall  (3 years as specialist),"Indiranagar, Bangalore",Bangalore,100%,(28 votes),₹ 850 fee
Dr. Shivanand S Patil,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",24 Years Experience Overall  (13 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,95%,(86 votes),₹ 900 fee
Dr. Rajpal Singh RL,Cardiologist,"MBBS, MRCP (UK), CCT - Cardiology",24 Years Experience Overall  (14 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,88%,(58 votes),₹ 900 fee
Dr. Rangaraja,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",36 Years Experience Overall  (27 years as specialist),"Cunningham Road, Bangalore",Bangalore,86%,(22 votes),₹ 700 fee
Dr. Nagamani A.C,Cardiologist,"DM - Cardiology, MBBS",23 Years Experience Overall  (21 years as specialist),"Koramangala 5 Block, Bangalore",Bangalore,96%,(25 votes),₹ 900 fee
Dr. Pavankumar Rasalkar,Cardiologist,"MD - Medicine, DM - Cardiology, MBBS",14 Years Experience Overall  (6 years as specialist),"Rajajinagar, Bangalore",Bangalore,99%,(255 votes),₹ 700 fee
Dr. P. Padmakumar,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",46 Years Experience Overall  (35 years as specialist),"Old Airport Road, Bangalore",Bangalore,80%,(25 votes),₹ 1100 fee
Dr. Srinivas V K,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",39 Years Experience Overall  (29 years as specialist),"Ashoknagar, Bangalore",Bangalore,80%,(25 votes),₹ 800 fee
Dr. Mahadev Swamy B,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",18 Years Experience Overall  (7 years as specialist),"HBR Layout, Bangalore",Bangalore,80%,(25 votes),₹ 700 fee
Dr. Sudhakar P,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology, DM - Cardiology",14 Years Experience Overall  (4 years as specialist),"Kalyan Nagar, Bangalore",Bangalore,80%,(25 votes),₹ 850 fee
Dr. P Ranganath Nayak,Cardiologist,"MBBS, DM - Cardiology, DNB - General Medicine, MD - General Medicine",23 Years Experience Overall,"Millers Road, Bangalore",Bangalore,100%,(19 votes),₹ 1000 fee
Dr. Ashok Kumar P,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",32 Years Experience Overall  (12 years as specialist),"Vasanthnagar, Bangalore",Bangalore,100%,(19 votes),₹ 850 fee
Dr. Anand Kumar M,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",18 Years Experience Overall  (5 years as specialist),"Nagasandra, Bangalore",Bangalore,100%,(19 votes),₹ 750 fee
Dr. Sandesh Prabhu,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",18 Years Experience Overall  (10 years as specialist),"B Narayanapura, Bangalore",Bangalore,99%,(112 votes),₹ 650 fee
Dr. Davinder Singh Chadha,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",33 Years Experience Overall  (18 years as specialist),"Millers Road, Bangalore",Bangalore,99%,(112 votes),₹ 1000 fee
Dr. Divakar Bhat,Cardiologist,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery",33 Years Experience Overall  (23 years as specialist),"JP Nagar, Bangalore",Bangalore,99%,(112 votes),₹ 950 fee
Dr. Prasanna Katti,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",20 Years Experience Overall  (10 years as specialist),"Seshadripuram, Bangalore",Bangalore,99%,(112 votes),₹ 740 fee
Dr. K H Srinivas,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",34 Years Experience Overall  (25 years as specialist),"Seshadripuram, Bangalore",Bangalore,99%,(112 votes),₹ 740 fee
Dr. Satish L,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",17 Years Experience Overall  (6 years as specialist),"Yeshwanthpur, Bangalore",Bangalore,98%,(87 votes),₹ 850 fee
Dr. Magesh B,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",19 Years Experience Overall  (8 years as specialist),"Sarjapur Road, Bangalore",Bangalore,98%,(87 votes),₹ 750 fee
Dr. Saikat Kanjilal,Cardiologist,"MBBS, DNB - General Medicine, DNB - Cardiology",20 Years Experience Overall  (3 years as specialist),"Sarjapur Road, Bangalore",Bangalore,98%,(87 votes),₹ 900 fee
Dr. Sathwik Raj V A,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",11 Years Experience Overall  (4 years as specialist),"Koramangala 5 Block, Bangalore",Bangalore,98%,(87 votes),₹ 900 fee
Dr. Girish Godbole,Cardiologist,"MBBS, DNB - General Medicine, MRCP (UK), DNB - Cardiology",29 Years Experience Overall  (19 years as specialist),"Millers Road, Bangalore",Bangalore,94%,(17 votes),₹ 1000 fee
Dr. Vikranth Veeranna,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",21 Years Experience Overall  (17 years as specialist),"Rajarajeshwarinagar, Bangalore",Bangalore,100%,(13 votes),₹ 850 fee
Dr. Sunil Dwivedi,Cardiologist,"MBBS, MD - General Medicine, Diploma in Cardiology",21 Years Experience Overall,"Millers Road, Bangalore",Bangalore,92%,(13 votes),₹ 1000 fee
Dr. Divya Marina Fernandes,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology",14 Years Experience Overall  (5 years as specialist),"JP Nagar, Bangalore",Bangalore,92%,(13 votes),₹ 900 fee
Dr. Sudeep K N,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",13 Years Experience Overall  (8 years as specialist),"Seshadripuram, Bangalore",Bangalore,92%,(13 votes),₹ 500 fee
Dr. Prashant Ramdas Wankhade,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology",5 Years Experience Overall  (4 years as specialist),"Kundalahalli, Bangalore",Bangalore,92%,(13 votes),₹ 850 fee
Dr. Soorampally Vijay,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",9 Years Experience Overall  (2 years as specialist),"Mahadevapura, Bangalore",Bangalore,92%,(13 votes),₹ 800 fee
Dr. K. S. S. Bhat,Cardiologist,"MBBS, MD - General Medicine, FACC, Diploma in Tuberculosis and Chest Diseases (DTCD)",43 Years Experience Overall,"Old Airport Road, Bangalore",Bangalore,92%,(13 votes),₹ 1100 fee
Dr. Sanjay Bhat,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology, MNAMS - Cardiology",16 Years Experience Overall  (13 years as specialist),"Hebbal, Bangalore",Bangalore,84%,(55 votes),₹ 1000 fee
Dr. Sreekanth B. Shetty,Cardiologist,"MD - General Medicine, DM - Cardiology, MBBS",26 Years Experience Overall  (18 years as specialist),"HSR Layout, Bangalore",Bangalore,97%,(492 votes),₹ 750 fee
Dr. Pradeep Kumar D,Cardiologist,"MD - Pediatrics, MBBS, DM - Cardiology",16 Years Experience Overall  (15 years as specialist),"Hebbal, Bangalore",Bangalore,100%,(41 votes),₹ 1000 fee
Dr. Srikanth K V,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",25 Years Experience Overall  (16 years as specialist),"Hosur Road, Bangalore",Bangalore,96%,(91 votes),₹ 1000 fee
Dr. Ravindranath Reddy D.R,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",17 Years Experience Overall,"Kengeri, Bangalore",Bangalore,100%,(34 votes),₹ 800 fee
Dr. Suraj Narasimhan A Rama,Cardiologist,"MBBS, MD - General Medicine, DNB - General Medicine, DM - Cardiology",14 Years Experience Overall  (7 years as specialist),"Sarjapur Road, Bangalore",Bangalore,100%,(34 votes),₹ 900 fee
Dr. S. S. Iyengar,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology,  FRCP",54 Years Experience Overall  (46 years as specialist),"Old Airport Road, Bangalore",Bangalore,100%,(34 votes),₹ 1100 fee
Dr. Arun B S,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",11 Years Experience Overall  (3 years as specialist),"Electronics City, Bangalore",Bangalore,79%,(14 votes),₹ 800 fee
Dr. Ramesh S S,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",49 Years Experience Overall  (41 years as specialist),"Malleswaram, Bangalore",Bangalore,79%,(14 votes),₹ 500 fee
Dr. Subramanyam,Cardiologist,"MBBS, DM - Cardiology",22 Years Experience Overall  (15 years as specialist),"Banashankari, Bangalore",Bangalore,79%,(14 votes),₹ 700 fee
Dr. Dimpu Edwin,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",5 Years Experience Overall  (3 years as specialist),"JP Nagar, Bangalore",Bangalore,79%,(14 votes),₹ 900 fee
Dr. Gopi Aniyathodiyil,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",35 Years Experience Overall  (27 years as specialist),"Cunningham Road, Bangalore",Bangalore,97%,(36 votes),₹ 700 fee
Dr. Devananda N.S,Cardiologist,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery",32 Years Experience Overall  (22 years as specialist),"Old Airport Road, Bangalore",Bangalore,86%,(14 votes),₹ 1100 fee
Dr. G Vivek,Cardiologist,"DM - Cardiology, MD - General Medicine, DNB - General Medicine, MBBS",19 Years Experience Overall  (12 years as specialist),"Electronics City, Bangalore",Bangalore,99%,(89 votes),₹ 900 fee
Dr. Karthik Vasudevan,Cardiologist,"MBBS, DNB - General Medicine, DM - Cardiology",19 Years Experience Overall,"Yeshwanthpur, Bangalore",Bangalore,99%,(89 votes),₹ 950 fee
Dr. AV Praveen Kumar,Cardiologist,"MBBS, DNB - General Medicine, DNB - Cardiology",24 Years Experience Overall  (10 years as specialist),"HBR Layout, Bangalore",Bangalore,99%,(151 votes),₹ 900 fee
Dr. Murali Krishna,Cardiologist,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",24 Years Experience Overall  (16 years as specialist),"Old Airport Road, Bangalore",Bangalore,99%,(151 votes),₹ 1100 fee
Dr. Mallesh Kariyappa,Cardiologist,"DM - Cardiology, MD - Pediatrics, MBBS",26 Years Experience Overall  (9 years as specialist),"Koramangala 5 Block, Bangalore",Bangalore,99%,(151 votes),₹ 500 fee
Dr. SRINIVAS B C,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",27 Years Experience Overall,"Seshadripuram, Bangalore",Bangalore,99%,(151 votes),₹ 550 fee
Dr. Praveen Kumar,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",14 Years Experience Overall  (5 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,99%,(151 votes),₹ 700 fee
Dr. Charit Bhograj,Cardiologist,"MD - General Medicine, DM - Cardiology, MBBS",21 Years Experience Overall  (13 years as specialist),"Millers Road, Bangalore",Bangalore,92%,(13 votes),₹ 1000 fee
Dr. Kapil Rangan,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",20 Years Experience Overall  (13 years as specialist),"Kundalahalli, Bangalore",Bangalore,85%,(20 votes),₹ 900 fee
Dr. Dibyendu Majumdar,Cardiologist,"MBBS, Diploma in Cardiology",23 Years Experience Overall  (22 years as specialist),"Sarjapur Road, Bangalore",Bangalore,71%,(31 votes),₹ 750 fee
Dr. Santhosh Kumar,Cardiologist,"DM - Cardiology, MD - General Medicine, MBBS",19 Years Experience Overall  (9 years as specialist),"Jayanagar, Bangalore",Bangalore,71%,(31 votes),₹ 900 fee
Dr. Shilpa Jayaprakash,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",7 Years Experience Overall,"JP Nagar 7 Phase, Bangalore",Bangalore,71%,(31 votes),₹ 800 fee
Dr. Naveen.A.J,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",19 Years Experience Overall  (8 years as specialist),"Vasanthnagar, Bangalore",Bangalore,71%,(31 votes),₹ 850 fee
Dr. Gnanadev N C,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology",21 Years Experience Overall  (6 years as specialist),"Electronics City, Bangalore",Bangalore,71%,(31 votes),₹ 900 fee
Dr. Ameet Oswal,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology",11 Years Experience Overall  (4 years as specialist),"Sampangiramnagar, Bangalore",Bangalore,71%,(31 votes),₹ 700 fee
Dr. Vinodh Kumar K,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",15 Years Experience Overall  (4 years as specialist),"Nagasandra, Bangalore",Bangalore,71%,(31 votes),₹ 750 fee
Dr. Praneeth SuryaDevara,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",12 Years Experience Overall  (2 years as specialist),"Kumaraswamy Layout, Bangalore",Bangalore,71%,(31 votes),₹ 550 fee
Dr. Darshan K,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",12 Years Experience Overall  (5 years as specialist),"Sarjapur Road, Bangalore",Bangalore,71%,(31 votes),₹ 1550 fee
Dr. Santosh V Chikkodi,Cardiologist,"MBBS, MD - General Medicine, DNB - General Medicine, DM - Cardiology",10 Years Experience Overall  (3 years as specialist),"Sampangiramnagar, Bangalore",Bangalore,71%,(31 votes),₹ 800 fee
Dr. Girish B Navasundi,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology",25 Years Experience Overall  (16 years as specialist),"Jayanagar, Bangalore",Bangalore,86%,(28 votes),₹ 1000 fee
Dr. Satbir Singh,Cardiologist,"MBBS, DNB - General Medicine, DNB - Cardiology",24 Years Experience Overall  (17 years as specialist),"Pusa Road, Delhi",Delhi,97%,(190 votes),₹ 1300 fee
Dr. Neeraj Bhalla,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology, FACC",40 Years Experience Overall  (26 years as specialist),"Pusa Road, Delhi",Delhi,95%,(22 votes),₹ 2200 fee
Dr. Ajay Aggarwal,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",22 Years Experience Overall  (12 years as specialist),"Ashok Vihar, Delhi",Delhi,88%,(33 votes),₹ 1000 fee
Dr. Rajni Sharma,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology, FACC",21 Years Experience Overall  (8 years as specialist),"Patel Nagar, Delhi",Delhi,87%,(15 votes),₹ 1200 fee
Dr. K. K. Kapur,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",44 Years Experience Overall  (37 years as specialist),"Sarita Vihar, Delhi",Delhi,87%,(15 votes),₹ 1000 fee
Dr. Nityanand Tripathi,Cardiologist,"MBBS, DNB - General Medicine, DM - Cardiology",31 Years Experience Overall  (22 years as specialist),"Shalimar Bagh, Delhi",Delhi,87%,(38 votes),₹ 1500 fee
Dr. Amit Mittal,Cardiologist,"MD - Medicine, DM - Cardiology, MBBS",24 Years Experience Overall  (13 years as specialist),"Sarita Vihar, Delhi",Delhi,99%,(158 votes),₹ 1500 fee
Dr. S K Gupta,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology, DNB - Cardiology",40 Years Experience Overall,"Sarita Vihar, Delhi",Delhi,99%,(158 votes),₹ 1200 fee
Dr. Pradeep Jain,Cardiologist,"MBBS, DM - Cardiology, MD - General Medicine",40 Years Experience Overall  (30 years as specialist),"Sarita Vihar, Delhi",Delhi,99%,(158 votes),₹ 2000 fee
Dr. Rajeev Rathi,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",37 Years Experience Overall  (25 years as specialist),"Saket, Delhi",Delhi,99%,(158 votes),₹ 1200 fee
Dr. C P Roy,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",37 Years Experience Overall  (35 years as specialist),"Saket, Delhi",Delhi,99%,(158 votes),₹ 1200 fee
Dr. Sumeet Sethi,Cardiologist,"MBBS, DNB - General Medicine, DM - Cardiology",23 Years Experience Overall  (18 years as specialist),"Saket, Delhi",Delhi,99%,(158 votes),₹ 1500 fee
Dr. Saket Bhardwaj,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",38 Years Experience Overall  (26 years as specialist),"Pusa Road, Delhi",Delhi,94%,(36 votes),₹ 1500 fee
Dr. V Hariharan,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",52 Years Experience Overall  (36 years as specialist),"Sarita Vihar, Delhi",Delhi,94%,(36 votes),₹ 2500 fee
Dr. Naresh Kumar Goyal,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",20 Years Experience Overall  (19 years as specialist),"Shalimar Bagh, Delhi",Delhi,100%,(13 votes),₹ 1800 fee
Dr. Balbir Singh,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology, MNAMS - General Surgery",36 Years Experience Overall  (32 years as specialist),"Saket, Delhi",Delhi,60%,(15 votes),₹ 1500 fee
Dr. Vijay Kumar Chopra,Cardiologist,"MBBS, DNB - General Medicine, DM - Cardiology, FACC",40 Years Experience Overall,"Saket, Delhi",Delhi,60%,(15 votes),₹ 1500 fee
Dr. Ashish Agarwal,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",19 Years Experience Overall  (9 years as specialist),"Dwarka, Delhi",Delhi,98%,(486 votes),₹ 800 fee
Dr. Sunil Modi,Cardiologist,"MBBS, MD - Medicine, DM - Cardiology",47 Years Experience Overall  (39 years as specialist),"Sarita Vihar, Delhi",Delhi,98%,(486 votes),₹ 1800 fee
Dr. Vivek Gupta,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",35 Years Experience Overall  (27 years as specialist),"Sarita Vihar, Delhi",Delhi,71%,(14 votes),₹ 2500 fee
Dr. Mohan Bhargava,Cardiologist,"DM - Cardiology, MBBS",22 Years Experience Overall,"Saket, Delhi",Delhi,71%,(14 votes),₹ 1500 fee
Dr. Vanita Arora,Cardiologist,"MBBS, MD - Medicine, DNB - Cardiology",28 Years Experience Overall  (23 years as specialist),"Sarita Vihar, Delhi",Delhi,71%,(14 votes),₹ 2000 fee
Dr. Viveka Kumar,Cardiologist,"MD - General Medicine, DM - Cardiology, MBBS",30 Years Experience Overall  (24 years as specialist),"Saket, Delhi",Delhi,71%,(14 votes),₹ 1200 fee
Dr. Raman Puri,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",46 Years Experience Overall  (31 years as specialist),"Sarita Vihar, Delhi",Delhi,71%,(14 votes),₹ 1500 fee
Dr. Brajesh Kumar Mishra,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology",24 Years Experience Overall  (17 years as specialist),"Saket, Delhi",Delhi,71%,(14 votes),₹ 1200 fee
Dr. Prashanta Kumar Ghosh,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",49 Years Experience Overall  (33 years as specialist),"Sarita Vihar, Delhi",Delhi,71%,(14 votes),₹ 1500 fee
Dr. Roopa Salwan,Cardiologist,"MD - Medicine, DM - Cardiology",33 Years Experience Overall  (27 years as specialist),"Saket, Delhi",Delhi,71%,(14 votes),₹ 1500 fee
Dr. Rajiv Mehrotra,Cardiologist,"MBBS, DM - Cardiology, MD - General Medicine",38 Years Experience Overall  (29 years as specialist),"Sarita Vihar, Delhi",Delhi,71%,(14 votes),₹ 1500 fee
Dr. Prof Narendra Nath Khanna,Cardiologist,"MBBS, MD - General Medicine, DM - Cardiology",21 Years Experience Overall,"Sarita Vihar, Delhi",Delhi,71%,(14 votes),₹ 2500 fee
Dr. Rajesh Madan,Cardiologist,"MBBS, MD - General Medicine, DNB - Cardiology, Fellowship In Interventional  Cardiology",18 Years Experience Overall  (16 years as specialist),"Dwarka, Delhi",Delhi,88%,(187 votes),₹ 700 fee
