Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Devika K M   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,3 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,100%,(12 votes),₹ 700 fee
Dr. Samson   (Physiotherapist),Physiotherapist,BPTh/BPT,17 Years Experience Overall,"CV Raman Nagar, Bangalore",Bangalore,100%,(26 votes),₹ 700 fee
Dr. Vedha Valli   (Physiotherapist),Physiotherapist,BPTh/BPT,5 Years Experience Overall,"Whitefield, Bangalore",Bangalore,100%,(21 votes),₹ 300 fee
Dr. Kiran S Murthy   (Physiotherapist),Physiotherapist,"BPTh/BPT, Fellowship in Sports Science (FSS)",26 Years Experience Overall,"Banashankari 2nd Stage, Bangalore",Bangalore,97%,(807 votes),₹ 400 fee
Dr. Karthikeyan   (Physiotherapist),Physiotherapist,BPTh/BPT,16 Years Experience Overall,"Electronics City, Bangalore",Bangalore,99%,(78 votes),₹ 500 fee
Dr. Nice Mathew   (Physiotherapist),Physiotherapist,"Masters of Physiotheraphy, BPTh/BPT",13 Years Experience Overall,"MS Palya, Bangalore",Bangalore,98%,(52 votes),₹ 350 fee
Dr. Prof. Madan Mohan M.R.   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,15 Years Experience Overall,"Rajajinagar, Bangalore",Bangalore,98%,(52 votes),₹ 400 fee
Dr. Fiza Taj Samadh   (Physiotherapist),Physiotherapist,BPTh/BPT,15 Years Experience Overall,"CV Raman Nagar, Bangalore",Bangalore,82%,(28 votes),₹ 300 fee
Dr. Pooja S.M   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",14 Years Experience Overall  (9 years as specialist),"Hoodi, Bangalore",Bangalore,100%,(77 votes),₹ 350 fee
Dr. Pratik Desai   (Physiotherapist),Physiotherapist,"Masters of Physiotheraphy, BPTh/BPT",13 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,99%,(521 votes),₹ 600 fee
Dr. Dimpy Gohrani   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",11 Years Experience Overall  (10 years as specialist),"Hebbal, Bangalore",Bangalore,100%,(58 votes),₹ 500 fee
Dr. Maithily Kulkarni   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",7 Years Experience Overall,"Bellandur, Bangalore",Bangalore,100%,(58 votes),₹ 650 fee
Dr. Kamalika M Bhattacharya   (Physiotherapist),Physiotherapist,BPTh/BPT,25 Years Experience Overall,"Kadubeesanahalli, Bangalore",Bangalore,99%,(137 votes),₹ 500 fee
Dr. T. Hari Priya   (Physiotherapist),Physiotherapist,BPTh/BPT,4 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,99%,(137 votes),₹ 300 fee
Dr. Sudin Maharjan   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",11 Years Experience Overall,"Banashankari 3rd Stage, Bangalore",Bangalore,99%,(137 votes),₹ 350 fee
Dr. Sambit Kumar Lenka   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",5 Years Experience Overall  (1 year as specialist),"Mahadevapura, Bangalore",Bangalore,99%,(137 votes),₹ 500 fee
Dr. Anita Jain   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy",9 Years Experience Overall,"Sarjapur Road, Bangalore",Bangalore,99%,(137 votes),₹ 500 fee
Dr. Kiran Yadav   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",12 Years Experience Overall,"BTM Layout, Bangalore",Bangalore,99%,(137 votes),₹ 500 fee
Dr. Durga Joshi   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",6 Years Experience Overall  (4 years as specialist),"Vasanthnagar, Bangalore",Bangalore,99%,(137 votes),₹ 1500 fee
Dr. Nikitha Sowmya.N   (Physiotherapist),Physiotherapist,BPTh/BPT,5 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,99%,(137 votes),₹ 300 fee
Dr. Helen S   (Physiotherapist),Physiotherapist,BPTh/BPT,5 Years Experience Overall,"CV Raman Nagar, Bangalore",Bangalore,99%,(137 votes),₹ 250 fee
Dr. Venkata Bharath Kumar   (Physiotherapist),Physiotherapist,MPTh/MPT - Sports Physiotherapy,4 Years Experience Overall,"Koramangala 5 Block, Bangalore",Bangalore,99%,(137 votes),₹ 500 fee
Dr. Devendra Naik   (Physiotherapist),Physiotherapist,BPTh/BPT,3 Years Experience Overall,"CV Raman Nagar, Bangalore",Bangalore,99%,(137 votes),₹ 250 fee
Dr. Santhoshkumar K   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPT - Orthopaedics & Traumatology",16 Years Experience Overall,"Ashoknagar, Bangalore",Bangalore,99%,(137 votes),₹ 500 fee
Dr. Netaji   (Physiotherapist),Physiotherapist,BPTh/BPT,1 Year Experience Overall,"Jigani, Bangalore",Bangalore,99%,(137 votes),₹ 400 fee
Dr. Mohammed Mubeen Ashar   (Physiotherapist),Physiotherapist,BPTh/BPT,5 Years Experience Overall,"Sunkadakatte, Bangalore",Bangalore,99%,(137 votes),₹ 400 fee
Dr. Meghana M   (Physiotherapist),Physiotherapist,BPTh/BPT,1 Year Experience Overall,"Banashankari 3rd Stage, Bangalore",Bangalore,99%,(137 votes),₹ 500 fee
Dr. Annie Angel Joseph   (Physiotherapist),Physiotherapist,BPTh/BPT,4 Years Experience Overall,"Malleswaram, Bangalore",Bangalore,99%,(137 votes),₹ 500 fee
Dr. Ritika Patel   (Physiotherapist),Physiotherapist,"Masters of Physiotheraphy, BPTh/BPT, Fellowship in Sports Science (FSS)",15 Years Experience Overall  (10 years as specialist),"Indiranagar, Bangalore",Bangalore,98%,(185 votes),₹ 650 fee
Dr. Jacob Roshan Mathew   (Physiotherapist),Physiotherapist,"BPTh/BPT, Master of Orthopaedics, Sports and Manual Physiotherapy",19 Years Experience Overall  (17 years as specialist),"Kalyan Nagar, Bangalore",Bangalore,100%,(95 votes),₹ 700 fee
Dr. Sindhu Shashidharan   (Physiotherapist),Physiotherapist,BPTh/BPT,7 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,100%,(95 votes),₹ 300 fee
Dr. Anmol Thomas   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",8 Years Experience Overall,"Indiranagar, Bangalore",Bangalore,100%,(95 votes),₹ 1500 fee
Dr. Aditi Singh   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",19 Years Experience Overall,"Jayanagar 9 Block, Bangalore",Bangalore,98%,(129 votes),₹ 500 fee
Dr. Bathri Narayanan   (Physiotherapist),Physiotherapist,BPTh/BPT,4 Years Experience Overall,"Ashoknagar, Bangalore",Bangalore,98%,(129 votes),₹ 350 fee
Dr. Swagat Dhar   (Physiotherapist),Physiotherapist,BPTh/BPT,11 Years Experience Overall,"Malleswaram, Bangalore",Bangalore,91%,(112 votes),₹ 500 fee
Dr. Raksha Srinivasan   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy, MD - Acupuncture",13 Years Experience Overall  (11 years as specialist),"Bannerghatta Road, Bangalore",Bangalore,100%,(31 votes),₹ 500 fee
Dr. Shailendra Kumar Saxena   (Physiotherapist),Physiotherapist,"MPTh/MPT - Neurological Physiotherapy, BPTh/BPT",17 Years Experience Overall  (14 years as specialist),"Koramangala, Bangalore",Bangalore,100%,(31 votes),₹ 500 fee
Dr. Suryan S   (Physiotherapist),Physiotherapist,BPTh/BPT,3 Years Experience Overall,"Sarjapur Road, Bangalore",Bangalore,100%,(31 votes),₹ 500 fee
Dr. Jestin John   (Physiotherapist),Physiotherapist,BPTh/BPT,11 Years Experience Overall,"Indiranagar, Bangalore",Bangalore,100%,(31 votes),₹ 0 fee
Dr. Pooja Sahu   (Physiotherapist),Physiotherapist,BPTh/BPT,6 Years Experience Overall,"Sarjapura, Bangalore",Bangalore,100%,(24 votes),₹ 500 fee
Dr. Rajani   (Physiotherapist),Physiotherapist,BPTh/BPT,11 Years Experience Overall,"Hulimavu, Bangalore",Bangalore,100%,(24 votes),₹ 650 fee
Dr. Pooja Rai   (Physiotherapist),Physiotherapist,BPTh/BPT,12 Years Experience Overall,"HSR Layout, Bangalore",Bangalore,96%,(367 votes),₹ 600 fee
Dr. Rupalini Sastry   (Physiotherapist),Physiotherapist,BPTh/BPT,18 Years Experience Overall,"Yelahanka, Bangalore",Bangalore,97%,(34 votes),₹ 600 fee
Dr. Naveen K S,Physiotherapist,"Doctor Of Physical Therapy (DPT), Sports Medicine (ABPMR), BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy",25 Years Experience Overall,"Malleswaram, Bangalore",Bangalore,82%,(11 votes),₹ 710 fee
Dr. dr.Munesh Singh   (Physiotherapist),Physiotherapist,BPTh/BPT,13 Years Experience Overall,"Bannerghatta Road, Bangalore",Bangalore,100%,(61 votes),₹ 400 fee
Dr. Ankit Raj   (Physiotherapist),Physiotherapist,BPTh/BPT,10 Years Experience Overall,"Bannerghatta Road, Bangalore",Bangalore,100%,(61 votes),₹ 300 fee
Dr. Ruchika Bhargava   (Physiotherapist),Physiotherapist,BPTh/BPT,16 Years Experience Overall,"Kasavanahalli, Bangalore",Bangalore,98%,(168 votes),₹ 500 fee
Dr. Agalya   (Physiotherapist),Physiotherapist,BPTh/BPT,15 Years Experience Overall,"Electronics City, Bangalore",Bangalore,98%,(168 votes),₹ 500 fee
Dr. M Sanjeeva Naik   (Physiotherapist),Physiotherapist,BPTh/BPT,3 Years Experience Overall,"Whitefield, Bangalore",Bangalore,100%,(11 votes),₹ 500 fee
Dr. Manish Rajput   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",8 Years Experience Overall  (5 years as specialist),"Malleswaram, Bangalore",Bangalore,100%,(11 votes),₹ 0 fee
Dr. Akhil Kumar G   (Physiotherapist),Physiotherapist,BPTh/BPT,2 Years Experience Overall,"Nagasandra, Bangalore",Bangalore,100%,(11 votes),₹ 500 fee
Dr. Anoop Kumar Singh   (Physiotherapist),Physiotherapist,"BPTh/BPT, MD - Acupuncture",15 Years Experience Overall,"Bannerghatta Road, Bangalore",Bangalore,100%,(11 votes),₹ 400 fee
Dr. Michael Piterson Debbarma   (Physiotherapist),Physiotherapist,"Masters of Physiotheraphy, BPTh/BPT",1 Year Experience Overall,"Panathur, Bangalore",Bangalore,100%,(11 votes),₹ 600 fee
Dr. Arjun Puranik H L   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",8 Years Experience Overall  (5 years as specialist),"Nandini Layout, Bangalore",Bangalore,100%,(11 votes),₹ 350 fee
Dr. Vaishnavi Suresh   (Physiotherapist),Physiotherapist,"MPTh/MPT - Musculoskeletal Sciences, BPTh/BPT",6 Years Experience Overall  (2 years as specialist),"Kumaraswamy Layout, Bangalore",Bangalore,100%,(11 votes),₹ 500 fee
Dr. G R Chandra Sekhar   (Physiotherapist),Physiotherapist,BPTh/BPT,18 Years Experience Overall,"Padmanabhanagar, Bangalore",Bangalore,100%,(118 votes),₹ 450 fee
Dr. Sushma   (Physiotherapist),Physiotherapist,BPTh/BPT,3 Years Experience Overall,"Whitefield, Bangalore",Bangalore,100%,(118 votes),₹ 450 fee
Dr. Rajvee Manvar   (Physiotherapist),Physiotherapist,"Masters of Physiotheraphy, BPTh/BPT",5 Years Experience Overall,"Indiranagar, Bangalore",Bangalore,100%,(118 votes),₹ 650 fee
Dr. Moumita Dass   (Physiotherapist),Physiotherapist,BPTh/BPT,4 Years Experience Overall,"Indiranagar, Bangalore",Bangalore,100%,(118 votes),₹ 650 fee
Dr. Bharat,Physiotherapist,"BPTh/BPT, MD - Alternate Medicine",15 Years Experience Overall,"Peenya, Bangalore",Bangalore,100%,(118 votes),₹ 500 fee
Dr. Naman Tamta   (Physiotherapist),Physiotherapist,BPTh/BPT,3 Years Experience Overall,"Whitefield, Bangalore",Bangalore,100%,(17 votes),₹ 500 fee
Dr. Chetan Parasar   (Physiotherapist),Physiotherapist,BPTh/BPT,15 Years Experience Overall,"Banashankari 2nd Stage, Bangalore",Bangalore,100%,(17 votes),₹ 300 fee
Dr. Syeda Sadiya Nikath   (Physiotherapist),Physiotherapist,BPTh/BPT,3 Years Experience Overall,"Banashankari 3rd Stage, Bangalore",Bangalore,100%,(25 votes),₹ 350 fee
Dr. Lavanya   (Physiotherapist),Physiotherapist,MPTh/MPT - Neurological Physiotherapy,2 Years Experience Overall  (1 year as specialist),"Sahakaranagar, Bangalore",Bangalore,100%,(25 votes),₹ 300 fee
Dr. Ramya P   (Physiotherapist),Physiotherapist,BPTh/BPT,5 Years Experience Overall,"HRBR Layout, Bangalore",Bangalore,100%,(25 votes),₹ 350 fee
Dr. Imranulla S   (Physiotherapist),Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy,8 Years Experience Overall  (6 years as specialist),"Jayanagar 4 Block, Bangalore",Bangalore,100%,(25 votes),₹ 0 fee
Dr. J Mazumder   (Physiotherapist),Physiotherapist,BPTh/BPT,15 Years Experience Overall,"Jayanagar, Bangalore",Bangalore,100%,(25 votes),₹ 400 fee
Dr. Sneha K Udayan   (Physiotherapist),Physiotherapist,BPTh/BPT,1 Year Experience Overall,"Banashankari 3rd Stage, Bangalore",Bangalore,100%,(25 votes),₹ 500 fee
Dr. Gautami Pujar   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",7 Years Experience Overall,"Panathur, Bangalore",Bangalore,100%,(25 votes),₹ 300 fee
Dr. Nabanita Chetry   (Physiotherapist),Physiotherapist,BPTh/BPT,4 Years Experience Overall,"Nagarbhavi, Bangalore",Bangalore,100%,(25 votes),₹ 400 fee
Dr. Suman Israni   (Physiotherapist),Physiotherapist,BPTh/BPT,5 Years Experience Overall,"JP Nagar 7 Phase, Bangalore",Bangalore,100%,(25 votes),₹ 600 fee
Dr. Morzia Khatoon   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",8 Years Experience Overall,"Koramangala 5 Block, Bangalore",Bangalore,100%,(11 votes),₹ 500 fee
Dr. Priyanka Chaudhary   (Physiotherapist),Physiotherapist,BPTh/BPT,5 Years Experience Overall,"Nagarbhavi, Bangalore",Bangalore,100%,(11 votes),₹ 400 fee
Dr. Mohandhariya   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurosciences",7 Years Experience Overall,"Indiranagar, Bangalore",Bangalore,100%,(11 votes),₹ 0 fee
Dr. David Arun Kumar J   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",15 Years Experience Overall  (10 years as specialist),"Kumaraswamy Layout, Bangalore",Bangalore,100%,(11 votes),₹ 550 fee
Dr. Sana Zubair   (Physiotherapist),Physiotherapist,BPTh/BPT,5 Years Experience Overall,"Jayanagar 7 Block, Bangalore",Bangalore,100%,(11 votes),₹ 350 fee
Dr. Haripriya   (Physiotherapist),Physiotherapist,BPTh/BPT,33 Years Experience Overall,"Kalyan Nagar, Bangalore",Bangalore,100%,(11 votes),₹ 650 fee
Dr. Snober Rupal   (Physiotherapist),Physiotherapist,MPTh/MPT - Sports Physiotherapy,1 Year Experience Overall,"Vasanthnagar, Bangalore",Bangalore,100%,(11 votes),₹ 1500 fee
Dr. Rajnandani   (Physiotherapist),Physiotherapist,BPTh/BPT,2 Years Experience Overall,"Koramangala 5 Block, Bangalore",Bangalore,100%,(11 votes),₹ 500 fee
Dr. Puja Baidhara Singh   (Physiotherapist),Physiotherapist,BPTh/BPT,10 Years Experience Overall,"Malleswaram, Bangalore",Bangalore,100%,(11 votes),₹ 700 fee
Dr. Abhijeet Singh Thakur   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",2 Years Experience Overall,"Rajanukunte, Bangalore",Bangalore,100%,(11 votes),₹ 1500 fee
Dr. Raja Reddy   (Physiotherapist),Physiotherapist,BPTh/BPT,1 Year Experience Overall,"Electronics City, Bangalore",Bangalore,100%,(11 votes),₹ 600 fee
Dr. Payal Pal   (Physiotherapist),Physiotherapist,"MPTh/MPT - Musculoskeletal Physiotherapy, BPTh/BPT",18 Years Experience Overall,"Dwarka, Delhi",Delhi,99%,(228 votes),₹ 500 fee
Dr. Ajaz Ahmad,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy, Diploma in Physiotherapy",17 Years Experience Overall  (7 years as specialist),"Saket, Delhi",Delhi,94%,(261 votes),₹ 700 fee
