Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Manish Sarkar,Psychiatrist,"MBBS, DPM (Psychiatry)",21 Years Experience Overall  (18 years as specialist),"CR Park, Delhi",Delhi,95%,(329 votes),₹ 2000 fee
Dr. Sumit Kumar Gupta,Psychiatrist,"MBBS, M.D. (Psychiatry)",19 Years Experience Overall  (13 years as specialist),"Pitampura, Delhi",Delhi,98%,(187 votes),₹ 1200 fee
Dr. Paramjeet Singh,Psychiatrist,"M.D. (Psychiatry), MBBS",19 Years Experience Overall  (18 years as specialist),"Karol Bagh, Delhi",Delhi,100%,(75 votes),₹ 1200 fee
Dr. Bhagwat N Rajput,Psychiatrist,"MBBS, DNB - Psychiatry",16 Years Experience Overall  (12 years as specialist),"Dwarka, Delhi",Delhi,98%,(613 votes),₹ 1500 fee
Dr. Sheenam Goyal,Psychiatrist,"MBBS, M.D. (Psychiatry)",11 Years Experience Overall  (4 years as specialist),"Paschim Vihar, Delhi",Delhi,89%,(37 votes),₹ 1500 fee
Dr. Ankit Gupta,Psychiatrist,"MBBS, MRCPsych, M.D. (Psychiatry)",13 Years Experience Overall  (8 years as specialist),"CR Park, Delhi",Delhi,100%,(33 votes),₹ 1250 fee
Dr. Manish Jain,Psychiatrist,"MBBS, M.D. (Psychiatry)",20 Years Experience Overall  (19 years as specialist),"Pusa Road, Delhi",Delhi,98%,(542 votes),₹ 1800 fee
Dr. Deepak Verma,Psychiatrist,"MBBS, M.D. (Psychiatry)",17 Years Experience Overall  (16 years as specialist),"Paschim Vihar, Delhi",Delhi,98%,(294 votes),₹ 1500 fee
Dr. Priyanka Gautam,Psychiatrist,"M.D. (Psychiatry), MBBS",13 Years Experience Overall  (9 years as specialist),"Saket, Delhi",Delhi,100%,(29 votes),₹ 1500 fee
Dr. L C Sunda,Psychiatrist,"MBBS, DNB - Psychiatry",41 Years Experience Overall  (20 years as specialist),"Paschim Vihar, Delhi",Delhi,100%,(29 votes),₹ 1800 fee
Dr. Atmesh Kumar,Psychiatrist,"MBBS, M.D. (Psychiatry)",18 Years Experience Overall  (11 years as specialist),"Rohini, Delhi",Delhi,96%,(55 votes),₹ 1200 fee
Dr. Sagar Verma,Psychiatrist,"MBBS, M.D. (Psychiatry)",7 Years Experience Overall  (1 year as specialist),"Pitampura, Delhi",Delhi,98%,(40 votes),₹ 1000 fee
Dr. Sugandha Gupta,Psychiatrist,"MBBS, DNB - Psychiatry",18 Years Experience Overall  (12 years as specialist),"Karol Bagh, Delhi",Delhi,94%,(307 votes),₹ 1200 fee
Dr. Anuneet Sabharwal,Psychiatrist,"MBBS, M.D. (Psychiatry)",12 Years Experience Overall  (9 years as specialist),"Vivek Vihar, Delhi",Delhi,99%,(506 votes),₹ 1000 fee
Dr. Neatu Narang,Psychiatrist,"MBBS, M.D. (Psychiatry), DNB - Psychiatry",35 Years Experience Overall  (27 years as specialist),"Sarita Vihar, Delhi",Delhi,99%,(506 votes),₹ 2500 fee
Dr. Samant Darshi,Psychiatrist,"MBBS, M.D. (Psychiatry)",11 Years Experience Overall  (4 years as specialist),"Lajpat Nagar 4, Delhi",Delhi,88%,(88 votes),₹ 1500 fee
Dr. Monica Chib,Psychiatrist,"MBBS, M.D. (Psychiatry)",46 Years Experience Overall  (41 years as specialist),"Sarita Vihar, Delhi",Delhi,88%,(88 votes),₹ 2500 fee
Dr. Bhavneet Kaur Kapoor,Psychiatrist,"M.D. (Psychiatry), MBBS",9 Years Experience Overall  (5 years as specialist),"Lajpat Nagar 4, Delhi",Delhi,88%,(88 votes),₹ 1000 fee
Dr. Kushal jain,Psychiatrist,"M.D. (Psychiatry), MBBS, Master of Public Health (MPH)",20 Years Experience Overall  (14 years as specialist),"Lajpat Nagar, Delhi",Delhi,96%,(239 votes),₹ 1200 fee
Dr. Dev Rai,Psychiatrist,"M.D. (Psychiatry), MBBS",10 Years Experience Overall  (3 years as specialist),"Jangpura, Delhi",Delhi,96%,(239 votes),₹ 1200 fee
Dr. Raj Kumar Srivastava,Psychiatrist,"DNB - Psychiatry, MBBS",28 Years Experience Overall  (20 years as specialist),"Patparganj, Delhi",Delhi,97%,(33 votes),₹ 1500 fee
Dr. Srikant Sharma,Psychiatrist,"M.D. (Psychiatry), MBBS",15 Years Experience Overall  (9 years as specialist),"Patel Nagar East, Delhi",Delhi,99%,(564 votes),₹ 1500 fee
Dr. Madhusudan Singh Solanki,Psychiatrist,"MBBS, M.D. (Psychiatry)",17 Years Experience Overall  (13 years as specialist),"Saket, Delhi",Delhi,95%,(39 votes),₹ 1500 fee
Dr. Isha Patidar,Psychiatrist,"M.D. (Psychiatry), MBBS",3 Years Experience Overall  (1 year as specialist),"Vasant Kunj, Delhi",Delhi,95%,(39 votes),₹ 1200 fee
Dr. Sandeep Govil,Psychiatrist,"MBBS, DNB - Psychiatry",23 Years Experience Overall  (17 years as specialist),"Shalimar Bagh, Delhi",Delhi,86%,(57 votes),₹ 1000 fee
Dr. Ashitabh Tiwari,Psychiatrist,"M.D. (Psychiatry), MBBS",18 Years Experience Overall  (5 years as specialist),"Pusa Road, Delhi",Delhi,86%,(57 votes),₹ 1200 fee
Dr. Anant Agarwal,Psychiatrist,"MBBS, DNB - Psychiatry",10 Years Experience Overall  (4 years as specialist),"Old Rajendra Nagar, Delhi",Delhi,86%,(57 votes),₹ 1500 fee
Dr. Harbandna Sawhney,Psychiatrist,"MBBS, M.D. (Psychiatry)",12 Years Experience Overall  (8 years as specialist),"Tagore Garden, Delhi",Delhi,86%,(57 votes),₹ 800 fee
Dr. Sasha Raikhy,Psychiatrist,"MBBS, DNB - Psychiatry",19 Years Experience Overall  (8 years as specialist),"Safdarjung Enclave, Delhi",Delhi,92%,(265 votes),₹ 1500 fee
Dr. Akshara Mishra,Psychiatrist,"DNB - Psychiatry, MBBS",11 Years Experience Overall  (5 years as specialist),"Madhu Vihar, Delhi",Delhi,92%,(265 votes),₹ 900 fee
Dr. Pallavi Rajhans,Psychiatrist,"MBBS, M.D. (Psychiatry)",5 Years Experience Overall,"Siri Fort Road, Delhi",Delhi,92%,(265 votes),₹ 1500 fee
Dr. Zeeshan Mujawar,Psychiatrist,"MBBS, M.D. (Psychiatry)",1 Year Experience Overall,"Safdarjung Enclave, Delhi",Delhi,92%,(265 votes),₹ 1000 fee
Dr. Prashant Goyal,Psychiatrist,"MBBS, M.D. (Psychiatry)",20 Years Experience Overall  (15 years as specialist),"Vikas Puri, Delhi",Delhi,98%,(243 votes),₹ 1500 fee
Dr. Himanshu Nirvan,Psychiatrist,"MBBS, M.D. (Psychiatry)",14 Years Experience Overall  (13 years as specialist),"Greater Kailash Part 1, Delhi",Delhi,100%,(61 votes),₹ 1400 fee
Dr. Arvind Gautam,Psychiatrist,"MBBS, DNB - Psychiatry",17 Years Experience Overall  (5 years as specialist),"Dwarka Sector 6, Delhi",Delhi,98%,(46 votes),₹ 1500 fee
Dr. Rajesh Kumar,Psychiatrist,"MBBS, M.D. (Psychiatry)",15 Years Experience Overall  (9 years as specialist),"Karkardooma, Delhi",Delhi,93%,(30 votes),₹ 1000 fee
Dr. Soumiya Mudgal,Psychiatrist,"M.D. (Psychiatry), MBBS",17 Years Experience Overall  (12 years as specialist),"South Extension 2, Delhi",Delhi,77%,(26 votes),₹ 1500 fee
Dr. Neha aggarwal,Psychiatrist,"M.D. (Psychiatry), MBBS",13 Years Experience Overall  (8 years as specialist),"Janakpuri, Delhi",Delhi,92%,(39 votes),₹ 1100 fee
Dr. Varsha Mahadik,Psychiatrist,"MBBS, DNB - Psychiatry",13 Years Experience Overall  (6 years as specialist),"CR Park, Delhi",Delhi,98%,(97 votes),₹ 1000 fee
Dr. Ratnarakshit Ingole,Psychiatrist,"M.D. (Psychiatry), MBBS",18 Years Experience Overall  (9 years as specialist),"Saket, Delhi",Delhi,89%,(19 votes),₹ 1000 fee
Dr. Neha Salhotra,Psychiatrist,"DNB - Psychiatry, MBBS",11 Years Experience Overall  (7 years as specialist),"Rohini, Delhi",Delhi,94%,(17 votes),₹ 1000 fee
Dr. Anil Yadav,Psychiatrist,"MBBS, M.D. (Psychiatry)",16 Years Experience Overall  (15 years as specialist),"Green Park, Delhi",Delhi,96%,(222 votes),₹ 2000 fee
Dr. Anjali Nagpal,Psychiatrist,"MBBS, M.D. (Psychiatry), DPM (Psychiatry)",27 Years Experience Overall  (13 years as specialist),"Vasant Kunj, Delhi",Delhi,92%,(698 votes),₹ 2400 fee
Dr. Gourav Gupta,Psychiatrist,"MBBS, M.D. (Psychiatry)",15 Years Experience Overall  (8 years as specialist),"Rohini Sector 8, Delhi",Delhi,98%,(102 votes),₹ 800 fee
Dr. Shiraz,Psychiatrist,"MBBS, DPM (Psychiatry)",17 Years Experience Overall  (4 years as specialist),"Okhla Industrial Estate, Delhi",Delhi,95%,(44 votes),₹ 1500 fee
Dr. Animesh Sharma,Psychiatrist,"MBBS, M.D. (Psychiatry)",7 Years Experience Overall  (2 years as specialist),"South Extension 1, Delhi",Delhi,100%,(17 votes),₹ 800 fee
Dr. Desiree Saimbi,Psychiatrist,"MBBS, M.D. (Psychiatry)",11 Years Experience Overall  (7 years as specialist),"Jhandewalan, Delhi",Delhi,97%,(30 votes),₹ 1200 fee
Dr. Khushboo Kansal,Psychiatrist,"MBBS, M.D. (Psychiatry)",10 Years Experience Overall  (6 years as specialist),"Paschim Vihar, Delhi",Delhi,100%,(16 votes),₹ 1000 fee
Dr. Rajesh Mehta,Psychiatrist,"MBBS, M.D. (Psychiatry)",45 Years Experience Overall  (33 years as specialist),"Rajouri Garden, Delhi",Delhi,100%,(16 votes),₹ 1200 fee
Dr. Naazneen Ladak,Psychiatrist,"MBBS, DPM (Psychiatry)",17 Years Experience Overall  (15 years as specialist),"Andheri West, Mumbai",Mumbai,91%,(190 votes),₹ 2000 fee
Dr. Sagar Mundada,Psychiatrist,"M.D. (Psychiatry), MBBS",12 Years Experience Overall  (6 years as specialist),"Powai, Mumbai",Mumbai,97%,(293 votes),₹ 2000 fee
Dr. Aditi Chandrashekhar Acharya,Psychiatrist,"M.D. (Psychiatry), MBBS",16 Years Experience Overall  (9 years as specialist),"Kurla East, Mumbai",Mumbai,94%,(86 votes),₹ 1300 fee
Dr. Darpan Kaur,Psychiatrist,"MBBS, DNB - Psychiatry",18 Years Experience Overall  (12 years as specialist),"Sion East, Mumbai",Mumbai,98%,(97 votes),₹ 1500 fee
Dr. Chetan Lokhande,Psychiatrist,"MBBS, M.D. (Psychiatry)",13 Years Experience Overall  (12 years as specialist),"Kurla East, Mumbai",Mumbai,100%,(27 votes),₹ 1300 fee
Dr. Rohann Bokdawala,Psychiatrist,"MBBS, M.D. (Psychiatry)",14 Years Experience Overall  (8 years as specialist),"Marine Lines, Mumbai",Mumbai,97%,(405 votes),₹ 2500 fee
Dr. Sneha Naik Samant,Psychiatrist,"DPM (Psychiatry), MBBS",13 Years Experience Overall  (5 years as specialist),"Borivali, Mumbai",Mumbai,99%,(78 votes),₹ 1500 fee
Dr. Jyoti Maheshwari,Psychiatrist,"MBBS, DPM (Psychiatry)",32 Years Experience Overall  (27 years as specialist),"Andheri West, Mumbai",Mumbai,92%,(13 votes),₹ 2500 fee
Dr. Austin Fernandes,Psychiatrist,"MBBS, M.D. (Psychiatry)",10 Years Experience Overall  (9 years as specialist),"Powai, Mumbai",Mumbai,92%,(13 votes),₹ 1600 fee
Dr. Anshu Kulkarni,Psychiatrist,"MD - Psychological Medicine, MBBS",25 Years Experience Overall  (21 years as specialist),"Mahim, Mumbai",Mumbai,90%,(253 votes),₹ 2800 fee
Dr. Aditya Nair,Psychiatrist,"MBBS, DPM (Psychiatry)",20 Years Experience Overall  (15 years as specialist),"Chembur East, Mumbai",Mumbai,93%,(29 votes),₹ 1200 fee
Dr. Akanksha Rathi Maheshwari,Psychiatrist,"MBBS, M.D. (Psychiatry)",10 Years Experience Overall  (6 years as specialist),"Andheri West, Mumbai",Mumbai,93%,(29 votes),₹ 2000 fee
Dr. Nikhil Gurjar,Psychiatrist,"MBBS, M.D. (Psychiatry)",5 Years Experience Overall  (1 year as specialist),"Mahim, Mumbai",Mumbai,100%,(24 votes),₹ 1500 fee
Dr. Shyam Mithiya,Psychiatrist,"MBBS, DPM (Psychiatry)",16 Years Experience Overall  (15 years as specialist),"Ghatkopar West, Mumbai",Mumbai,96%,(1384 votes),₹ 1750 fee
Dr. Ankita Mishra,Psychiatrist,"MBBS, M.D. (Psychiatry)",16 Years Experience Overall  (11 years as specialist),"Dadar, Mumbai",Mumbai,97%,(37 votes),₹ 3000 fee
Dr. Parul Tank,Psychiatrist,"MBBS, MD - Psychological Medicine",27 Years Experience Overall  (21 years as specialist),"Mulund West, Mumbai",Mumbai,95%,(85 votes),₹ 2000 fee
Dr. Santosh Bangar,Psychiatrist,"MBBS, M.D. (Psychiatry), Diploma in Psychiatry, MRCPsych, Diploma in Clinical Psychiatry, Diploma in Clinical Psychiatry",24 Years Experience Overall  (16 years as specialist),"Parel, Mumbai",Mumbai,100%,(116 votes),₹ 3850 fee
Dr. Jalpa Bhuta,Psychiatrist,"MBBS, MD - Psychological Medicine, DNB - Psychiatry, MRCPsych",24 Years Experience Overall,"Parel, Mumbai",Mumbai,81%,(16 votes),₹ 2000 fee
Dr. Ketan Parmar,Psychiatrist,"MBBS, DPM (Psychiatry), MD - Psychological Medicine",35 Years Experience Overall  (34 years as specialist),"Borivali East, Mumbai",Mumbai,77%,(13 votes),₹ 1200 fee
Dr. Paresh C. Trivedi,Psychiatrist,"MBBS, DPM (Psychiatry)",31 Years Experience Overall  (30 years as specialist),"Andheri West, Mumbai",Mumbai,96%,(906 votes),₹ 1500 fee
Dr. Kedar Tilwe,Psychiatrist,"DNB - Psychiatry, DPM (Psychiatry), MBBS",16 Years Experience Overall  (11 years as specialist),"Mulund West, Mumbai",Mumbai,92%,(25 votes),₹ 1500 fee
Dr. Rajiv Anand,Psychiatrist,"MBBS, M.D. (Psychiatry)",47 Years Experience Overall  (40 years as specialist),"Andheri West, Mumbai",Mumbai,94%,(268 votes),₹ 2000 fee
Dr. Sumedha Tiwari,Psychiatrist,"MBBS, M.D. (Psychiatry)",12 Years Experience Overall  (6 years as specialist),"Jogeshwari West, Mumbai",Mumbai,96%,(24 votes),₹ 1500 fee
Dr. Prakhar Jain,Psychiatrist,"MBBS, M.D. (Psychiatry), DNB - Psychiatry",11 Years Experience Overall  (4 years as specialist),"Marine Lines, Mumbai",Mumbai,96%,(24 votes),₹ 2000 fee
