Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Anita Bakshi,Pediatrician,"MBBS, MD - Pediatrics",31 Years Experience Overall,"Sarita Vihar, Delhi",Delhi,89%,(63 votes),₹ 1500 fee
Dr. I P S Kochar,Pediatrician,"MBBS, MD - Pediatrics",38 Years Experience Overall  (36 years as specialist),"Sarita Vihar, Delhi",Delhi,89%,(63 votes),₹ 2000 fee
Dr. A P Mehta,Pediatrician,"MBBS, MD - Pediatrics",36 Years Experience Overall  (32 years as specialist),"Shalimar Bagh, Delhi",Delhi,89%,(63 votes),₹ 900 fee
Dr. Deepa Sharma,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",28 Years Experience Overall  (27 years as specialist),"Sarita Vihar, Delhi",Delhi,89%,(63 votes),₹ 1500 fee
Dr. Amita Mahajan,Pediatrician,"MBBS, MD - Pediatrics",31 Years Experience Overall  (29 years as specialist),"Sarita Vihar, Delhi",Delhi,89%,(63 votes),₹ 1500 fee
Dr. Gaurav Garg,Pediatrician,"MBBS, MD - Pediatrics",12 Years Experience Overall  (10 years as specialist),"Shalimar Bagh, Delhi",Delhi,89%,(63 votes),₹ 1500 fee
Dr. Nameet Jerath,Pediatrician,"MBBS, MD - Pediatrics",24 Years Experience Overall  (22 years as specialist),"Sarita Vihar, Delhi",Delhi,89%,(63 votes),₹ 1000 fee
Dr. Smita Malhotra,Pediatrician,"MBBS, DNB - Paediatrics",26 Years Experience Overall  (12 years as specialist),"Sarita Vihar, Delhi",Delhi,89%,(63 votes),₹ 1200 fee
Dr. Vikas Taneja,Pediatrician,"DNB - Paediatrics, MBBS",29 Years Experience Overall  (21 years as specialist),"Dwarka Sector 6, Delhi",Delhi,100%,(31 votes),₹ 900 fee
Dr. Avadesh Ahuja,Pediatrician,"MBBS, Diploma in Child Health (DCH)",16 Years Experience Overall  (11 years as specialist),"Greater Kailash Part 2, Delhi",Delhi,100%,(19 votes),₹ 1100 fee
Dr. Amit Agarwal,Pediatrician,"MBBS, MD - Pediatrics",17 Years Experience Overall  (14 years as specialist),"Malviya Nagar, Delhi",Delhi,100%,(24 votes),₹ 1400 fee
Dr. Ram Gopal Holla,Pediatrician,"MBBS, MD - Pediatrics, DM - Neonatology",29 Years Experience Overall,"Panchsheel Park, Delhi",Delhi,92%,(26 votes),₹ 1300 fee
Dr. Surinder Kaur Arora,Pediatrician,"Fellow of the Royal College of Pediatrics and Child Health (UK), MBBS, Diploma in Child Health (DCH - UK)",47 Years Experience Overall  (39 years as specialist),"Saket, Delhi",Delhi,92%,(26 votes),₹ 1200 fee
Dr. Ashutosh Marwah,Pediatrician,"MBBS, MD - Pediatrics",25 Years Experience Overall,"Sarita Vihar, Delhi",Delhi,92%,(26 votes),₹ 1000 fee
Dr. Sunil Kumar Nakra,Pediatrician,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",44 Years Experience Overall  (40 years as specialist),"Malviya Nagar, Delhi",Delhi,75%,(12 votes),₹ 1600 fee
Dr. Vibin K V,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",17 Years Experience Overall  (11 years as specialist),"Pusa Road, Delhi",Delhi,75%,(12 votes),₹ 800 fee
Dr. Manish Malik,Pediatrician,"MBBS, MD - Pediatrics",27 Years Experience Overall  (26 years as specialist),"Saket, Delhi",Delhi,100%,(166 votes),₹ 1200 fee
Dr. Aditi Singh,Pediatrician,"MBBS, Diploma in Child Health (DCH)",19 Years Experience Overall  (17 years as specialist),"Dwarka Sector 7, Delhi",Delhi,96%,(51 votes),₹ 700 fee
Dr. Vikram Gagneja,Pediatrician,"MBBS, DNB - Paediatrics, Post Doctoral fellowship in Pediatric Critical Care Medicine",19 Years Experience Overall  (14 years as specialist),"Dwarka Sector 6, Delhi",Delhi,98%,(95 votes),₹ 900 fee
Dr. Naveen Gupta,Pediatrician,"MBBS, MD - Pediatrics, DNB - Neonatology",24 Years Experience Overall  (17 years as specialist),"Malviya Nagar, Delhi",Delhi,95%,(44 votes),₹ 1600 fee
Dr. Anil Batra,Pediatrician,"MBBS, MD - Pediatrics, DNB - Neonatology",23 Years Experience Overall  (17 years as specialist),"Malviya Nagar, Delhi",Delhi,95%,(44 votes),₹ 1600 fee
Dr. Neeta Kejriwal,Pediatrician,"MBBS, MD - Pediatrics",25 Years Experience Overall  (17 years as specialist),"Dwarka Sector 6, Delhi",Delhi,95%,(44 votes),₹ 900 fee
Dr. Raghuram Mallaiah,Pediatrician,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",29 Years Experience Overall  (24 years as specialist),"Greater Kailash Part 2, Delhi",Delhi,95%,(39 votes),₹ 1200 fee
Dr. Mamta Aggarwal,Pediatrician,"MBBS, DNB - Paediatrics",19 Years Experience Overall  (8 years as specialist),"Dwarka Sector 12, Delhi",Delhi,95%,(39 votes),₹ 800 fee
Dr. Vivek Choudhury,Pediatrician,"MBBS, MD - Pediatrics, DNB - Neonatology",19 Years Experience Overall  (13 years as specialist),"Moti Nagar, Delhi",Delhi,79%,(19 votes),₹ 1200 fee
Dr. Sufla Saxena,Pediatrician,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",21 Years Experience Overall  (6 years as specialist),"Dwarka Sector 6, Delhi",Delhi,100%,(11 votes),₹ 1100 fee
Dr. Sumita Chawla,Pediatrician,"MBBS, MD - Pediatrics",28 Years Experience Overall,"Saket, Delhi",Delhi,100%,(13 votes),₹ 1200 fee
Dr. Sanjeev Sehgal,Pediatrician,"MBBS, MD - Pediatrics",45 Years Experience Overall  (38 years as specialist),"Patparganj, Delhi",Delhi,100%,(13 votes),₹ 1000 fee
Dr. Parvathi Unninayar Iyer,Pediatrician,"MBBS, MD - Pediatrics, Fellowship in Neonatology",40 Years Experience Overall  (39 years as specialist),"Okhla, Delhi",Delhi,100%,(13 votes),₹ 1500 fee
Dr. Poonam Sidana,Pediatrician,"MBBS, MD - Pediatrics",27 Years Experience Overall  (26 years as specialist),"Punjabi Bagh, Delhi",Delhi,100%,(18 votes),₹ 1000 fee
Dr. Atish Narayanrao Bakane,Pediatrician,"DNB - Paediatrics, Diploma in Child Health (DCH), MBBS, FNB -  Pediatric Hematology Oncology",13 Years Experience Overall  (12 years as specialist),"Sarita Vihar, Delhi",Delhi,100%,(18 votes),₹ 1000 fee
Dr. Vinay Kumar Rai,Pediatrician,"MBBS, MD - Pediatrics",16 Years Experience Overall  (10 years as specialist),"Dwarka Sector 6, Delhi",Delhi,100%,(18 votes),₹ 1100 fee
Dr. Ashok Saxena,Pediatrician,"MBBS, MD - Pediatrics, DM - Neonatology",41 Years Experience Overall  (32 years as specialist),"Dwarka Sector 6, Delhi",Delhi,100%,(18 votes),₹ 1100 fee
Dr. Niraj Kumar Nikunj,Pediatrician,"MBBS, MD - Pediatrics",9 Years Experience Overall  (8 years as specialist),"Greater Kailash Part 1, Delhi",Delhi,100%,(18 votes),₹ 1000 fee
Dr. Anil Kumar Gulati,Pediatrician,"MBBS, MD - Pediatrics",44 Years Experience Overall  (39 years as specialist),"Saket, Delhi",Delhi,100%,(208 votes),₹ 1200 fee
Dr. Vineet Sehgal,Pediatrician,"MBBS, MD - Pediatrics",25 Years Experience Overall,"Shalimar Bagh, Delhi",Delhi,100%,(208 votes),₹ 800 fee
Dr. Vinita Jain,Pediatrician,"MBBS, DNB - Paediatrics",21 Years Experience Overall  (20 years as specialist),"Shalimar Bagh, Delhi",Delhi,100%,(208 votes),₹ 1000 fee
Dr. Praveen Khilnani,Pediatrician,"MBBS, MD - Anaesthesiology, Diploma in Paediatrics",23 Years Experience Overall,"Malviya Nagar, Delhi",Delhi,100%,(208 votes),₹ 1700 fee
Dr. Susanta Kumar Badatya,Pediatrician,"MBBS, MD - Pediatrics",14 Years Experience Overall  (8 years as specialist),"Moti Nagar, Delhi",Delhi,100%,(208 votes),₹ 1200 fee
Dr. L.N. Taneja,Pediatrician,"MD - Pediatrics, MBBS",40 Years Experience Overall  (35 years as specialist),"Patparganj, Delhi",Delhi,100%,(208 votes),₹ 1000 fee
Dr. Mily Ray,Pediatrician,"MBBS, MD - Pediatrics",25 Years Experience Overall  (17 years as specialist),"Patparganj, Delhi",Delhi,100%,(208 votes),₹ 800 fee
Dr. Prabhjot Kaur Bajaj,Pediatrician,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",21 Years Experience Overall,"Patparganj, Delhi",Delhi,100%,(208 votes),₹ 800 fee
Dr. Praveen Makhija,Pediatrician,"MBBS, MD - Pediatrics",23 Years Experience Overall  (21 years as specialist),"Saket, Delhi",Delhi,88%,(17 votes),₹ 1200 fee
Dr. Jyoti Bhatia,Pediatrician,"MBBS, MD - Pediatrics",24 Years Experience Overall  (19 years as specialist),"Patparganj, Delhi",Delhi,88%,(17 votes),₹ 1500 fee
Dr. Satish Gupta,Pediatrician,"MD - Pediatrics, MBBS",33 Years Experience Overall  (30 years as specialist),"Patparganj, Delhi",Delhi,88%,(17 votes),₹ 1000 fee
Dr. Sandhya Soneja,Pediatrician,"MBBS, DNB - Pediatrics",12 Years Experience Overall,"Lajpat Nagar, Delhi",Delhi,88%,(17 votes),₹ 1500 fee
Dr. Shashi Shekhar Singh,Pediatrician,"MBBS, MD - Pediatrics",36 Years Experience Overall  (29 years as specialist),"Saket, Delhi",Delhi,88%,(17 votes),₹ 1100 fee
Dr. Pradeep Garg,Pediatrician,"MBBS, Diploma in Child Health (DCH)",19 Years Experience Overall,"Shalimar Bagh, Delhi",Delhi,88%,(17 votes),₹ 500 fee
Dr. Rekha Mittal,Pediatrician,"MBBS, MD - Pediatrics",36 Years Experience Overall  (35 years as specialist),"Malviya Nagar, Delhi",Delhi,88%,(17 votes),₹ 2100 fee
Dr. Sonia Mittal,Pediatrician,"DNB - Paediatrics, MBBS",26 Years Experience Overall  (25 years as specialist),"Shalimar Bagh, Delhi",Delhi,88%,(17 votes),₹ 1000 fee
Dr. V Gangotri  Rao,Pediatrician,"MBBS, Diploma in Child Health (DCH)",49 Years Experience Overall  (45 years as specialist),"Safdarjung Enclave, Delhi",Delhi,88%,(17 votes),₹ 1000 fee
Dr. Kamlesh Kumar Kanodia,Pediatrician,"MBBS, MD - Pediatrics",39 Years Experience Overall,"Shalimar Bagh, Delhi",Delhi,88%,(17 votes),₹ 1000 fee
Dr. Vidyut Bhatia,Pediatrician,"MBBS, MD - Pediatrics",26 Years Experience Overall  (20 years as specialist),"Patparganj, Delhi",Delhi,88%,(17 votes),₹ 1200 fee
Dr. Abhishek Chopra,Pediatrician,"MBBS, MD - Pediatrics",19 Years Experience Overall  (14 years as specialist),"Punjabi Bagh, Delhi",Delhi,88%,(17 votes),₹ 1000 fee
Dr. A J Chitkara,Pediatrician,"MBBS, MD - Pediatrics, DNB - Pediatrics",44 Years Experience Overall  (39 years as specialist),"Shalimar Bagh, Delhi",Delhi,57%,(21 votes),₹ 1400 fee
Dr. Varun Vij,Pediatrician,"MD - Pediatrics, MBBS",15 Years Experience Overall  (13 years as specialist),"Saket, Delhi",Delhi,57%,(21 votes),₹ 1000 fee
Dr. Vaishakhi Rustagi,Pediatrician,"MBBS, MD - Pediatrics",19 Years Experience Overall  (13 years as specialist),"Shalimar Bagh, Delhi",Delhi,57%,(21 votes),₹ 1500 fee
Dr. Rajiv Goel,Pediatrician,"MBBS, Diploma in Child Health (DCH)",20 Years Experience Overall,"Shalimar Bagh, Delhi",Delhi,57%,(21 votes),₹ 700 fee
Dr. Gurleen Sikka,Pediatrician,"MBBS, MD - Pediatrics",15 Years Experience Overall  (8 years as specialist),"Punjabi Bagh, Delhi",Delhi,57%,(21 votes),₹ 1000 fee
Dr. Nidhi Rawal,Pediatrician,"MBBS, Diplomate of the American Board of Paediatrics",12 Years Experience Overall,"Malviya Nagar, Delhi",Delhi,57%,(21 votes),₹ 1700 fee
Dr. Chandrasekhar Singha,Pediatrician,"MBBS, MD - Pediatrics",19 Years Experience Overall  (18 years as specialist),"Malviya Nagar, Delhi",Delhi,57%,(21 votes),₹ 1400 fee
Dr. Manish Gupta,Pediatrician,"MBBS, Diploma in Child Health (DCH)",20 Years Experience Overall  (15 years as specialist),"Dwarka, Delhi",Delhi,96%,(98 votes),₹ 500 fee
Dr. Navina Desai Vishwas,Pediatrician,"MBBS, MD - Pediatrics",6 Years Experience Overall  (2 years as specialist),"Lajpat Nagar, Delhi",Delhi,96%,(98 votes),₹ 1500 fee
Dr. Ankur Ohri,Pediatrician,"MD - Physician, Diploma in Child Health (DCH)",10 Years Experience Overall  (9 years as specialist),"Malviya Nagar, Delhi",Delhi,96%,(98 votes),₹ 1400 fee
Dr. Sunita Shakdher,Pediatrician,"MBBS, MD - Pediatrics",45 Years Experience Overall  (35 years as specialist),"Kilokri, Delhi",Delhi,96%,(98 votes),₹ 700 fee
Dr. Lata Bhat,Pediatrician,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), Fellowship in Neonatology",35 Years Experience Overall  (31 years as specialist),"Mayur Vihar Ph-II, Delhi",Delhi,95%,(42 votes),₹ 500 fee
Dr. Anil Kumar Kalra,Pediatrician,"MBBS, MD - Pediatrics",45 Years Experience Overall  (40 years as specialist),"Paschim Vihar, Delhi",Delhi,95%,(38 votes),₹ 800 fee
Dr. Ajay Gupta,Pediatrician,"MBBS, Diploma in Child Health (DCH)",29 Years Experience Overall  (25 years as specialist),"Laxmi Nagar, Delhi",Delhi,95%,(110 votes),₹ 500 fee
Dr. Naveen Jain,Pediatrician,"MBBS, MD - Pediatrics, DNB - Paediatrics",38 Years Experience Overall  (34 years as specialist),"Pitampura, Delhi",Delhi,93%,(75 votes),₹ 900 fee
Dr. Subhash Chander Sapra,Pediatrician,"Diploma in Child Health (DCH), MBBS",52 Years Experience Overall  (48 years as specialist),"Shakti Nagar, Delhi",Delhi,98%,(54 votes),₹ 800 fee
Dr. Shekhar Biswas,Pediatrician,"MBBS, MD - Pediatrics",18 Years Experience Overall  (11 years as specialist),"Rohini, Delhi",Delhi,99%,(186 votes),₹ 600 fee
Dr. Veena Kalra,Pediatrician,"MBBS, MD - Pediatrics",54 Years Experience Overall  (49 years as specialist),"Sarita Vihar, Delhi",Delhi,84%,(49 votes),₹ 2000 fee
Dr. Dinesh Rustogi,Pediatrician,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",45 Years Experience Overall  (39 years as specialist),"Ashok Vihar Phase 3, Delhi",Delhi,84%,(49 votes),₹ 800 fee
Dr. Ashok Kumar Dutta,Pediatrician,"MBBS, MD - Pediatrics",52 Years Experience Overall  (46 years as specialist),"Sarita Vihar, Delhi",Delhi,84%,(49 votes),₹ 1000 fee
Dr. Ajay Kumar,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",13 Years Experience Overall  (8 years as specialist),"Mahavir Enclave, Delhi",Delhi,84%,(49 votes),₹ 500 fee
